,Unnamed: 0,Unnamed: 0.1,Election_Type,Assembly_No,Constituency_No,Year,month,Position,Candidate,State_Name,Constituency_Name,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
3210,3210,3210,GE,14,5,2004,4.0,2,srikantkumarjena,odisha,kendrapara,M,INC,366433,GEN,836265,1186834,70.46,43.82,349877,41.84,3482,Graduate
2005,2005,2005,GE,14,10,2004,4.0,6,srinivasa,karnataka,kolar,M,IND,7202,SC,909264,1262765,72.01,0.79,2509,0.28,10809,
4115,4115,4115,GE,14,32,2004,4.0,5,srinivasang,tamil_nadu,pudukkottai,M,JP,7545,GEN,820271,1234949,66.42,0.92,2820,0.34,4406,
3815,3815,3815,GE,14,8,2004,4.0,14,srinivasanr,tamil_nadu,tiruppattur,M,IND,1065,GEN,776085,1213662,63.95,0.14,19,0.0,10809,
3721,3721,3721,GE,14,3,2004,4.0,21,srinivasanvraliaslovesrini,tamil_nadu,madras_south,M,IND,431,GEN,934548,1949904,47.93,0.05,12,0.0,10809,
2024,2024,2024,GE,14,13,2004,4.0,4,srinivasaraosv,karnataka,bangalore_south,M,IND,5012,GEN,800649,1620352,49.41,0.63,1708,0.21,10809,Post Graduate
4794,4794,4794,GE,14,37,2004,4.0,2,sriprakashmani,uttar_pradesh,deoria,M,BJP,185438,GEN,729788,1569719,46.49,25.41,52941,7.25,1605,Post Graduate
4672,4672,4672,GE,14,28,2004,4.0,4,sriram,uttar_pradesh,balrampur,M,IND,9363,GEN,698106,1316006,53.05,1.34,77,0.01,10809,10th Pass
4828,4828,4828,GE,14,39,2004,4.0,9,sriramchaudhary,uttar_pradesh,ballia,M,CPI(ML)(L),2008,GEN,619762,1430300,43.33,0.32,470,0.08,2472,
4699,4699,4699,GE,14,30,2004,4.0,2,sriramchauhan,uttar_pradesh,basti,M,BJP,129849,SC,576404,1416526,40.69,22.53,2100,0.36,1605,Post Graduate
144,144,144,GE,14,21,2004,4.0,3,ssahadevareddy,andhra_pradesh,chittoor,M,IND,10431,GEN,875992,1170325,74.85,1.19,173,0.02,10809,Post Graduate
2303,2303,2303,GE,14,20,2005,,5,ssivakumar,kerala,thiruvananthapuram,M,IND,3049,,759237,1114280,68.14,0.4,853,0.11,10809,
3606,3606,3606,GE,14,19,2004,4.0,4,ssstone,rajasthan,chittorgarh,M,BSP,12798,SC,672477,1385950,48.52,1.9,233,0.03,16651,Graduate
3297,3297,3297,GE,14,1,2004,4.0,7,ssyadfaruk,puducherry,pondicherry,M,IND,3172,GEN,483816,636667,75.99,0.66,281,0.06,10809,
2234,2234,2234,GE,14,14,2004,4.0,3,stbmohandas,kerala,idukki,M,BJP,58290,GEN,729426,1034338,70.52,7.99,46662,6.4,1605,Graduate
5871,5871,5871,GE,14,34,2006,,3,subarnakumar,west_bengal,perulia,M,IND,14799,,713756,1001992,71.23,2.07,6511,0.91,10809,
4222,4222,4222,GE,14,39,2004,4.0,10,subashp,tamil_nadu,nagercoil,M,IND,355,SC,673555,1110014,60.68,0.05,4,0.0,10809,
1705,1705,1705,GE,14,6,2004,4.0,21,subashsharma,jammu_and_kashmir,jammu,M,IND,1298,GEN,821670,1849989,44.41,0.16,105,0.01,10809,12th Pass
3961,3961,3961,GE,14,20,2004,4.0,1,subbarayank,tamil_nadu,coimbatore,M,CPI,504981,GEN,878866,1584223,55.48,57.46,164505,18.72,2444,
3926,3926,3926,GE,14,17,2004,4.0,1,subbulakshmijagadeesan,tamil_nadu,tiruchengode,F,DMK,501569,GEN,864451,1443197,59.9,58.02,179397,20.75,10192,Graduate Professional
3934,3934,3934,GE,14,17,2004,4.0,9,subbulakshmitmts,tamil_nadu,tiruchengode,F,IND,1343,GEN,864451,1443197,59.9,0.16,55,0.01,10809,
3969,3969,3969,GE,14,20,2004,4.0,9,subburajuk,tamil_nadu,coimbatore,M,IND,2271,GEN,878866,1584223,55.48,0.26,1053,0.12,10809,
1484,1484,1484,GE,14,4,2004,4.0,17,subesingh,haryana,sonepat,M,JCP,671,GEN,737119,1138771,64.73,0.09,74,0.01,4123,Post Graduate
5746,5746,5746,GE,14,20,2004,4.0,4,subhankarnag,west_bengal,dum_dum,M,IND,10352,GEN,1248360,1543705,80.87,0.83,470,0.04,10809,Post Graduate
5435,5435,5435,GE,14,77,2004,4.0,7,subhash,uttar_pradesh,baghpat,M,IND,1520,SC,656900,1570374,41.83,0.23,526,0.08,10809,
4829,4829,4829,GE,14,39,2004,4.0,10,subhash,uttar_pradesh,ballia,M,IND,1538,SC,619762,1430300,43.33,0.25,80,0.01,10809,
3536,3536,3536,GE,14,8,2004,4.0,6,subhash,rajasthan,alwar,M,IND,5190,GEN,542876,1262622,43.0,0.96,1547,0.28,10809,
1534,1534,1534,GE,14,6,2004,4.0,8,subhashbaghel,haryana,faridabad,M,LP(S),4172,GEN,844718,1546578,54.62,0.49,252,0.03,4917,12th Pass
1700,1700,1700,GE,14,6,2004,4.0,16,subhashchanderlanger,jammu_and_kashmir,jammu,M,SPI,1650,GEN,821670,1849989,44.41,0.2,30,0.0,12819,10th Pass
5461,5461,5461,GE,14,79,2004,4.0,4,subhashchandmaheshwari,uttar_pradesh,kairana,M,INC,12511,GEN,816726,1220829,66.9,1.53,8824,1.08,3482,Post Graduate
3526,3526,3526,GE,14,7,2004,4.0,5,subhashchandrasharma,rajasthan,dausa,M,IND,12004,GEN,716901,1462752,49.01,1.67,4332,0.6,10809,
1620,1620,1620,GE,14,4,2007,,3,subhashchandsharma,himachal_pradesh,hamirpur,M,IND,8959,,703447,1175329,59.85,1.27,4474,0.64,10809,
5204,5204,5204,GE,14,61,2004,4.0,5,subhashiniali,uttar_pradesh,kanpur,F,CPM,4558,GEN,618721,1427231,43.35,0.74,2583,0.42,14635,
3503,3503,3503,GE,14,5,2004,4.0,1,subhashmeharia,rajasthan,sikar,M,BJP,367546,GEN,779471,1476344,52.8,47.15,54683,7.02,1605,Graduate
5586,5586,5586,GE,14,3,2004,4.0,5,subhasishdasgupta,west_bengal,jalpaiguri,M,IND,18473,GEN,890105,1104784,80.57,2.08,3728,0.42,10809,Graduate
456,456,456,GE,14,13,2004,4.0,5,subhassen,assam,dibrugarh,M,CPI(ML)(L),9843,GEN,631240,969905,65.08,1.56,3592,0.57,2472,12th Pass
1812,1812,1812,GE,14,8,2004,4.0,1,subodhkantsahay,jharkhand,ranchi,M,INC,284035,GEN,695754,1379179,50.45,40.82,15421,2.22,3482,Graduate
778,778,778,GE,14,27,2006,,3,subodhram,bihar,bhagalpur,M,CPI(M),79363,,506249,1440429,35.15,15.68,66932,13.22,14635,
767,767,767,GE,14,27,2004,4.0,2,subodhray,bihar,bhagalpur,M,CPM,227298,GEN,757287,1388037,54.56,30.01,97234,12.84,14635,Graduate
3822,3822,3822,GE,14,9,2004,4.0,5,subramanianav,tamil_nadu,vandavasi,M,BSP,5451,SC,703269,1128624,62.31,0.78,315,0.04,16651,
4123,4123,4123,GE,14,32,2004,4.0,13,subramaniank,tamil_nadu,pudukkottai,M,IND,1038,GEN,820271,1234949,66.42,0.13,0,0.0,10809,
4126,4126,4126,GE,14,33,2004,4.0,3,subramanianmutharaiyarmarimalam,tamil_nadu,sivaganga,M,IND,9709,GEN,667208,1083542,61.58,1.46,3206,0.48,10809,
4076,4076,4076,GE,14,28,2004,4.0,7,subramaniann,tamil_nadu,perambalur,M,IND,3504,SC,707028,999508,70.74,0.5,0,0.0,10809,
3813,3813,3813,GE,14,8,2004,4.0,12,subramanians,tamil_nadu,tiruppattur,M,IND,1279,GEN,776085,1213662,63.95,0.16,23,0.0,10809,
4001,4001,4001,GE,14,24,2004,4.0,4,subramanianswamy,tamil_nadu,madurai,M,JP,12009,GEN,739680,1344023,55.03,1.62,6495,0.88,4406,Doctorate
3803,3803,3803,GE,14,8,2004,4.0,2,subramanikg,tamil_nadu,tiruppattur,M,ADMK,272884,GEN,776085,1213662,63.95,35.16,260557,33.57,930,
3889,3889,3889,GE,14,13,2004,4.0,13,subramanip,tamil_nadu,dharmapuri,M,IND,1751,GEN,709991,1295521,54.8,0.25,0,0.0,10809,
3760,3760,3760,GE,14,5,2004,4.0,10,subramaniyamm,tamil_nadu,chengalpattu,M,IND,973,GEN,759076,1167736,65.0,0.13,17,0.0,10809,
3982,3982,3982,GE,14,22,2004,4.0,4,subramaniyamt,tamil_nadu,palani,M,BSP,5554,GEN,695442,1088931,63.86,0.8,2030,0.29,16651,
5607,5607,5607,GE,14,5,2004,4.0,6,subrataadhikary,west_bengal,raiganj,M,IND,9914,GEN,917582,1147290,79.98,1.08,290,0.03,10809,10th Pass
5759,5759,5759,GE,14,21,2004,4.0,9,subratabanerjee,west_bengal,calcutta_north_west,M,IND,1185,GEN,360117,609204,59.11,0.33,106,0.03,10809,
5734,5734,5734,GE,14,19,2004,4.0,4,subratabiswas,west_bengal,barrackpore,M,IND,9072,GEN,794426,981008,80.98,1.14,2599,0.33,10809,Not Given
5678,5678,5678,GE,14,13,2004,4.0,1,subratabose,west_bengal,barasat,M,AIFB,520384,GEN,1153160,1388017,83.08,45.13,12160,1.05,3040,Graduate
5752,5752,5752,GE,14,21,2004,4.0,2,subratamukherjee,west_bengal,calcutta_north_west,M,AITC,108768,GEN,360117,609204,59.11,30.2,26816,7.45,18228,
3382,3382,3382,GE,14,7,2004,4.0,6,suchasingh,punjab,ropar,M,IND,3276,SC,790221,1345244,58.74,0.41,626,0.08,10809,
3191,3191,3191,GE,14,1,2004,4.0,1,sudammarndi,odisha,mayurbhanj,M,JMM,260529,ST,695997,990544,70.26,37.43,7972,1.15,4653,12th Pass
3272,3272,3272,GE,14,18,2004,4.0,4,sudarsanbehera,odisha,deogarh,M,BSP,14979,GEN,823301,1219887,67.49,1.82,4260,0.52,16651,8th Pass
5831,5831,5831,GE,14,30,2004,4.0,3,sudarsanpanja,west_bengal,tamluk,M,INC,34794,GEN,1035269,1185781,87.31,3.36,20707,2.0,3482,Others
4765,4765,4765,GE,14,33,2004,4.0,9,sudarshan,uttar_pradesh,bansgaon,M,ABHM,3234,SC,632109,1441224,43.86,0.51,0,0.0,268,
887,887,887,GE,14,35,2004,4.0,6,sudarshanram,bihar,sasaram,M,IND,3403,SC,697268,1291800,53.98,0.49,1261,0.18,10809,12th Pass
1680,1680,1680,GE,14,5,2004,4.0,16,sudeshkumarsharma,jammu_and_kashmir,udhampur,M,IND,1499,GEN,608074,1348721,45.09,0.25,108,0.02,10809,
1701,1701,1701,GE,14,6,2004,4.0,17,sudeshpuri,jammu_and_kashmir,jammu,F,SAP,1620,GEN,821670,1849989,44.41,0.2,4,0.0,7575,10th Pass
1912,1912,1912,GE,14,13,2007,,8,sudhachoudhary,jharkhand,palamu,F,SP,9887,,676950,1366537,49.54,1.46,2966,0.44,7425,
5012,5012,5012,GE,14,49,2007,,4,sudhakarchamar,uttar_pradesh,robertsganj,M,INC,54987,,769641,1579700,48.72,7.14,27455,3.57,3482,
5751,5751,5751,GE,14,21,2004,4.0,1,sudhangshuseal,west_bengal,calcutta_north_west,M,CPM,151772,GEN,360117,609204,59.11,42.15,43004,11.94,14635,
4853,4853,4853,GE,14,40,2004,4.0,3,sudharai,uttar_pradesh,ghosi,F,INC,136794,GEN,721582,1427284,50.56,18.96,82810,11.48,3482,Post Graduate
3696,3696,3696,GE,14,2,2004,4.0,19,sudharsanms,tamil_nadu,madras_central,M,IND,281,SC,512820,1045260,49.06,0.05,12,0.0,10809,
5218,5218,5218,GE,14,62,2004,4.0,3,sudheendrabhadaurya,uttar_pradesh,etawah,M,BSP,130043,GEN,703946,1264620,55.66,18.47,120561,17.13,16651,Post Graduate
5756,5756,5756,GE,14,21,2004,4.0,6,sudhirkrbishram,west_bengal,calcutta_north_west,M,IND,2201,SC,360117,609204,59.11,0.61,29,0.01,10809,
4749,4749,4749,GE,14,32,2008,,13,sudhirkumar,uttar_pradesh,khalilabad,M,IND,3366,,582383,1470017,39.62,0.58,80,0.01,10809,
4326,4326,4326,GE,14,7,2004,4.0,3,sudhirkumarmaurya,uttar_pradesh,aonla,M,BSP,142198,GEN,536458,1145865,46.82,26.51,94225,17.56,16651,Graduate
5423,5423,5423,GE,14,76,2004,4.0,9,sudhirkumarpanwaradvocate,uttar_pradesh,meerut,M,RSBP,1245,GEN,697484,1329974,52.44,0.18,6,0.0,12378,
2683,2683,2683,GE,14,1,2004,4.0,2,sudhirsawant,maharashtra,rajapur,M,INC,183102,GEN,480535,835714,57.5,38.1,170486,35.48,3482,Post Graduate
5754,5754,5754,GE,14,21,2004,4.0,4,sudipbandyopadhyay,west_bengal,calcutta_north_west,M,IND,3450,GEN,360117,609204,59.11,0.96,784,0.22,10809,
3489,3489,3489,GE,14,3,2004,4.0,5,sufisultan,rajasthan,churu,M,IND,8594,GEN,833976,1371821,60.79,1.03,3448,0.41,10809,
1471,1471,1471,GE,14,4,2004,4.0,4,sugangupta,haryana,sonepat,M,BSP,37185,GEN,737119,1138771,64.73,5.04,16059,2.18,16651,10th Pass
3890,3890,3890,GE,14,14,2004,4.0,1,sugavanameg,tamil_nadu,krishnagiri,M,DMK,403297,GEN,738737,1252580,58.98,54.59,119222,16.14,10192,Others
3252,3252,3252,GE,14,15,2004,4.0,1,sugribsingh,odisha,phulbani,M,BJD,337951,SC,787293,1183731,66.51,42.93,19272,2.45,9079,Graduate
2700,2700,2700,GE,14,4,2004,4.0,5,suhaildilnawaz,maharashtra,mumbai_south,M,JP,1693,GEN,274358,620431,44.22,0.62,1003,0.37,4406,Literate
5720,5720,5720,GE,14,18,2004,4.0,1,sujanchakraborty,west_bengal,jadavpur,M,CPM,505396,GEN,1022315,1354946,75.45,49.44,89668,8.77,14635,Doctorate
803,803,803,GE,14,29,2004,4.0,6,sujaykumarbhanu,bihar,monghyr,M,IND,4458,SC,838216,1310042,63.98,0.53,699,0.08,10809,Graduate
5689,5689,5689,GE,14,14,2004,4.0,2,sujitbose,west_bengal,basirhat,M,AITC,280521,GEN,907585,1107129,81.98,30.91,170892,18.83,18228,10th Pass
5778,5778,5778,GE,14,23,2004,4.0,4,sujitkumarroy,west_bengal,calcutta_south,M,IND,4782,GEN,772742,1096709,70.46,0.62,351,0.05,10809,Others
1844,1844,1844,GE,14,9,2004,4.0,14,sujitsingh,jharkhand,jamshedpur,M,LJNSP,2377,GEN,776519,1372125,56.59,0.31,279,0.04,5029,
703,703,703,GE,14,22,2004,4.0,1,sukdeopaswan,bihar,araria,M,BJP,216677,SC,652439,1184962,55.06,33.21,27744,4.25,1605,10th Pass
3343,3343,3343,GE,14,3,2004,4.0,2,sukhbindersinghsukhsarkaria,punjab,tarn_taran,M,INC,308252,GEN,717375,1173431,61.13,42.97,293162,40.87,3482,Graduate
3445,3445,3445,GE,14,12,2004,4.0,8,sukhbirsingh,punjab,faridkot,M,IND,2735,GEN,893144,1262934,70.72,0.31,1060,0.12,10809,12th Pass
3438,3438,3438,GE,14,12,2004,4.0,1,sukhbirsinghbadal,punjab,faridkot,M,SAD,475928,GEN,893144,1262934,70.72,53.29,135279,15.15,16994,Post Graduate
3313,3313,3313,GE,14,1,2004,4.0,2,sukhbunskaurbhinder,punjab,gurdaspur,F,INC,362629,GEN,785834,1210260,64.93,46.15,345978,44.03,3482,Graduate
1881,1881,1881,GE,14,12,2004,4.0,4,sukhdeolohra,jharkhand,lohardaga,M,IND,9691,ST,466464,906666,51.45,2.08,2569,0.55,10809,
1789,1789,1789,GE,14,6,2004,4.0,9,sukhdeomahto,jharkhand,giridih,M,RLD,4229,GEN,714378,1312691,54.42,0.59,448,0.06,12169,
3601,3601,3601,GE,14,18,2004,4.0,4,sukhdeomenaria,rajasthan,udaipur,M,IND,15582,GEN,759698,1363337,55.72,2.05,8599,1.13,10809,10th Pass
2550,2550,2550,GE,14,17,2008,,2,sukhdeopanse,madhya_pradesh,betul,M,INC,265234,,656051,1090804,60.14,40.43,242183,36.92,3482,
3425,3425,3425,GE,14,10,2004,4.0,9,sukhdevsingh,punjab,sangrur,M,IND,2449,SC,836818,1214485,68.9,0.29,403,0.05,10809,
3421,3421,3421,GE,14,10,2004,4.0,5,sukhdevsinghbari,punjab,sangrur,M,IND,14289,GEN,836818,1214485,68.9,1.71,5417,0.65,10809,
3417,3417,3417,GE,14,10,2004,4.0,1,sukhdevsinghdhindsa,punjab,sangrur,M,SAD,286828,GEN,836818,1214485,68.9,34.28,27277,3.26,16994,Graduate
3377,3377,3377,GE,14,7,2004,4.0,1,sukhdevsinghlibra,punjab,ropar,M,SAD,347631,SC,790221,1345244,58.74,43.99,33637,4.26,16994,10th Pass
3350,3350,3350,GE,14,3,2004,4.0,9,sukhjindersingh,punjab,tarn_taran,M,IND,1095,GEN,717375,1173431,61.13,0.15,0,0.0,10809,
2346,2346,2346,GE,14,3,2004,4.0,3,sukhlalkushwah,madhya_pradesh,gwalior,M,RSMD,40639,GEN,564692,1381464,40.88,7.2,10234,1.81,6825,Graduate
1716,1716,1716,GE,14,1,2004,4.0,6,sukhlalsoren,jharkhand,rajmahal,M,IND,9908,ST,691123,1072040,64.47,1.43,2520,0.36,10809,
5468,5468,5468,GE,14,79,2004,4.0,11,sukhmal,uttar_pradesh,kairana,M,IND,851,GEN,816726,1220829,66.9,0.1,59,0.01,10809,
4399,4399,4399,GE,14,11,2004,4.0,9,sukhrajiyadevialiassukhrani,uttar_pradesh,kheri,F,IND,5060,SC,706718,1437563,49.16,0.72,1833,0.26,10809,
1861,1861,1861,GE,14,10,2004,4.0,3,sukhramoraon,jharkhand,singhbhum,M,AJSU,72623,ST,520155,919728,56.56,13.96,39813,7.65,8958,10th Pass
1053,1053,1053,GE,14,8,2004,4.0,5,sukhranjanusendi,chhattisgarh,kanker,M,CPM,16479,ST,553888,1152128,48.08,2.98,543,0.1,14635,Graduate
5699,5699,5699,GE,14,15,2004,4.0,4,sukritiranjanbiswas,west_bengal,joynagar,M,RPI,21711,SC,806334,1136859,70.93,2.69,7371,0.91,6911,Graduate
5608,5608,5608,GE,14,5,2004,4.0,7,sukumalbiswas,west_bengal,raiganj,M,IND,9624,SC,917582,1147290,79.98,1.05,2587,0.28,10809,
2126,2126,2126,GE,14,1,2004,4.0,5,sukumaran,kerala,kasaragod,M,BSP,5947,ST,901603,1160134,77.72,0.66,1295,0.14,16651,
5811,5811,5811,GE,14,26,2004,4.0,4,sukumarmalik,west_bengal,serampore,M,IND,9808,SC,946248,1285398,73.62,1.04,3436,0.36,10809,10th Pass
3654,3654,3654,GE,14,1,2004,4.0,2,sukumarnambiarmn,tamil_nadu,madras_north,M,BJP,316583,GEN,915865,2000866,45.77,34.57,312071,34.07,1605,Post Graduate
4178,4178,4178,GE,14,36,2004,4.0,11,sulaimansaitalima,tamil_nadu,tirunelveli,M,IND,1355,GEN,633782,1086290,58.34,0.21,387,0.06,10809,
5120,5120,5120,GE,14,55,2004,4.0,10,sultan,uttar_pradesh,banda,M,ASP,3192,GEN,526335,1283915,40.99,0.61,12,0.0,9011,
5788,5788,5788,GE,14,24,2004,4.0,3,sultansingh,west_bengal,howrah,M,INC,152100,GEN,911632,1240427,73.49,16.68,146312,16.05,3482,Graduate
1041,1041,1041,GE,14,7,2004,4.0,3,sultansinghsatnam,chhattisgarh,mahasamund,M,IND,20836,GEN,771432,1169419,65.97,2.7,8829,1.14,10809,Not Given
5470,5470,5470,GE,14,79,2004,4.0,13,sumanch,uttar_pradesh,kairana,M,IND,763,GEN,816726,1220829,66.9,0.09,23,0.0,10809,
1847,1847,1847,GE,14,9,2007,,1,sumanmahatoe,jharkhand,jamshedpur,F,JMM,293003,GEN,641038,1396230,45.91,45.71,58814,9.17,4653,
4389,4389,4389,GE,14,10,2004,4.0,25,sumatranjan,uttar_pradesh,shahjahanpur,M,IND,603,SC,633853,1240983,51.08,0.1,119,0.02,10809,
2064,2064,2064,GE,14,20,2004,4.0,5,sumeshkumar,karnataka,chikmagalur,M,KNDP,10414,GEN,819254,1121327,73.06,1.27,4539,0.55,4775,Graduate
410,410,410,GE,14,7,2004,4.0,6,sumitradas,assam,gauhati,F,IND,11240,GEN,881775,1441360,61.18,1.27,8151,0.92,10809,10th Pass
1131,1131,1131,GE,14,2,2004,4.0,8,sumitrakundu,delhi,south_delhi,F,IND,412,GEN,478876,1018862,47.0,0.09,40,0.01,10809,Graduate
2646,2646,2646,GE,14,26,2004,4.0,1,sumitramahajan,madhya_pradesh,indore,F,BJP,508107,GEN,854503,1678030,50.92,59.46,193936,22.7,1605,Post Graduate
1104,1104,1104,GE,14,1,2004,4.0,9,sumitraramjipatel,dadra_and_nagar_haveli,dadra_and_nagar_haveli,F,SP,941,ST,84703,122681,69.04,1.11,216,0.26,7425,
4071,4071,4071,GE,14,28,2004,4.0,2,sundaramdrm,tamil_nadu,perambalur,M,ADMK,236375,SC,707028,999508,70.74,33.43,189334,26.78,930,
5321,5321,5321,GE,14,69,2004,4.0,8,sundarbabuchanchal,uttar_pradesh,agra,M,IND,1991,SC,642719,1430713,44.92,0.31,148,0.02,10809,
1054,1054,1054,GE,14,8,2004,4.0,6,sundarlalnetam,chhattisgarh,kanker,M,CSP,15936,ST,553888,1152128,48.08,2.88,0,0.0,2146,Graduate
2432,2432,2432,GE,14,9,2004,4.0,3,sundarlaltiwari,madhya_pradesh,rewa,M,INC,145907,GEN,630747,1461014,43.17,23.13,127986,20.29,3482,Post Graduate
5319,5319,5319,GE,14,69,2004,4.0,6,sundarsingh,uttar_pradesh,agra,M,IND,3897,SC,642719,1430713,44.92,0.61,1664,0.26,10809,
5523,5523,5523,GE,14,1,2007,,9,sunderlal,uttarakhand,tehrigharwal,M,VVS,8148,,860264,1413822,60.85,0.95,2196,0.26,8512,
4539,4539,4539,GE,14,19,2006,,5,sunderlal,uttar_pradesh,raebareilly,M,IND,6780,,590025,1362461,43.31,1.15,579,0.1,10809,
3589,3589,3589,GE,14,16,2004,4.0,5,sunderlalparmar,rajasthan,banswara,M,BSP,17841,ST,666098,1373808,48.49,2.68,6757,1.01,16651,
5513,5513,5513,GE,14,1,2004,4.0,11,sundeyshwarkumarsahni,uttarakhand,tehri_garhwal,M,SAP,1416,GEN,561428,1292454,43.44,0.25,124,0.02,7575,
2422,2422,2422,GE,14,8,2004,4.0,6,sunil,madhya_pradesh,satna,M,IND,17957,GEN,610602,1324818,46.09,2.94,12971,2.12,10809,
4444,4444,4444,GE,14,14,2004,4.0,7,sunila,uttar_pradesh,misrikh,F,CPI(ML)(L),4051,SC,550849,1234107,44.64,0.74,11,0.0,2472,
1154,1154,1154,GE,14,3,2004,4.0,15,sunilanand,delhi,outer_delhi,M,IND,867,GEN,1553849,3368399,46.13,0.06,34,0.0,10809,
1802,1802,1802,GE,14,7,2004,4.0,10,sunilbauri,jharkhand,dhanbad,M,IND,7670,SC,941478,1749456,53.82,0.81,173,0.02,10809,
770,770,770,GE,14,27,2004,4.0,5,sunilchoudhary,bihar,bhagalpur,M,IND,12202,GEN,757287,1388037,54.56,1.61,3477,0.46,10809,Graduate
2732,2732,2732,GE,14,8,2004,4.0,1,sunildutt,maharashtra,mumbai_north_west,M,INC,385755,GEN,747687,1515745,49.33,51.59,47358,6.33,3482,Graduate
1440,1440,1440,GE,14,2,2004,4.0,8,sunilgupta,haryana,kurukshetra,M,IND,7381,GEN,850858,1161933,73.23,0.87,3911,0.46,10809,10th Pass
5891,5891,5891,GE,14,37,2004,4.0,1,sunilkhan,west_bengal,durgapur,M,CPM,505250,SC,847616,1150939,73.65,59.61,277508,32.74,14635,Graduate
1576,1576,1576,GE,14,9,2004,4.0,6,sunilkumar,haryana,hissar,M,IND,9686,GEN,769851,1136762,67.72,1.26,4769,0.62,10809,10th Pass
1426,1426,1426,GE,14,1,2004,4.0,7,sunilkumar,haryana,ambala,M,IND,9574,SC,847725,1199338,70.68,1.13,2250,0.27,10809,10th Pass
752,752,752,GE,14,25,2004,4.0,12,sunilkumarchoudhary,bihar,katihar,M,IND,1905,GEN,704449,1158042,60.83,0.27,54,0.01,10809,10th Pass
847,847,847,GE,14,32,2004,4.0,11,sunilkumarchoudharynishad,bihar,patna,M,IND,1802,GEN,901616,1741220,51.78,0.2,426,0.05,10809,Not Given
1831,1831,1831,GE,14,9,2004,4.0,1,sunilkumarmahato,jharkhand,jamshedpur,M,JMM,396056,GEN,776519,1372125,56.59,51.0,105633,13.6,4653,Graduate
5656,5656,5656,GE,14,10,2004,4.0,6,sunilkumarmondal,west_bengal,berhampore,M,BSP,5643,GEN,991515,1220502,81.24,0.57,1845,0.19,16651,Others
854,854,854,GE,14,32,2004,4.0,18,sunilkumarsingh,bihar,patna,M,RLD,1039,GEN,901616,1741220,51.78,0.12,127,0.01,12169,Graduate
5901,5901,5901,GE,14,38,2004,4.0,4,sunilmukherjee,west_bengal,asansol,M,IND,12552,GEN,725198,1092141,66.4,1.73,3722,0.51,10809,10th Pass
4748,4748,4748,GE,14,32,2008,,12,sunilpandey,uttar_pradesh,khalilabad,M,IND,3494,,582383,1470017,39.62,0.6,128,0.02,10809,
5208,5208,5208,GE,14,61,2004,4.0,9,sunilpatel,uttar_pradesh,kanpur,M,AD,957,GEN,618721,1427231,43.35,0.15,12,0.0,954,
1334,1334,1334,GE,14,11,2004,4.0,3,sunilshah,gujarat,gandhinagar,M,IND,8412,GEN,845576,2126829,39.76,0.99,17,0.0,10809,
5039,5039,5039,GE,14,50,2007,,7,sunilshastri,uttar_pradesh,mirzapur,M,JJJKMC,15514,,687838,1612444,42.66,2.26,4686,0.68,4030,
600,600,600,GE,14,12,2004,4.0,6,sunilsingh,bihar,sheohar,M,IND,5107,GEN,666398,1214428,54.87,0.77,1295,0.19,10809,Graduate
2518,2518,2518,GE,14,16,2004,4.0,5,sunilyuvnati,madhya_pradesh,chhindwara,M,IND,9234,ST,754637,1145107,65.9,1.22,422,0.06,10809,
3600,3600,3600,GE,14,18,2004,4.0,3,sunitasinghgujar,rajasthan,udaipur,F,BSP,15890,GEN,759698,1363337,55.72,2.09,308,0.04,16651,Not Given
4431,4431,4431,GE,14,13,2004,4.0,10,sunitkumar,uttar_pradesh,sitapur,M,IND,1959,GEN,596569,1292685,46.15,0.33,8,0.0,10809,
467,467,467,GE,14,14,2004,4.0,9,sunmonidas,assam,lakhimpur,M,LJNSP,2948,SC,800020,1126632,71.01,0.37,62,0.01,5029,Post Graduate
5146,5146,5146,GE,14,57,2004,4.0,8,sunuurfsunwa,uttar_pradesh,jhansi,M,IND,7578,SC,819646,1526320,53.7,0.92,3848,0.47,10809,
4241,4241,4241,GE,14,1,2004,4.0,6,surajkumar,uttar_pradesh,bijnor,M,MUL,6634,SC,705737,1355437,52.07,0.94,962,0.14,5501,
1731,1731,1731,GE,14,3,2004,4.0,3,surajmandal,jharkhand,godda,M,JD(U),43837,GEN,831356,1338939,62.09,5.27,20962,2.52,11002,12th Pass
661,661,661,GE,14,19,2004,4.0,1,surajsingh,bihar,balia,M,LJNSP,233869,GEN,632343,1181597,53.52,36.98,76227,12.05,5029,Literate
1675,1675,1675,GE,14,5,2004,4.0,11,suramchand,jammu_and_kashmir,udhampur,M,IND,2349,GEN,608074,1348721,45.09,0.39,170,0.03,10809,
5445,5445,5445,GE,14,78,2004,4.0,3,suratsinghverma,uttar_pradesh,muzaffarnagar,M,BSP,182290,GEN,862408,1521778,56.67,21.14,77113,8.94,16651,12th Pass
327,327,327,GE,14,41,2004,4.0,1,suravaramsudhakarreddy,andhra_pradesh,nalgonda,M,CPI,479511,GEN,1047866,1605163,65.28,45.76,56151,5.36,2444,Graduate Professional
955,955,955,GE,14,40,2004,4.0,6,surbalakrishna,bihar,gaya,F,IND,4014,SC,883403,1436323,61.5,0.45,2095,0.24,10809,Graduate
