,Unnamed: 0,Sno,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year
4000,4000,4001,sirajabdullakauchali,BBM,0,8th Pass,60,4130250.0,700000,0,maharashtra,ratnagiri_sindhudurg,2009
6237,6237,6238,sirajahamad,IND,0,Not Given,26,224000.0,0,0,uttar_pradesh,domariyaganj,2009
615,615,616,sirajuddinajmal,AUDF,0,12th Pass,52,405028398.0,0,0,assam,kaliabor,2009
672,672,673,sirajuddinajmal,AUDF,0,12th Pass,52,405028596.0,0,0,assam,nowgong,2009
316,316,317,sirigirimannem,IND,0,Graduate,36,250000.0,0,0,andhra_pradesh,nagarkurnool,2009
116,116,117,sirikisrinivas,RDMP,0,Post Graduate,32,5000.0,0,0,andhra_pradesh,eluru,2009
85,85,86,sirupangiramulu,IND,1,5th Pass,55,1505000.0,0,0,andhra_pradesh,bhongir,2009
5028,5028,5029,sitadevi,BHBP,0,Literate,41,1077795.0,0,0,rajasthan,sikar,2009
626,626,627,sitalprasaddusad,IND,0,5th Pass,55,20000.0,0,0,assam,karimganj,2009
7238,7238,7239,sitaram,IND,0,Not Given,42,,0,0,uttarakhand,nainital-udhamsingh_nagar,2009
2014,2014,2015,sitaram,INLD,0,Graduate Professional,41,17609841.0,2900000,0,haryana,sirsa,2009
4837,4837,4838,sitaram,BSP,0,Post Graduate,33,892918.0,0,0,rajasthan,ganganagar,2009
4795,4795,4796,sitaramgujhar,IND,0,5th Pass,45,37000.0,0,0,rajasthan,chittorgarh,2009
4838,4838,4839,sitarammorya,IND,0,10th Pass,64,1200000.0,0,0,rajasthan,ganganagar,2009
6129,6129,6130,sitaramnishad,JPS,0,Not Given,63,121000.0,0,0,uttar_pradesh,basti,2009
1186,1186,1187,sitaramsingh,RJD,0,Graduate,60,6937000.0,0,0,bihar,sheohar,2009
1195,1195,1196,sitaramyadav,RJD,3,Graduate Professional,61,9440339.0,834173,0,bihar,sitamarhi,2009
4861,4861,4862,sitarmabairwa,IND,0,10th Pass,52,1995300.0,65000,0,rajasthan,jaipur,2009
4881,4881,4882,sitarmabunkar,IND,0,10th Pass,40,1030000.0,0,0,rajasthan,jaipur_rural,2009
5757,5757,5758,sivadevann,IND,1,12th Pass,28,300000.0,0,0,tamil_nadu,tiruvannamalai,2009
5365,5365,5366,sivakami,BSP,0,Post Graduate,53,29531700.0,0,0,tamil_nadu,kanniyakumari,2009
5524,5524,5525,sivakumarjkritheeshk,DMK,2,Graduate,36,122820653.0,4000000,1,tamil_nadu,ramanathapuram,2009
5713,5713,5714,sivakumarm,BJP,0,Not Given,31,,0,0,tamil_nadu,tiruppur,2009
5814,5814,5815,sivakumarma,IND,0,12th Pass,29,93000.0,0,0,tamil_nadu,virudhunagar,2009
5714,5714,5715,sivakumarn,UMK,0,Not Given,30,,0,0,tamil_nadu,tiruppur,2009
5366,5366,5367,sivakumars,IND,0,Not Given,38,400000.0,0,0,tamil_nadu,kanniyakumari,2009
5629,5629,5630,sivakumars,IND,0,10th Pass,31,1320000.0,150000,0,tamil_nadu,thanjavur,2009
5118,5118,5119,sivakumars,IND,0,Post Graduate,58,3835119.0,217974,0,tamil_nadu,chennai_central,2009
5413,5413,5414,sivakumart,IND,0,Graduate,35,235000.0,0,0,tamil_nadu,madurai,2009
5149,5149,5150,sivakumarv,IND,0,Others,45,,0,0,tamil_nadu,chennai_north,2009
5343,5343,5344,sivalingamd,IND,0,8th Pass,43,507000.0,0,0,tamil_nadu,kancheepuram,2009
5255,5255,5256,sivank,IND,0,12th Pass,37,80000.0,0,0,tamil_nadu,dharmapuri,2009
5815,5815,5816,sivanmanip,IND,0,10th Pass,33,225000.0,0,0,tamil_nadu,virudhunagar,2009
5480,5480,5481,sivarajp,IND,0,Graduate,27,1700000.0,25000,0,tamil_nadu,nilgiris,2009
5230,5230,5231,sivarajv,IND,0,Graduate,40,15320000.0,9515000,0,tamil_nadu,coimbatore,2009
5323,5323,5324,sivaramang,IND,0,Post Graduate,33,101500.0,0,0,tamil_nadu,kallakurichi,2009
5709,5709,5710,sivasamic,ADMK,3,Post Graduate,51,51892954.0,0,1,tamil_nadu,tiruppur,2009
5394,5394,5395,sivasamyp,IND,0,Graduate,26,20000.0,0,0,tamil_nadu,karur,2009
5344,5344,5345,sivasankarana,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,Others,47,11500.0,100000,0,tamil_nadu,kancheepuram,2009
5296,5296,5297,sivasankars,IND,0,Not Given,27,50000.0,0,0,tamil_nadu,erode,2009
5044,5044,5045,sivsingh,IND,0,Graduate,51,14589000.0,0,0,rajasthan,tonk-sawai_madhopur,2009
4321,4321,4322,siyanandmandal,IND,0,10th Pass,43,51026.0,0,0,national_capital_territory_of_delhi,south_delhi,2009
6266,6266,6267,siyaram,RBCP,0,10th Pass,55,1431000.0,0,0,uttar_pradesh,etawah,2009
1420,1420,1421,siyaramdhritlahare,IND,0,Others,34,425000.0,0,0,chhattisgarh,raipur,2009
873,873,874,siyaramprasad,IND,0,10th Pass,40,637000.0,0,0,bihar,jahanabad,2009
7516,7516,7517,skdaulathossain,NCP,0,8th Pass,52,1828000.0,0,0,west_bengal,krishnanagar,2009
7401,7401,7402,sknasiruddin,SP,0,8th Pass,39,520000.0,0,0,west_bengal,diamond_harbour,2009
7343,7343,7344,sknurulislam,AITC,0,12th Pass,46,1155500.0,807500,1,west_bengal,basirhat,2009
2350,2350,2351,skodandaram,IND,0,5th Pass,50,223789.0,0,0,karnataka,bangalore_central,2009
493,493,494,skrishnamurthy,IND,0,Graduate,46,899000.0,2990000,0,andhra_pradesh,vijayawada,2009
7326,7326,7327,sksaidulhaque,CPM,0,Post Graduate,55,2414520.0,128172,1,west_bengal,bardhaman-durgapur,2009
1286,1286,1287,sksuri,IND,0,Post Graduate,67,12096777.0,5130000,0,chandigarh,chandigarh,2009
420,420,421,slaxmaiah,IND,0,10th Pass,41,350000.0,50000,0,andhra_pradesh,peddapalle,2009
97,97,98,smallareddy,IND,0,5th Pass,43,2823736.0,0,0,andhra_pradesh,chevella,2009
2351,2351,2352,smkrishna,BPJP,0,10th Pass,44,300000.0,0,0,karnataka,bangalore_central,2009
348,348,349,smohammedismail,BSP,0,12th Pass,39,395000.0,0,0,andhra_pradesh,nandyal,2009
2381,2381,2382,smraju,IND,0,Graduate,52,,0,0,karnataka,bangalore_north,2009
4862,4862,4863,smtbhanwarkanwarrajawat,IND,0,Graduate,43,6765000.0,500000,0,rajasthan,jaipur,2009
9,9,10,smtirsumabharathy,NCP,1,Graduate,44,73000.0,0,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009
627,627,628,smtmalatiroy,IND,0,8th Pass,42,728800.0,0,0,assam,karimganj,2009
1354,1354,1355,smtphoolodevinetam,INC,0,8th Pass,35,3454127.0,1013494,0,chhattisgarh,kanker,2009
2705,2705,2706,smtradha,CPI,0,12th Pass,49,1862000.0,0,0,karnataka,udupi_chikmagalur,2009
1421,1421,1422,smtsusilbaibanjare,IND,0,Not Given,36,105000.0,0,0,chhattisgarh,raipur,2009
6297,6297,6298,smtveena,IND,0,Graduate,54,98000.0,0,0,uttar_pradesh,farrukhabad,2009
137,137,138,smuskinvali,PPOI,0,Not Given,26,50000.0,0,0,andhra_pradesh,hindupur,2009
2215,2215,2216,snehlatadevi,IND,0,Not Given,49,,0,0,jharkhand,hazaribagh,2009
4730,4730,4731,snehra,SP,0,Graduate,74,3648362.0,0,0,rajasthan,alwar,2009
2352,2352,2353,snsharma,IND,0,Graduate,67,12950000.0,819000,0,karnataka,bangalore_central,2009
724,724,725,sobhnathsingh,IND,0,12th Pass,39,24432.0,0,0,bihar,arrah,2009
1170,1170,1171,sohailakthar,BMF,0,12th Pass,33,1296.0,0,0,bihar,saran,2009
6731,6731,6732,sohan,IND,3,Not Given,46,685000.0,866956,0,uttar_pradesh,machhlishahr,2009
6178,6178,6179,sohanpal,NLHP,0,Literate,45,50000.0,0,0,uttar_pradesh,bulandshahr,2009
1344,1344,1345,sohanpotai,BJP,0,Post Graduate,49,8261296.0,0,1,chhattisgarh,kanker,2009
4692,4692,4693,sohansingh,IND,0,Not Given,57,773000.0,0,0,punjab,patiala,2009
577,577,578,solemanali,IND,0,Graduate,45,540879.0,0,0,assam,dhubri,2009
1801,1801,1802,somabhaigandabhaikolipatel,INC,0,5th Pass,68,18618718.0,0,1,gujarat,surendranagar,2009
530,530,531,somaiahganapuram,IND,0,5th Pass,41,15000.0,0,0,andhra_pradesh,warangal,2009
7392,7392,7393,somendranathmitra,AITC,0,Graduate Professional,68,14730832.0,157500,1,west_bengal,diamond_harbour,2009
1609,1609,1610,somjibhaipunjabhaidamor,BJP,0,Graduate,70,9871511.0,0,0,gujarat,dahod,2009
3838,3838,3839,somkuwarvijaysitaram,Ambedkarist Republican Party,0,Not Given,41,160000.0,0,0,maharashtra,nagpur,2009
2286,2286,2287,sommarandi,JVM(P),0,Graduate,44,5386000.0,300000,0,jharkhand,rajmahal,2009
2066,2066,2067,somnath,BSP,0,8th Pass,51,19070000.0,600000,0,himachal_pradesh,shimla,2009
1447,1447,1448,somnathbhagat,LJP,0,12th Pass,46,790000.0,0,0,chhattisgarh,surguja,2009
6031,6031,6032,sompal,INC,0,Post Graduate,71,31233551.0,0,0,uttar_pradesh,baghpat,2009
4617,4617,4618,somparkash,BJP,0,Post Graduate,60,23337577.0,0,0,punjab,hoshiarpur,2009
1563,1563,1564,sonabenbhikhubhaipatel,CPI,0,Literate,73,302000.0,0,0,gujarat,bardoli,2009
599,599,600,sonaborali,AUDF,0,Post Graduate,58,3028500.0,0,0,assam,gauhati,2009
646,646,647,sonamonidas,LJP,0,Post Graduate,39,88200.0,0,0,assam,lakhimpur,2009
3544,3544,3545,sonawanepandituttamrao,IND,0,Not Given,42,40000.0,0,0,maharashtra,dhule,2009
3530,3530,3531,sonawanepratapnarayanrao,BJP,0,Graduate Professional,60,142157029.0,6581693,1,maharashtra,dhule,2009
1196,1196,1197,sonelalsah,IND,0,8th Pass,61,1455000.0,0,0,bihar,sitamarhi,2009
6972,6972,6973,soniagandhi,INC,0,Others,62,13794768.0,0,1,uttar_pradesh,rae_bareli,2009
6376,6376,6377,soniasharma,IND,0,Graduate,33,1951000.0,0,0,uttar_pradesh,gautam_budhha_nagar,2009
685,685,686,sontoshmohandev,INC,0,Graduate,75,101108377.0,0,0,assam,silchar,2009
3614,3614,3615,sonwaneashokvitthal,IND,0,Graduate,45,375000.0,35000,0,maharashtra,jalna,2009
2725,2725,2726,sonyjkalyanakumar,IND,0,Graduate,51,37736833.0,4409757,0,kerala,alappuzha,2009
2852,2852,2853,sooranadsukumaran,IND,0,Not Given,60,800000.0,0,0,kerala,mavelikkara,2009
3676,3676,3677,sounagmanikisanjakkan,IND,0,Literate,45,20000.0,0,0,maharashtra,madha,2009
5630,5630,5631,sozhamannarkanakarajak,IND,0,Post Graduate,63,15000.0,0,0,tamil_nadu,thanjavur,2009
382,382,383,spadmanageswararao,BSP,0,Not Given,59,2750000.0,0,0,andhra_pradesh,nellore,2009
2672,2672,2673,spakkirappa,BJP,1,5th Pass,51,7736230.0,0,1,karnataka,raichur,2009
2821,2821,2822,spencermarks,BSP,0,Graduate Professional,39,10000.0,0,0,kerala,kottayam,2009
315,315,316,spferryroy,IND,0,Graduate,27,210000.0,0,0,andhra_pradesh,nagarkurnool,2009
2697,2697,2698,spmuddahanumegowda,JD(S),0,Graduate,55,9896116.0,194997,0,karnataka,tumkur,2009
2804,2804,2805,spradeepkumar,IND,0,Not Given,30,105000.0,0,0,kerala,kollam,2009
334,334,335,spyreddy,INC,1,Graduate Professional,59,92821000.0,0,1,andhra_pradesh,nandyal,2009
2805,2805,2806,sradhakrishn,IND,2,10th Pass,47,570780.0,0,0,kerala,kollam,2009
4354,4354,4355,sradhanjalipradhan,BSP,2,Graduate,40,1041723.0,0,0,orissa,balasore,2009
175,175,176,sraja,IND,0,12th Pass,46,335000.0,0,0,andhra_pradesh,kadapa,2009
4882,4882,4883,sravanlalyadav,RBD,0,Graduate,39,4116000.0,0,0,rajasthan,jaipur_rural,2009
874,874,875,srawankumar,LM,0,Not Given,32,25000.0,0,0,bihar,jahanabad,2009
6716,6716,6717,srdarapuri,IND,0,Graduate,65,4684000.0,2745,0,uttar_pradesh,lucknow,2009
2778,2778,2779,sreenagarirajan,BJP,1,12th Pass,49,1500000.0,0,0,kerala,idukki,2009
2746,2746,2747,sreenath,IND,0,12th Pass,53,402000.0,200010,0,kerala,attingal,2009
4366,4366,4367,sriaraghunathvarma,IND,0,Post Graduate,71,465527.0,60000,0,orissa,berhampur,2009
4367,4367,4368,sribharatpaik,BJP,0,Graduate Professional,50,447723.0,0,0,orissa,berhampur,2009
4368,4368,4369,srichandrasekharsahu,INC,0,Graduate Professional,58,8216047.0,274913,0,orissa,berhampur,2009
5119,5119,5120,sridhars,IND,0,5th Pass,34,127000.0,0,0,tamil_nadu,chennai_central,2009
585,585,586,srigongaramkaul,CPI(ML)(L),0,Graduate,39,3405.0,19,0,assam,dibrugarh,2009
2699,2699,2700,srigowrishankaraswamigalu,SP,0,Graduate,63,4017500.0,0,0,karnataka,tumkur,2009
4346,4346,4347,srikantakumarjena,INC,0,Graduate,58,5979551.0,862820,1,orissa,balasore,2009
4369,4369,4370,srikishorechandramaharana,IND,0,Doctorate,61,4173000.0,230000,0,orissa,berhampur,2009
317,317,318,srinivas,IND,0,12th Pass,35,,0,0,andhra_pradesh,nagarkurnool,2009
5273,5273,5274,srinivasababum,BSP,0,Graduate,31,91600.0,0,0,tamil_nadu,dindigul,2009
5077,5077,5078,srinivasank,LJP,0,Not Given,32,,0,0,tamil_nadu,arakkonam,2009
5395,5395,5396,srinivasanl,IND,0,Graduate,41,685878.0,0,0,tamil_nadu,karur,2009
5502,5502,5503,srinivasanv,MMKA,0,Post Graduate,65,2946000.0,0,0,tamil_nadu,perambalur,2009
5188,5188,5189,srinivasanvr,IND,0,12th Pass,72,50000.0,0,0,tamil_nadu,chennai_south,2009
2627,2627,2628,srinivasap,IND,0,Graduate Professional,42,250000.0,0,0,karnataka,kolar,2009
123,123,124,srinivasaraothotakura,Ajeya Bharat Party,0,Graduate Professional,34,,0,0,andhra_pradesh,guntur,2009
364,364,365,srinivasareddykesari,IND,0,12th Pass,40,240000.0,549061,0,andhra_pradesh,narasaraopet,2009
469,469,470,srinivasasudhishrambhotla,TDP,0,Graduate Professional,40,178833380.0,0,0,andhra_pradesh,secunderabad,2009
2628,2628,2629,srinivasato,IND,0,Graduate,37,,0,0,karnataka,kolar,2009
2706,2706,2707,srinivaspoojary,IND,0,5th Pass,51,2840000.0,1750000,0,karnataka,udupi_chikmagalur,2009
579,579,580,sripabansinghghatowar,INC,0,Graduate,61,9797014.0,0,1,assam,dibrugarh,2009
6987,6987,6988,sripal,IND,0,Post Graduate,45,152000.0,0,0,uttar_pradesh,rae_bareli,2009
6611,6611,6612,sriprakashjaiswal,INC,0,12th Pass,64,30767980.0,0,1,uttar_pradesh,kanpur,2009
7051,7051,7052,sriram,CPI(ML)(L),0,Post Graduate,50,100000.0,0,0,uttar_pradesh,salempur,2009
5256,5256,5257,sriramachandran,IND,0,10th Pass,28,85500.0,0,0,tamil_nadu,dharmapuri,2009
5941,5941,5942,sriramambesh,IND,0,Post Graduate,61,372400.0,0,0,uttar_pradesh,ambedkar_nagar,2009
586,586,587,sriratulgogoi,CPI,0,Graduate,31,20500.0,0,0,assam,dibrugarh,2009
587,587,588,sriromenchborthakur,NCP,0,Graduate Professional,48,17715553.0,700000,0,assam,dibrugarh,2009
588,588,589,srisarbanandasonowal,AGP,1,Graduate Professional,47,4846140.0,950000,0,assam,dibrugarh,2009
3134,3134,3135,srmandloi,IND,0,8th Pass,27,,100000,0,madhya_pradesh,indore,2009
3646,3646,3647,srtatyapatil,IND,0,Graduate,70,214200.0,0,0,maharashtra,kolhapur,2009
383,383,384,ssatyanarayana,PPOI,0,Graduate,41,,0,0,andhra_pradesh,nellore,2009
2724,2724,2725,sseethilal,IND,0,12th Pass,45,3000.0,0,0,kerala,alappuzha,2009
428,428,429,ssubhalakshmi,IND,0,10th Pass,44,20000.0,0,0,andhra_pradesh,rajahmundry,2009
396,396,397,ssujatha,Trilinga Praja Pragati Party,0,Not Given,43,,4000,0,andhra_pradesh,nizamabad,2009
5503,5503,5504,stalinr,LJP,0,Graduate,38,481256.0,0,0,tamil_nadu,perambalur,2009
2106,2106,2107,starloksingh,JKPDP,0,Not Given,59,2340000.0,0,0,jammu_and_kashmir,jammu,2009
5231,5231,5232,stephenganeshans,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,Graduate,45,,0,0,tamil_nadu,coimbatore,2009
2707,2707,2708,stevenjohnmenezes,BSP,0,Graduate,43,5070412.0,1000000,0,karnataka,udupi_chikmagalur,2009
7436,7436,7437,subarnachakraborty,IND,0,12th Pass,43,107000.0,0,0,west_bengal,howrah,2009
2485,2485,2486,subbaiah,IND,0,10th Pass,41,,0,0,karnataka,chamarajanagar,2009
1772,1772,1773,subhanbhaipopatbhaimultani,IND,1,10th Pass,52,519000.0,0,0,gujarat,rajkot,2009
2555,2555,2556,subhankhan,IND,0,Post Graduate,45,1140000.0,0,0,karnataka,davanagere,2009
7063,7063,7064,subhanurrahman,IND,0,Literate,32,970000.0,200000,0,uttar_pradesh,sambhal,2009
7221,7221,7222,subhash,MKD,0,Graduate,50,9294000.0,0,0,uttarakhand,hardwar,2009
1886,1886,1887,subhash,RWS,0,12th Pass,40,714000.0,0,0,haryana,faridabad,2009
3575,3575,3576,subhashbapuraowankhede,SHS,4,10th Pass,46,3488000.0,484000,1,maharashtra,hingoli,2009
4883,4883,4884,subhashchander,IND,0,10th Pass,57,2199775.0,1478478,0,rajasthan,jaipur_rural,2009
7292,7292,7293,subhashchandrabarman,BJP,0,Graduate,50,3014000.0,620540,0,west_bengal,balurghat,2009
1294,1294,1295,subhashchandramourya,IND,0,Graduate,35,110000.0,0,0,chhattisgarh,bastar,2009
3615,3615,3616,subhashfakirasalve,ANC,0,Graduate,44,169030.0,0,0,maharashtra,jalna,2009
3420,3420,3421,subhashkisanraopatiljadhav,IND,4,5th Pass,47,6246207.0,792900,0,maharashtra,aurangabad,2009
5029,5029,5030,subhashmaharia,BJP,0,Graduate,52,23383778.0,5400170,0,rajasthan,sikar,2009
1980,1980,1981,subhashmahendra,IND,0,Graduate,47,6425000.0,0,0,haryana,kurukshetra,2009
3714,3714,3715,subhashparshuramkhanvilkar,IND,0,10th Pass,44,817500.0,200000,0,maharashtra,mumbai_north,2009
893,893,894,subhashpaswan,STPI,0,Graduate,36,91000.0,0,0,bihar,jamui,2009
3028,3028,3029,subhashshukla,IND,0,10th Pass,40,3000.0,0,0,madhya_pradesh,chhindwara,2009
2458,2458,2459,subhashtippannanelge,JD(S),0,10th Pass,49,1496078273.0,109491079,0,karnataka,bidar,2009
7517,7517,7518,subimalsengupta,CPI(ML)(L),0,Not Given,50,,0,0,west_bengal,krishnanagar,2009
686,686,687,subirdeb,IND,0,12th Pass,41,382667.0,0,0,assam,silchar,2009
7270,7270,7271,subirkumarmajhi,JDP,0,10th Pass,31,68664.0,135000,0,west_bengal,arambag,2009
4594,4594,4595,sublakshmansharma,IND,0,10th Pass,40,42000.0,0,0,punjab,firozpur,2009
6298,6298,6299,subodh,AD,0,Not Given,40,522500.0,0,0,uttar_pradesh,farrukhabad,2009
3715,3715,3716,subodhgirdhariranjan,IND,0,12th Pass,35,1022045.0,0,0,maharashtra,mumbai_north,2009
2290,2290,2291,subodhkantsahay,INC,1,Graduate,57,27179918.0,0,1,jharkhand,ranchi,2009
779,779,780,subodhroy,CPM,0,Graduate,65,980736.0,0,0,bihar,bhagalpur,2009
2533,2533,2534,subrahmanyakumarkuntikanamata,IND,0,Post Graduate,36,952000.0,0,0,karnataka,dakshina_kannada,2009
5297,5297,5298,subramaniamk,IND,0,8th Pass,41,500000.0,0,0,tamil_nadu,erode,2009
5463,5463,5464,subramaniamrp,IND,0,Others,55,4125000.0,0,0,tamil_nadu,namakkal,2009
5274,5274,5275,subramanianr,IND,0,10th Pass,58,50000.0,0,0,tamil_nadu,dindigul,2009
5090,5090,5091,subramanig,IND,0,10th Pass,39,217000.0,0,0,tamil_nadu,arani,2009
5091,5091,5092,subramanip,IND,0,5th Pass,46,760000.0,0,0,tamil_nadu,arani,2009
5462,5462,5463,subramanis,IND,0,10th Pass,39,455500.0,0,0,tamil_nadu,namakkal,2009
5092,5092,5093,subramaniyann,ADMK,0,5th Pass,50,2960000.0,0,0,tamil_nadu,arani,2009
5834,5834,5835,subratabhowmik,IND,0,Post Graduate,58,1888000.0,0,0,tripura,tripura_west,2009
7316,7316,7317,subratabose,IND,0,8th Pass,41,762000.0,0,0,west_bengal,barasat,2009
7308,7308,7309,subratamukherjee,INC,0,Post Graduate,63,1894341.0,0,0,west_bengal,bankura,2009
7341,7341,7342,subratasengupta,CPI(ML)(L),0,Graduate,43,,0,0,west_bengal,barrackpur,2009
6609,6609,6610,subratpathak,BJP,0,Graduate,29,10172404.0,468672,0,uttar_pradesh,kannauj,2009
548,548,549,subukechi,IND,2,Graduate Professional,36,1000.0,0,0,arunachal_pradesh,arunachal_west,2009
7590,7590,7591,sucharuranjanhaldar,AITC,0,Post Graduate,69,10882896.0,0,1,west_bengal,ranaghat,2009
3121,3121,3122,sudamaprasad,IND,0,Literate,55,1204465.0,0,0,madhya_pradesh,hoshangabad,2009
796,796,797,sudamaprasad,CPI(ML)(L),1,Graduate,41,84757.0,0,0,bihar,buxar,2009
4458,4458,4459,sudammarndi,JMM,5,12th Pass,43,5856359.0,1439091,0,orissa,mayurbhanj,2009
5689,5689,5690,sudarolimurugansbcom,IND,0,Not Given,33,54652.0,67100,0,tamil_nadu,tirunelveli,2009
7437,7437,7438,sudarshanmanna,STPI,0,10th Pass,62,575488.0,0,0,west_bengal,howrah,2009
4335,4335,4336,sudarshansingh,IND,4,12th Pass,32,4609440.0,933258,0,national_capital_territory_of_delhi,west_delhi,2009
2246,2246,2247,sudershanbhagat,BJP,0,Graduate,40,3093207.0,236750,1,jharkhand,lohardaga,2009
2000,2000,2001,sudesh,RPI,0,10th Pass,36,2320000.0,0,0,haryana,rohtak,2009
2556,2556,2557,sudeshgm,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,10th Pass,31,90000.0,250000,0,karnataka,davanagere,2009
2001,2001,2002,sudeshkaggarwal,IND,0,Post Graduate,56,87296038.0,282291,0,haryana,rohtak,2009
7254,7254,7255,sudeshsharma,AD,0,12th Pass,31,77000.0,342000,0,uttarakhand,tehri_garhwal,2009
3397,3397,3398,sudhakarvyankatramtekemajisainik,IND,0,10th Pass,45,1207000.0,50500,0,maharashtra,amravati,2009
628,628,629,sudhangshudas,BJP,0,Graduate,41,1752528.0,0,0,assam,karimganj,2009
6421,6421,6422,sudharai,INC,0,Doctorate,54,10366720.0,477000,0,uttar_pradesh,ghosi,2009
5727,5727,5728,sudharsanms,JD(U),1,10th Pass,49,17000.0,0,0,tamil_nadu,tiruvallur,2009
6179,6179,6180,sudhasingh,RPI,0,Graduate,37,2653500.0,0,0,uttar_pradesh,bulandshahr,2009
1773,1773,1774,sudhirbhairevashankarjoshi,CPI(ML)(L),0,Graduate,67,2157050.0,0,0,gujarat,rajkot,2009
4271,4271,4272,sudhirgandotra,THPI,0,12th Pass,49,4577798.0,654651,0,national_capital_territory_of_delhi,new_delhi,2009
4272,4272,4273,sudhirkumar,BPD,0,Graduate Professional,38,2550000.0,0,0,national_capital_territory_of_delhi,new_delhi,2009
7309,7309,7310,sudhirkumarmurmu,CPI(ML)(L),0,10th Pass,40,40000.0,200000,0,west_bengal,bankura,2009
6807,6807,6808,sudhirnandansaran,IND,0,Graduate,62,208847.0,38215,0,uttar_pradesh,meerut,2009
3733,3733,3734,sudhirshankarpardeshi,IND,0,Literate,36,105000.0,0,0,maharashtra,mumbai_north_central,2009
3302,3302,3303,sudhirsinghtomar,INC,1,Post Graduate,41,4078120.0,700836,0,madhya_pradesh,satna,2009
5324,5324,5325,sudhishlk,DMDK,0,Graduate,41,60313713.0,8043273,0,tamil_nadu,kallakurichi,2009
7317,7317,7318,sudinchattopadhyay,AIFB,0,Post Graduate,67,16340626.0,46846,0,west_bengal,barasat,2009
86,86,87,sudinijaipalreddy,INC,0,Post Graduate,67,56150333.0,2042919,1,andhra_pradesh,chevella,2009
7497,7497,7498,sudipbandyopadhyay,AITC,0,Graduate,57,4187479.0,196283,1,west_bengal,kolkata_uttar,2009
5835,5835,5836,sudiproybarman,INC,0,Graduate Professional,45,8327309.0,59319,0,tripura,tripura_west,2009
2420,2420,2421,sugandharajeurs,IND,0,Graduate,59,5744734.0,0,0,karnataka,bangalore_south,2009
2153,2153,2154,suganmahto,BSP,0,10th Pass,56,222000.0,25000,0,jharkhand,chatra,2009
5397,5397,5398,sugavanameg,DMK,3,12th Pass,51,16974157.0,500000,1,tamil_nadu,krishnagiri,2009
5506,5506,5507,sugumark,ADMK,0,Graduate,49,21320000.0,191027,1,tamil_nadu,pollachi,2009
4216,4216,4217,suhailahmedkhan,SP,0,Not Given,42,2224000.0,0,0,national_capital_territory_of_delhi,chandni_chowk,2009
3734,3734,3735,suhasbhikuramtambe,IND,0,12th Pass,34,4202000.0,195000,0,maharashtra,mumbai_north_central,2009
7447,7447,7448,sujanchakraborty,CPM,0,Post Graduate,50,2544611.0,0,0,west_bengal,jadavpur,2009
6558,6558,6559,sujansinghbundela,RSMD,0,Not Given,63,115770215.0,260536,0,uttar_pradesh,jhansi,2009
4018,4018,4019,sujataibrahimtadavi,IND,0,10th Pass,45,15000.0,90000,0,maharashtra,raver,2009
5481,5481,5482,sujithkumarc,IND,0,8th Pass,32,140000.0,0,0,tamil_nadu,nilgiris,2009
6422,6422,6423,sujitkumar,IND,4,Graduate,34,501182.0,0,0,uttar_pradesh,ghosi,2009
1245,1245,1246,sujitkumarbhagat,IND,0,12th Pass,29,550225.0,0,0,bihar,ujiarpur,2009
607,607,608,sujitsahu,IND,0,Post Graduate,38,60000.0,0,0,assam,jorhat,2009
1564,1564,1565,sukabhaimangabhairathod,IND,0,Literate,52,45000.0,0,0,gujarat,bardoli,2009
7595,7595,7596,sukalyanray,BJP,0,Graduate,59,1520000.0,0,0,west_bengal,ranaghat,2009
715,715,716,sukdeopaswan,IND,1,10th Pass,56,20216835.0,903414,0,bihar,araria,2009
2035,2035,2036,sukhbirsingh,NCP,0,Post Graduate,53,24677007.0,0,0,haryana,sonipat,2009
1887,1887,1888,sukhbirsingh,IND,0,8th Pass,46,8255000.0,0,0,haryana,faridabad,2009
4884,4884,4885,sukhbirsinghjaunapuria,IND,1,12th Pass,51,67443587.0,0,0,rajasthan,jaipur_rural,2009
6626,6626,6627,sukhdamishra,BSP,0,Graduate,67,46179000.0,1583789,0,uttar_pradesh,kanpur,2009
2260,2260,2261,sukhdeolohra,IND,0,Graduate,69,1515000.0,0,0,jharkhand,lohardaga,2009
4704,4704,4705,sukhdevsingh,IND,0,Graduate,56,7211443.0,0,0,punjab,sangrur,2009
4558,4558,4559,sukhdevsingh,INC,0,10th Pass,76,17083247.0,0,1,punjab,fatehgarh_sahib,2009
4705,4705,4706,sukhdevsingh,IND,0,Not Given,49,350000.0,0,0,punjab,sangrur,2009
4706,4706,4707,sukhdevsinghdhindsa,SAD,0,Graduate,73,31100235.0,0,0,punjab,sangrur,2009
1626,1626,1627,sukhdevsinhparbatsinhvaghela,IND,0,Graduate,51,854722.0,45000,0,gujarat,gandhinagar,2009
3269,3269,3270,sukhendrapratap,IND,0,12th Pass,44,485000.0,0,0,madhya_pradesh,rewa,2009
