,Unnamed: 0,Sno,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year
4707,4707,4708,sukhjindersingh,IND,0,Not Given,33,55000.0,0,0,punjab,sangrur,2009
5012,5012,5013,sukhlalgurjar,IND,0,10th Pass,38,502000.0,0,0,rajasthan,rajsamand,2009
3303,3303,3304,sukhlalkushwaha,BSP,0,Graduate,46,4495000.0,0,0,madhya_pradesh,satna,2009
4336,4336,4337,sukhmendersingh,RPI(A),0,Not Given,54,20000.0,0,0,national_capital_territory_of_delhi,west_delhi,2009
6678,6678,6679,sukhnayan,IND,0,12th Pass,29,195000.0,0,0,uttar_pradesh,lalganj,2009
4906,4906,4907,sukhraj,IND,0,Not Given,66,46462510.0,595000,0,rajasthan,jalore,2009
6732,6732,6733,sukhrajdinkar,RSP,0,Post Graduate,51,842000.0,0,0,uttar_pradesh,machhlishahr,2009
2308,2308,2309,sukhramjonko,JDP,0,12th Pass,62,843000.0,0,0,jharkhand,singhbhum,2009
6377,6377,6378,sukhveer,IND,0,Not Given,46,3750000.0,0,0,uttar_pradesh,gautam_budhha_nagar,2009
6718,6718,6719,sukhveersingh,IND,0,10th Pass,41,7101829.0,0,0,uttar_pradesh,lucknow,2009
4648,4648,4649,sukhwantsingh,IND,0,Not Given,49,20000.0,0,0,punjab,khadoor_sahib,2009
2287,2287,2288,sukhwauraon,RKSP,1,12th Pass,33,528240.0,13000,0,jharkhand,rajmahal,2009
4618,4618,4619,sukhwinderkumar,BSP,0,Doctorate,48,18284534.0,6525649,0,punjab,hoshiarpur,2009
4555,4555,4556,sukhwindersingh,IND,0,10th Pass,33,359000.0,0,0,punjab,faridkot,2009
4556,4556,4557,sukhwindersinghdanny,INC,0,Post Graduate,32,25502656.0,3519849,0,punjab,faridkot,2009
3029,3029,3030,sukmaninvati,IND,0,Illiterate,42,120000.0,0,0,madhya_pradesh,chhindwara,2009
7299,7299,7300,sukritiranjanbiswas,RPI(A),0,Graduate,54,1061500.0,375000,0,west_bengal,bangaon,2009
4603,4603,4604,sukritsharda,SP,0,Graduate,44,179660.0,0,0,punjab,gurdaspur,2009
5298,5298,5299,sukumaraner,IND,0,8th Pass,62,933324.0,0,0,tamil_nadu,erode,2009
5518,5518,5519,sukumarp,IND,0,8th Pass,42,1410000.0,300000,0,tamil_nadu,pollachi,2009
4919,4919,4920,suleman,IND,1,5th Pass,41,60000.0,0,0,rajasthan,jhalawar-baran,2009
7588,7588,7589,sulemanhafiji,CPI(ML)(L),0,10th Pass,54,201500.0,0,0,west_bengal,raiganj,2009
7611,7611,7612,sultanahmed,AITC,0,Graduate,56,6026230.0,3600555,1,west_bengal,uluberia,2009
7508,7508,7509,sultanosman,IND,0,Graduate,49,3938256.0,100000,0,west_bengal,kolkata_uttar,2009
5977,5977,5978,suman,IVD,0,Post Graduate,25,81985.0,0,0,uttar_pradesh,amroha,2009
1565,1565,1566,sumanbhainarsinhbhaigamit,IND,0,Literate,48,502132.0,337000,0,gujarat,bardoli,2009
6719,6719,6720,sumanlatadixit,IND,0,Post Graduate,53,18000.0,250000,0,uttar_pradesh,lucknow,2009
2221,2221,2222,sumanmahto,JMM,3,12th Pass,44,4973320.0,111414,0,jharkhand,jamshedpur,2009
7331,7331,7332,sumansarkar,RDMP,0,12th Pass,29,121000.0,150465,0,west_bengal,bardhaman-durgapur,2009
3088,3088,3089,sumansinghsikarwaradvocate,IND,0,Graduate Professional,39,4734000.0,220000,0,madhya_pradesh,guna,2009
7222,7222,7223,sumerchand,IND,0,Illiterate,56,40000.0,0,0,uttarakhand,hardwar,2009
875,875,876,sumiraksingh,IND,0,8th Pass,50,930000.0,0,0,bihar,jahanabad,2009
3122,3122,3123,sumitramahajantai,BJP,0,Post Graduate,65,7974006.0,4429400,1,madhya_pradesh,indore,2009
687,687,688,sumitroy,IND,0,Graduate,33,2270374.0,263825,0,assam,silchar,2009
5663,5663,5664,sundaravelk,IND,0,Not Given,45,60000.0,0,0,tamil_nadu,thoothukkudi,2009
5504,5504,5505,sundaravijayanr,SP,0,Graduate,35,50000.0,0,0,tamil_nadu,perambalur,2009
5189,5189,5190,sundarj,IND,0,Post Graduate,31,11000.0,0,0,tamil_nadu,chennai_south,2009
3270,3270,3271,sundarlal,IND,0,Literate,37,663000.0,0,0,madhya_pradesh,rewa,2009
4459,4459,4460,sundarmohanmajhi,JDP,0,10th Pass,65,292800.0,0,0,orissa,mayurbhanj,2009
2288,2288,2289,sundartudu,BHJAP,0,5th Pass,45,226600.0,0,0,jharkhand,rajmahal,2009
3304,3304,3305,sunderlalchaudhari,IJP,0,Literate,64,210944.0,67500,0,madhya_pradesh,satna,2009
7255,7255,7256,sunderlalthapliyal,VVS,0,Graduate,55,150000.0,0,0,uttarakhand,tehri_garhwal,2009
3271,3271,3272,sunderlaltiwari,INC,0,Graduate Professional,51,3973765.0,582137,0,madhya_pradesh,rewa,2009
6332,6332,6333,sundersingh,IND,0,10th Pass,36,771000.0,0,0,uttar_pradesh,fatehpur_sikri,2009
1888,1888,1889,sundersingh,IND,0,Not Given,50,80000.0,0,0,haryana,faridabad,2009
1981,1981,1982,suneetadhariwal,IND,0,Post Graduate,40,4902732.0,1115168,0,haryana,kurukshetra,2009
4985,4985,4986,sunil,IND,0,8th Pass,26,19808.0,92823,0,rajasthan,nagaur,2009
4307,4307,4308,sunil,SP,0,10th Pass,33,110000.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2009
1627,1627,1628,sunilbhaimanubhaitrivedi,MJP,1,Graduate,47,2963000.0,465000,0,gujarat,gandhinagar,2009
3974,3974,3975,sunilbhaskarnaik,IND,0,Others,51,2080000.0,400000,0,maharashtra,raigad,2009
3839,3839,3840,sunilgayaprasadmishra,IND,0,Post Graduate,41,653118.0,0,0,maharashtra,nagpur,2009
4217,4217,4218,sunilkumar,IND,0,10th Pass,38,1615000.0,0,0,national_capital_territory_of_delhi,chandni_chowk,2009
6808,6808,6809,sunilkumar,IND,1,Post Graduate,30,15000.0,0,0,uttar_pradesh,meerut,2009
7164,7164,7165,sunilkumar,IND,0,12th Pass,35,,0,0,uttar_pradesh,unnao,2009
1144,1144,1145,sunilkumar,IND,0,Graduate,30,10000.0,0,0,bihar,purnia,2009
4359,4359,4360,sunilkumaragrawal,BSP,1,12th Pass,37,11884000.0,2270000,0,orissa,bargarh,2009
937,937,938,sunilkumarchoudhary,IND,0,10th Pass,39,184500.0,0,0,bihar,katihar,2009
797,797,798,sunilkumardubey,IND,0,10th Pass,32,1000.0,153600,0,bihar,buxar,2009
2967,2967,2968,sunilkumarkawade,IND,0,12th Pass,27,405000.0,0,0,madhya_pradesh,betul,2009
1113,1113,1114,sunilkumarsingh,IND,0,Post Graduate,40,9392726.0,0,0,bihar,pataliputra,2009
1448,1448,1449,sunilkumarsingh,IND,0,Not Given,27,250000.0,85000,0,chhattisgarh,surguja,2009
7478,7478,7479,sunilmurmu,IND,0,8th Pass,30,,0,0,west_bengal,jhargram,2009
7406,7406,7407,sunilpal,IND,0,Illiterate,50,202700.0,0,0,west_bengal,dum_dum,2009
3150,3150,3151,sunilpatel,IND,0,12th Pass,38,154758.0,0,0,madhya_pradesh,jabalpur,2009
3398,3398,3399,sunilprabhuramteke,IND,1,10th Pass,37,41161.0,10000,0,maharashtra,amravati,2009
1187,1187,1188,sunilsingh,IND,0,10th Pass,44,727000.0,10000,0,bihar,sheohar,2009
2175,2175,2176,sunilsoren,BJP,0,12th Pass,30,1494554.0,780006,0,jharkhand,dumka,2009
1912,1912,1913,sunilyadav,SP,0,Graduate,26,2863413.0,2106960,0,haryana,gurgaon,2009
5957,5957,5958,sunita,MAP,0,8th Pass,26,91000.0,0,0,uttar_pradesh,amethi,2009
4273,4273,4274,sunitachaudhary,UWF,0,10th Pass,30,11000.0,500000,0,national_capital_territory_of_delhi,new_delhi,2009
6350,6350,6351,sunitadevi,MADP,0,5th Pass,31,1038200.0,45000,0,uttar_pradesh,firozabad,2009
3751,3751,3752,sunitamohantupsoundarya,IND,0,Graduate,38,773000.0,0,0,maharashtra,mumbai_north_east,2009
3202,3202,3203,sunitaneti,RDMP,0,Literate,33,3035000.0,0,0,madhya_pradesh,mandla,2009
7101,7101,7102,sunitasingh,BSP,0,10th Pass,40,58574867.0,1800000,0,uttar_pradesh,shahjahanpur,2009
446,446,447,sunkarasreenivas,BSP,0,Graduate Professional,42,21329775.0,0,0,andhra_pradesh,rajampet,2009
2932,2932,2933,sunnyponnamattom,IND,0,Post Graduate,58,2288900.0,0,0,kerala,wayanad,2009
5664,5664,5665,suntherms,DMDK,0,Others,36,20657956.0,423805,0,tamil_nadu,thoothukkudi,2009
3423,3423,3424,supriyasule,NCP,0,Graduate,39,515363663.0,0,1,maharashtra,baramati,2009
6197,6197,6198,surafarajahmad,IND,2,5th Pass,29,280000.0,0,0,uttar_pradesh,chandauli,2009
1889,1889,1890,surajbhan,RJAP,0,8th Pass,63,501216536.0,0,0,haryana,faridabad,2009
1449,1449,1450,surajdeosinghkhairwar,IND,0,Literate,35,45000.0,0,0,chhattisgarh,surguja,2009
2202,2202,2203,surajmandal,JVD,0,Doctorate,61,3267740.0,0,0,jharkhand,godda,2009
6180,6180,6181,surajmukhigautam,UNLP,0,Illiterate,38,282000.0,0,0,uttar_pradesh,bulandshahr,2009
6406,6406,6407,surajrambagi,CPI,0,Graduate,52,1018723.0,0,0,uttar_pradesh,ghazipur,2009
331,331,332,suravaramsudhakarreddy,CPI,0,Graduate Professional,67,3724417.0,429800,0,andhra_pradesh,nalgonda,2009
3735,3735,3736,surekhapevekar,RSPS,0,10th Pass,38,16000.0,0,0,maharashtra,mumbai_north_central,2009
798,798,799,surendarkumarbharti,IND,0,12th Pass,38,2152000.0,600000,0,bihar,buxar,2009
1865,1865,1866,surender,IND,0,12th Pass,30,233400.0,0,0,haryana,bhiwani-mahendragarh,2009
4274,4274,4275,surendersinghdabas,IND,0,Graduate,44,26481877.0,90000,0,national_capital_territory_of_delhi,new_delhi,2009
6407,6407,6408,surendra,JPS,0,Literate,43,450000.0,0,0,uttar_pradesh,ghazipur,2009
3716,3716,3717,surendraambalalpatel,IND,0,10th Pass,53,,0,0,maharashtra,mumbai_north,2009
2382,2382,2383,surendrababur,JD(S),2,Post Graduate,48,1075502000.0,300000,0,karnataka,bangalore_north,2009
4001,4001,4002,surendraborkar,IND,0,Graduate,62,1392000.0,92000,0,maharashtra,ratnagiri_sindhudurg,2009
6573,6573,6574,surendrakumar,INC,0,10th Pass,45,5825591.0,219000,0,uttar_pradesh,kairana,2009
4360,4360,4361,surendrakumaragrawal,IND,2,8th Pass,37,18973514.0,14388000,0,orissa,bargarh,2009
1087,1087,1088,surendrakumarchaudhary,SBSP,0,Post Graduate,45,900000.0,300000,0,bihar,nawada,2009
2301,2301,2302,surendrakumarsuman,Samata Party,0,Graduate,36,302000.0,200000,0,jharkhand,ranchi,2009
4477,4477,4478,surendralath,BJP,0,Graduate,59,6666413.0,0,0,orissa,sambalpur,2009
6627,6627,6628,surendramohanagrawal,SP,4,12th Pass,65,16479277.0,0,0,uttar_pradesh,kanpur,2009
6591,6591,6592,surendranathawasthi,BSP,0,Post Graduate,53,16540782.0,2061909,0,uttar_pradesh,kaiserganj,2009
844,844,845,surendrapaswan,IND,0,Post Graduate,28,575000.0,300000,0,bihar,gopalganj,2009
6198,6198,6199,surendrapratap,JBSP,0,10th Pass,36,1072615.0,0,0,uttar_pradesh,chandauli,2009
4999,4999,5000,surendrasingh,IND,0,10th Pass,33,105000.0,0,0,rajasthan,pali,2009
6165,6165,6166,surendrasingh,IJP,0,Post Graduate,49,95000.0,0,0,uttar_pradesh,bijnor,2009
6352,6352,6353,surendrasinghnagar,BSP,2,Graduate,44,492084300.0,0,1,uttar_pradesh,gautam_budhha_nagar,2009
3003,3003,3004,surendrasinghthakur,INC,1,Graduate Professional,55,10322880.0,2150000,0,madhya_pradesh,bhopal,2009
5045,5045,5046,surendravyas,BSP,2,Graduate Professional,65,2840500.0,0,0,rajasthan,tonk-sawai_madhopur,2009
3811,3811,3812,sureshanantgambhir,SHS,7,10th Pass,65,23513921.0,0,0,maharashtra,mumbai_south_central,2009
4146,4146,4147,sureshbabanpedekar,IND,0,Literate,33,125000.0,0,0,maharashtra,yavatmal-washim,2009
6509,6509,6510,sureshbabu,BSKPB,0,Graduate,35,338800.0,0,0,uttar_pradesh,hathras,2009
3435,3435,3436,sureshbaburaoveer,IND,0,10th Pass,62,1201500.0,50000,0,maharashtra,baramati,2009
1800,1800,1801,sureshbhaichhaganbhaichotalia,RKSP,0,Not Given,37,1585000.0,0,0,gujarat,surat,2009
1580,1580,1581,sureshbhaigordhanbhaivasava,Akhil Bharatiya Jan Sangh,0,5th Pass,40,619000.0,0,0,gujarat,bharuch,2009
4147,4147,4148,sureshbhivataral,IND,0,Post Graduate,29,620000.0,2000,0,maharashtra,yavatmal-washim,2009
6166,6166,6167,sureshchand,RMSP,0,8th Pass,44,715000.0,0,0,uttar_pradesh,bijnor,2009
6299,6299,6300,sureshchandrasaraswat,IND,0,Not Given,50,230000.0,0,0,uttar_pradesh,farrukhabad,2009
5464,5464,5465,sureshgandhik,BJP,0,Others,26,661000.0,0,0,tamil_nadu,namakkal,2009
4123,4123,4124,sureshganpatraowaghmare,BJP,0,Graduate,48,9565000.0,714549,0,maharashtra,wardha,2009
1155,1155,1156,sureshkrrai,BJKVP,0,Graduate,41,3451000.0,50000,0,bihar,purvi_champaran,2009
1866,1866,1867,sureshkumar,IND,1,Graduate Professional,43,5408000.0,0,0,haryana,bhiwani-mahendragarh,2009
4542,4542,4543,sureshkumar,IND,0,12th Pass,63,1630000.0,508000,0,punjab,bathinda,2009
1223,1223,1224,sureshkumarazad,IND,0,Graduate Professional,40,364338.0,30146,0,bihar,supaul,2009
1628,1628,1629,sureshkumarchaturdaspatel,INC,0,10th Pass,57,29390009.0,5649035,0,gujarat,gandhinagar,2009
2823,2823,2824,sureshkumark,IND,0,10th Pass,33,656000.0,0,0,kerala,kottayam,2009
5190,5190,5191,sureshkumarm,IND,0,Post Graduate,43,4814500.0,0,0,tamil_nadu,chennai_south,2009
5779,5779,5780,sureshkumarp,IND,2,12th Pass,25,,0,0,tamil_nadu,vellore,2009
532,532,533,sureshkumarshetkar,INC,0,Graduate,46,3011999.0,0,1,andhra_pradesh,zahirabad,2009
2822,2822,2823,sureshkumartr,IND,0,10th Pass,36,37000.0,97000,0,kerala,kottayam,2009
2824,2824,2825,sureshkurumban,IND,0,10th Pass,36,259390.0,0,0,kerala,kottayam,2009
4065,4065,4066,sureshmulchandkankariamama,RSPS,0,Not Given,57,2330000.0,250000,0,maharashtra,shirur,2009
2825,2825,2826,sureshnbkurup,IND,0,8th Pass,26,18000.0,0,0,kerala,kottayam,2009
5519,5519,5520,sureshp,SP,0,10th Pass,26,19000.0,0,0,tamil_nadu,pollachi,2009
954,954,955,sureshpoddar,IND,1,12th Pass,47,2943500.0,0,0,bihar,khagaria,2009
4002,4002,4003,sureshprabhakarprabhu,SHS,0,Graduate Professional,55,14650806.0,4874508,0,maharashtra,ratnagiri_sindhudurg,2009
1224,1224,1225,sureshprasadmehta,LTSD,0,Graduate Professional,44,4936000.0,0,0,bihar,supaul,2009
5728,5728,5729,sureshr,DMDK,0,8th Pass,35,3266000.0,100000,0,tamil_nadu,tiruvallur,2009
3634,3634,3635,sureshrampandagale,IND,0,Literate,35,235000.0,0,0,maharashtra,kalyan,2009
3677,3677,3678,sureshshamraoghadge,IND,0,Literate,36,880000.0,0,0,maharashtra,madha,2009
2459,2459,2460,sureshswamytalghatker,IND,0,10th Pass,55,180255.0,0,0,karnataka,bidar,2009
4693,4693,4694,surinderkumar,IND,0,5th Pass,41,103027.0,135000,0,punjab,patiala,2009
4675,4675,4676,surinderpal,IND,0,Not Given,39,609.0,0,0,punjab,ludhiana,2009
4649,4649,4650,surindersinghshahi,BSP,0,10th Pass,51,3785794.0,650000,0,punjab,khadoor_sahib,2009
4676,4676,4677,surindersinghsodhi,LJP,0,Literate,62,210000.0,0,0,punjab,ludhiana,2009
2112,2112,2113,surjitsingh,RKSP,0,Graduate Professional,58,50000.0,30000,0,jammu_and_kashmir,jammu,2009
4633,4633,4634,surjitsingh,BSP,0,Graduate,63,18760423.0,1467114,0,punjab,jalandhar,2009
3573,3573,3574,surnikeanandraovasantraofoujibapu,IND,0,10th Pass,48,20647428.0,8600000,0,maharashtra,hatkanangle,2009
5958,5958,5959,suryabhanmaurya,RASD,0,12th Pass,45,420000.0,0,0,uttar_pradesh,amethi,2009
7144,7144,7145,suryabhansingh,BJP,0,10th Pass,54,11056087.0,426611,0,uttar_pradesh,sultanpur,2009
3165,3165,3166,suryabhansinghyadavguruji,AIFB,0,Post Graduate,75,4702000.0,0,0,madhya_pradesh,khajuraho,2009
5013,5013,5014,suryabhavanisinghchawda,IND,0,Graduate,30,195000.0,0,0,rajasthan,rajsamand,2009
3583,3583,3584,suryakantajaiwantraopatil,NCP,1,Graduate,63,10148451.0,390000,0,maharashtra,hingoli,2009
3790,3790,3791,suryakantkeshavshinge,IND,0,Graduate,41,179142.0,0,0,maharashtra,mumbai_south,2009
4345,4345,4346,suryanarayansahu,Samruddha Odisha,0,Graduate,37,211022.0,0,0,orissa,aska,2009
1225,1225,1226,suryanarayanyadav,LJP,0,Graduate,55,8228805.0,300000,0,bihar,supaul,2009
7276,7276,7277,suryaray,BJP,0,Post Graduate,71,7302873.0,0,0,west_bengal,asansol,2009
6141,6141,6142,surymanitiwari,INC,0,Graduate,60,25936355.0,24391,0,uttar_pradesh,bhadohi,2009
1022,1022,1023,suryodaypaswan,IND,0,Graduate,35,5000.0,0,0,bihar,munger,2009
7422,7422,7423,suryyakantaray,BSP,0,Graduate,64,1316590.0,0,0,west_bengal,hooghly,2009
3662,3662,3663,susaneatulgangaram,Ambedkarist Republican Party,0,Graduate,36,,0,0,maharashtra,latur,2009
4375,4375,4376,susantakumarjena,IND,0,12th Pass,31,500.0,0,0,orissa,bhadrak,2009
7189,7189,7190,sushama,CPI(ML)(L),0,Post Graduate,25,156000.0,0,0,uttarakhand,almora,2009
2036,2036,2037,sushila,JCP,0,12th Pass,42,6565000.0,0,0,haryana,sonipat,2009
6221,6221,6222,sushila,AD,0,5th Pass,47,1307711.0,0,0,uttar_pradesh,dhaurahra,2009
7085,7085,7086,sushilajigyasu,IND,0,Not Given,29,89300.0,0,0,uttar_pradesh,sant_kabir_nagar,2009
6851,6851,6852,sushilasaroj,SP,0,Post Graduate,58,28680230.0,2452429,1,uttar_pradesh,mohanlalganj,2009
6181,6181,6182,sushilasingh,RDMP,0,Graduate Professional,60,902000.0,0,0,uttar_pradesh,bulandshahr,2009
1971,1971,1972,sushilgurjarsirsi,IND,0,10th Pass,28,92000.0,0,0,haryana,karnal,2009
7026,7026,7027,sushilkumar,Rashtriya Swabhimaan Party,0,10th Pass,34,115000.0,0,0,uttar_pradesh,saharanpur,2009
6287,6287,6288,sushilkumar,BLKD,0,12th Pass,45,360000.0,50000,0,uttar_pradesh,faizabad,2009
2968,2968,2969,sushilkumaralisbalubhaiyya,RPI(A),0,Post Graduate,39,13600000.0,0,0,madhya_pradesh,betul,2009
4291,4291,4292,sushilkumarmishra,ABHM,0,Graduate Professional,35,,0,0,national_capital_territory_of_delhi,north_east_delhi,2009
725,725,726,sushilkumarsingh,JD(U),4,Post Graduate,43,20887871.0,741199,1,bihar,aurangabad,2009
6733,6733,6734,sushma,RAD,0,Not Given,29,63399.0,0,0,uttar_pradesh,machhlishahr,2009
2278,2278,2279,sushmamehta,CPI(ML)(L),2,12th Pass,31,320720.0,0,0,jharkhand,palamau,2009
3349,3349,3350,sushmaswaraj,BJP,0,Graduate Professional,57,73582637.0,58250,1,madhya_pradesh,vidisha,2009
5208,5208,5209,susilal,IND,1,10th Pass,44,6775000.0,1723733,0,tamil_nadu,chidambaram,2009
7479,7479,7480,susilmandi,IND,0,Graduate,28,,0,0,west_bengal,jhargram,2009
7358,7358,7359,susmitabauri,CPM,0,Graduate Professional,34,1078000.0,174660,1,west_bengal,bishnupur,2009
4235,4235,4236,sutapachakraborty,SHS,0,Post Graduate,49,370000.0,0,0,national_capital_territory_of_delhi,east_delhi,2009
5078,5078,5079,suthan,IND,0,Post Graduate,42,,0,0,tamil_nadu,arakkonam,2009
4337,4337,4338,suvashkumarchoudhary,IND,0,Graduate,35,14291460.0,0,0,national_capital_territory_of_delhi,west_delhi,2009
296,296,297,svictor,IND,0,10th Pass,40,882000.0,0,0,andhra_pradesh,malkajgiri,2009
7438,7438,7439,swadeshchakrabortty,CPM,0,Graduate,66,2574975.0,0,0,west_bengal,howrah,2009
6222,6222,6223,swamidayalgaur,RTKP,0,Others,53,1287616.0,0,0,uttar_pradesh,dhaurahra,2009
5990,5990,5991,swamidrlaxminarayanacharya,BDBP,0,Doctorate,49,400100.0,0,0,uttar_pradesh,aonla,2009
5798,5798,5799,swamiduraik,VCK,0,Graduate Professional,77,28847533.0,0,0,tamil_nadu,viluppuram,2009
5959,5959,5960,swaminath,IND,0,Not Given,25,32227.0,0,0,uttar_pradesh,amethi,2009
6667,6667,6668,swamiprasadmaurya,BSP,1,Post Graduate,54,6624790.0,0,0,uttar_pradesh,kushi_nagar,2009
6300,6300,6301,swamisachidanandharisakshi,RTKP,3,Doctorate,53,7148676.0,0,0,uttar_pradesh,farrukhabad,2009
7223,7223,7224,swamiyatindranandgiri,BJP,0,Not Given,44,976229.0,0,0,uttarakhand,hardwar,2009
7619,7619,7620,swapandas,IND,0,10th Pass,31,6000.0,0,0,west_bengal,uluberia,2009
7350,7350,7351,swapankumardas,BJP,0,Graduate Professional,47,5315948.0,811713,0,west_bengal,basirhat,2009
7423,7423,7424,swapanmurmu,JDP,0,Graduate,33,10719.0,0,0,west_bengal,hooghly,2009
4604,4604,4605,swaransinghthakur,BSP,0,Graduate Professional,53,171067360.0,10000000,0,punjab,gurdaspur,2009
5607,5607,5608,swarnasreep,PPOI,0,12th Pass,38,1073502.0,0,0,tamil_nadu,sriperumbudur,2009
2015,2015,2016,swarnsingh,RASJP,0,10th Pass,37,5471026.0,0,0,haryana,sirsa,2009
4107,4107,4108,swatantrakumarparmanandanand,IND,0,Graduate,57,41641000.0,6250000,0,maharashtra,thane,2009
3506,3506,3507,sybilalsyusman,IND,0,10th Pass,36,2098500.0,1200000,0,maharashtra,buldhana,2009
157,157,158,syedabdulgaffer,IND,0,8th Pass,51,20000.0,0,0,andhra_pradesh,hyderabad,2009
2383,2383,2384,syedakbarbasha,IND,0,10th Pass,50,50000.0,0,0,karnataka,bangalore_north,2009
7332,7332,7333,syedaliafzalchand,BJP,0,Graduate,45,1820000.0,0,0,west_bengal,bardhaman-durgapur,2009
384,384,385,syedhamzahussainy,IND,0,Graduate Professional,46,2750000.0,200079,0,andhra_pradesh,nellore,2009
5704,5704,5705,syedimmams,SP,0,8th Pass,44,70526.0,0,0,tamil_nadu,tirunelveli,2009
1098,1098,1099,syedirshadakhter,IND,0,10th Pass,32,155000.0,43500,0,bihar,paschim_champaran,2009
965,965,966,syedmahmoodashraf,JD(U),3,Others,44,7917000.0,2950000,0,bihar,kishanganj,2009
2133,2133,2134,syedmujtabahussainbukhari,IND,0,Not Given,36,,0,0,jammu_and_kashmir,srinagar,2009
2671,2671,2672,syednizamali,BSP,0,Graduate,51,7345000.0,1857207,0,karnataka,mysore,2009
2460,2460,2461,syedqubulullahussianisajid,IND,0,12th Pass,45,140000.0,0,0,karnataka,bidar,2009
1422,1422,1423,syedrashidali,IND,0,12th Pass,62,507200.0,0,0,chhattisgarh,raipur,2009
769,769,770,syedshahnawazhussain,BJP,0,10th Pass,40,7472000.0,101000,1,bihar,bhagalpur,2009
541,541,542,syedyousufali,TRS,1,12th Pass,54,32900000.0,0,0,andhra_pradesh,zahirabad,2009
6559,6559,6560,tabassumbegam,BSP,0,10th Pass,39,11667328.0,0,1,uttar_pradesh,kairana,2009
549,549,550,tabataku,LB,0,Graduate,25,10000.0,0,0,arunachal_pradesh,arunachal_west,2009
4124,4124,4125,tagadevishweshwarawadhutrao,IND,0,Graduate,47,630000.0,0,0,maharashtra,wardha,2009
158,158,159,taherkamalkhundmiri,JD(S),0,Not Given,52,10000.0,0,0,andhra_pradesh,hyderabad,2009
546,546,547,takamsanjoy,INC,0,Graduate,42,24137021.0,0,1,arunachal_pradesh,arunachal_west,2009
2573,2573,2574,talakallamathmaheshgurupadayya,NCP,0,Not Given,52,2800000.0,62000,0,karnataka,dharwad,2009
106,106,107,talarimanohar,PRAP,0,Post Graduate,54,4943512.0,2613277,0,andhra_pradesh,chittoor,2009
966,966,967,tamajulali,BJJD,0,Others,69,,0,0,bihar,kishanganj,2009
5370,5370,5371,tambiduraim,ADMK,2,Doctorate,62,93750227.0,0,1,tamil_nadu,karur,2009
3964,3964,3965,tambolishabbirsajjanbhai,IND,0,Literate,52,324000.0,150000,0,maharashtra,pune,2009
5150,5150,5151,tamilisaisoundararajan,BJP,0,Not Given,47,,0,0,tamil_nadu,chennai_north,2009
5191,5191,5192,tamilselvanm,IND,0,Not Given,39,,0,0,tamil_nadu,chennai_south,2009
5651,5651,5652,tamilselvans,IND,0,10th Pass,40,,0,0,tamil_nadu,theni,2009
5345,5345,5346,tamilvendant,DMDK,3,5th Pass,39,5482353.0,0,0,tamil_nadu,kancheepuram,2009
1461,1461,1462,tandelgopalbhaikalyanbhai,NCP,2,Not Given,55,70697264.0,13169373,0,daman_and_diu,daman_and_diu,2009
319,319,320,tangiralaparamjyothi,BSP,0,Post Graduate,50,6650000.0,3000000,0,andhra_pradesh,nagarkurnool,2009
5000,5000,5001,tanmay,IND,0,Graduate Professional,29,10745.0,0,0,rajasthan,pali,2009
5192,5192,5193,tanmay,IND,0,Not Given,29,10745.0,0,0,tamil_nadu,chennai_south,2009
3694,3694,3695,tantarpalegopalyashwantrao,IND,0,12th Pass,43,3099000.0,0,0,maharashtra,maval,2009
3436,3436,3437,tantarpalegopalyeshwantrao,IND,0,12th Pass,43,3099000.0,0,0,maharashtra,baramati,2009
117,117,118,tanukusekhar,IND,0,8th Pass,45,70600.0,0,0,andhra_pradesh,eluru,2009
1825,1825,1826,tapanbhaishantimaydasgupta,IND,0,Graduate,45,89117.0,0,0,gujarat,vadodara,2009
7310,7310,7311,tapankumarpathak,RDMP,1,Not Given,27,150000.0,0,0,west_bengal,bankura,2009
7407,7407,7408,tapansikdar,BJP,0,Graduate,65,3369377.0,0,0,west_bengal,dum_dum,2009
