,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Category
4221,2,10,5,59,1,1018629.0,160,0,25,50,0
4222,8,0,5,49,1,23772549.0,2075378,0,19,431,2
4223,6,0,11,70,1,6551086.0,97000,0,35,432,2
4224,6,0,11,49,1,12282074.0,1241053,0,28,130,0
4225,7,0,3,45,1,3003000.0,0,0,28,466,0
4226,6,0,6,66,1,22669772.0,1123169,0,28,466,0
4227,2,0,11,37,1,6321591.0,4399048,1,15,359,0
4228,6,0,5,57,0,348210305.0,19280480,0,12,329,0
4229,7,0,5,25,1,45000.0,0,0,19,352,0
4230,8,0,5,39,0,469165.0,365000,0,3,42,3
4231,0,0,11,48,0,10614252.0,0,1,35,239,2
4232,7,3,0,37,1,512500.0,0,0,16,298,2
4233,7,0,11,32,1,10556850.0,1355300,0,28,244,0
4234,8,0,3,33,1,155178.0,1700,0,24,162,2
4235,7,0,11,53,1,624098.0,0,0,18,217,0
4236,7,0,11,27,1,198500.0,0,0,15,359,0
4237,6,1,6,55,1,274576248.0,383067,0,33,71,0
4238,7,0,5,28,1,280094.0,0,0,33,200,0
4239,3,2,5,45,1,18166310.0,150000,0,33,416,0
4240,7,0,6,83,1,42890000.0,0,0,10,425,0
4241,8,0,6,39,1,409823.0,0,0,19,352,0
4242,7,0,0,49,1,54840493.0,1350000,0,6,421,0
4243,7,0,8,49,1,4063000.0,150000,0,14,207,0
4244,7,0,1,63,1,39194012.0,0,0,21,459,3
4245,8,0,10,33,0,150000.0,0,0,6,321,3
4246,3,1,10,43,0,32000.0,158000,0,16,9,2
4247,3,0,11,43,1,1650041.0,55253,0,25,151,0
4248,8,1,6,50,1,512750.0,0,0,33,238,0
4249,7,0,0,59,1,7740000.0,180000,0,28,90,2
4250,6,3,0,46,1,535213275.0,2221000,0,18,515,2
4251,6,0,11,40,1,4422744.0,553873,0,6,237,2
4252,7,0,1,52,1,1330000.0,0,0,33,264,0
4253,8,0,11,59,1,32389223.0,0,1,29,467,0
4254,8,0,0,25,1,257962.0,0,0,33,190,2
4255,8,0,8,42,0,197950.0,36000,0,4,514,0
4256,8,0,5,62,1,732829.0,0,0,33,450,0
4257,7,0,1,30,1,248371.0,0,0,14,146,2
4258,7,0,1,45,1,1197500.0,0,0,6,237,2
4259,8,0,4,57,1,13650000.0,200000,0,24,162,2
4260,8,0,0,61,1,20815800.0,0,0,33,1,0
4261,8,0,11,64,1,141599902.0,2248200,1,27,25,0
4262,7,0,2,42,1,3312564.0,0,0,34,490,0
4263,6,0,5,69,0,863564071.0,4207846,0,27,400,0
4264,8,0,4,59,1,9525025.0,926227,0,19,209,0
4265,6,1,1,52,1,56970260.0,0,0,35,211,0
4266,2,1,11,46,1,10162181.0,5087000,0,25,99,0
4267,8,0,5,33,1,1191000.0,350000,0,25,151,0
4268,2,0,11,28,0,13175500.0,1450000,1,33,65,2
4269,8,0,11,61,1,6989852.0,650000,0,3,246,0
4270,8,1,4,62,1,4751000.0,0,0,4,522,3
4271,8,0,11,64,1,21912532.0,0,0,19,351,0
4272,8,0,4,56,1,8008000.0,4100000,1,31,319,3
4273,8,0,11,73,1,3895677.0,1410000,0,13,512,0
4274,8,0,11,29,1,14670.0,0,0,19,157,3
4275,7,0,4,65,1,5276500.0,0,0,19,431,2
4276,7,0,4,50,1,17997551.0,3746000,0,31,328,0
4277,8,0,11,73,1,5879516.0,70000,1,27,170,2
4278,2,0,5,37,1,1445000.0,100000,0,16,534,0
4279,8,0,6,46,1,49050835.0,7459581,1,30,473,0
4280,7,0,2,26,1,155639.0,0,0,30,503,0
4281,8,0,5,48,1,5757342.0,0,0,18,217,0
4282,7,0,6,36,1,797000.0,0,0,30,482,0
4283,8,0,5,69,1,735000.0,0,0,30,482,0
4284,7,0,3,34,1,150000.0,0,0,31,269,2
4285,9,0,2,43,1,1097000.0,0,0,12,329,0
4286,6,1,1,51,1,18336717.0,2067932,0,10,247,0
4287,8,0,6,67,1,3621304.0,296000,0,11,270,0
4288,8,0,6,44,1,3053494.0,0,0,35,335,2
4289,7,0,5,33,1,300000.0,0,0,35,414,3
4290,8,0,11,35,1,1533286.0,0,0,18,437,0
4291,6,0,1,57,1,54764527.0,14310110,0,4,522,2
4292,8,0,11,66,1,215134618.0,0,1,21,510,3
4293,7,5,0,50,1,106966036.0,4653805,0,19,453,0
4294,8,1,11,39,1,24236492.0,1000000,0,33,78,0
4295,8,0,1,47,0,1976200.0,0,0,33,261,0
4296,7,0,3,39,0,2366581.0,400000,0,33,472,0
4297,7,0,0,55,1,92000.0,0,0,16,399,2
4298,7,0,3,31,1,1097000.0,0,0,30,124,2
4299,8,1,6,45,1,10453934.0,2020000,0,18,465,0
4300,2,2,11,54,0,58028261.0,725973,0,4,60,0
4301,7,0,8,60,1,1400000.0,0,0,26,407,0
4302,8,1,11,36,1,225984036.0,8183862,1,1,423,0
4303,3,0,5,57,1,3219698.0,0,0,16,8,2
4304,8,0,6,36,1,182000.0,0,0,1,373,0
4305,8,0,6,60,1,11325000.0,900000,0,33,109,2
4306,8,0,0,47,1,21000.0,1000,0,10,377,2
4307,8,0,5,57,1,3199106.0,0,0,19,117,0
4308,5,0,11,66,1,14280853.0,3400000,0,30,262,0
4309,8,0,11,54,1,19434996.0,2172103,0,4,521,0
4310,7,0,1,43,1,1140000.0,0,0,10,24,0
4311,7,0,10,39,1,946200.0,35000,0,30,495,0
4312,7,0,11,46,0,11498600.0,2625000,0,13,481,0
4313,1,0,11,46,1,570220409.0,55893020,1,25,50,0
4314,9,0,11,50,1,4697137.0,1714853,0,25,99,0
4315,8,0,6,74,1,15546810.0,0,0,3,268,2
4316,8,0,11,53,1,4787000.0,1150000,0,35,335,2
4317,7,0,11,59,1,3398828.0,230346,0,35,141,2
4318,8,4,3,61,0,75381900.0,13000000,0,4,451,0
4319,8,3,6,36,0,7192772.0,0,0,18,98,0
4320,7,0,5,30,0,66000.0,0,0,33,242,0
4321,2,10,5,55,1,73003639.0,316000,1,10,409,0
4322,7,0,8,53,0,1359207.0,0,0,6,161,0
4323,7,0,3,41,1,3446309.0,0,0,33,334,0
4324,8,0,11,54,0,10625129.0,125000,0,28,129,0
4325,8,0,0,59,1,43736485.0,5273447,1,30,529,2
4326,7,0,1,58,1,511000.0,335000,0,30,473,2
4327,2,0,5,56,1,663198857.0,35999300,0,30,131,0
4328,7,0,3,44,1,1645000.0,271000,0,30,133,0
4329,2,0,6,62,1,40963269.0,0,1,30,262,0
4330,7,0,2,54,1,100000.0,0,0,30,131,0
4331,7,1,6,64,1,12814404.0,1000000,0,30,491,2
4332,7,0,3,36,1,1290710.0,80000,0,30,262,0
4333,2,0,5,64,1,22558073.0,4270360,1,4,415,0
4334,8,0,0,39,1,62000.0,0,0,33,18,0
4335,8,0,4,77,1,14508023.0,0,0,33,192,0
4336,8,0,0,52,1,5065700.0,0,0,18,515,2
4337,8,0,1,59,1,7068281.0,0,1,3,268,2
4338,7,0,8,52,1,1365144.0,0,0,18,145,2
4339,9,5,5,50,1,18378453.0,252249,0,33,304,0
4340,8,0,5,31,1,807689.0,0,0,33,320,2
4341,8,0,11,61,1,5711000.0,0,0,33,168,0
4342,8,0,0,42,1,35000.0,0,0,28,93,0
4343,8,0,3,26,1,390000.0,0,0,3,386,0
4344,7,2,1,57,1,1730000.0,150000,0,30,500,0
4345,2,0,11,39,1,35406431.0,0,1,33,442,0
4346,9,1,3,49,1,1128697.0,20000,0,0,28,0
4347,8,0,4,45,1,5756920.0,274890,0,31,455,0
4348,8,0,0,63,1,4822232.0,487351,0,14,287,0
4349,8,4,5,63,1,20095000.0,695000,0,19,205,0
4350,9,0,1,64,1,20700955.0,1509000,0,4,415,0
4351,8,0,1,68,1,19513745.0,4508715,0,4,396,0
4352,8,0,11,70,1,2132555.0,289000,0,19,462,2
4353,8,0,5,60,1,9692000.0,0,0,19,536,0
4354,8,0,1,51,1,849500.0,21000,0,33,109,2
4355,8,2,4,67,1,18095679.0,33346,0,4,521,0
4356,7,0,3,76,1,2590110.0,0,0,33,442,2
4357,6,0,6,55,1,26644500.0,3527476,0,28,511,3
4358,8,0,8,25,1,96000.0,0,0,4,358,0
4359,8,0,11,49,0,14532000.0,183755,0,4,41,0
4360,7,0,0,33,1,552881.0,0,0,30,338,0
4361,8,0,0,52,1,9063214.0,0,0,33,175,0
4362,3,0,8,35,0,661308.0,0,0,28,244,0
4363,7,0,6,30,1,255300.0,0,0,3,254,0
4364,2,5,5,50,1,12166531.0,367356,0,35,292,0
4365,6,0,11,43,1,94006549.0,1800000,1,33,18,0
4366,7,0,6,61,1,6520000.0,700000,0,19,431,2
4367,2,0,5,37,1,25721266.0,5386104,1,28,130,0
4368,7,0,5,37,1,25181037.0,5850000,0,31,328,0
4369,8,0,6,28,1,102000.0,0,0,19,80,0
4370,8,0,5,27,1,3431000.0,0,0,4,222,0
4371,7,0,1,39,1,10938968.0,0,0,19,431,2
4372,7,1,3,47,1,1971000.0,0,0,30,443,2
4373,7,0,5,47,1,309500.0,0,0,30,473,0
4374,5,1,6,50,1,36055771.0,3965347,0,30,381,2
4375,7,0,10,29,1,387500.0,0,0,30,120,0
4376,7,0,0,62,1,6447504.0,120000,0,30,131,0
4377,7,0,11,74,1,8584801.0,1900000,0,30,482,2
4378,7,0,1,44,1,327000.0,0,0,30,165,2
4379,6,4,5,61,1,35362961.0,600000,0,31,532,2
4380,0,1,1,25,1,36000.0,0,0,33,114,0
4381,7,0,3,31,1,691401.0,0,0,30,443,3
4382,8,0,9,26,1,110000.0,0,0,33,313,2
4383,7,4,5,31,1,174500.0,67601,0,30,501,0
4384,7,0,0,33,1,1000.0,0,0,16,164,0
4385,8,0,5,41,0,8324677.0,0,0,4,266,0
4386,8,0,6,36,1,11571000.0,0,0,24,383,2
4387,8,0,2,37,1,840002.0,380736,0,33,450,2
4388,7,0,8,56,1,677500.0,0,0,33,343,0
4389,7,0,5,61,1,575000.0,0,0,33,204,2
4390,8,0,11,62,1,1530000.0,0,0,18,98,2
4391,6,1,6,53,1,8888279.0,18738000,0,33,6,0
4392,8,4,6,58,1,6796970.0,0,0,4,266,0
4393,6,4,5,53,1,23598000.0,0,0,30,403,0
4394,8,5,3,58,1,16012209.0,1437300,0,30,473,0
4395,7,0,0,42,1,540000.0,0,0,30,403,0
4396,7,0,1,57,1,4709650.0,150000,0,30,495,0
4397,6,1,1,63,1,197233950.0,22896345,0,33,185,0
4398,7,0,3,36,0,816752.0,0,0,28,244,0
4399,6,0,4,61,0,58115000.0,500000,0,28,244,0
4400,8,3,0,52,1,83137973.0,1387290,0,4,378,0
4401,7,0,11,28,1,356000.0,37362,0,11,470,2
4402,8,1,1,52,1,54959664.0,2264609,0,33,405,0
4403,8,3,6,44,1,63094594.0,17101039,0,19,4,0
4404,9,0,10,45,1,165537359.0,12897739,0,33,187,0
4405,0,0,6,35,1,79505000.0,4000000,0,4,471,0
4406,3,1,11,34,1,3860000.0,0,0,4,358,0
4407,8,2,1,31,1,4247500.0,0,0,4,278,0
4408,8,0,5,47,1,63431845.0,0,0,19,436,0
4409,6,0,6,39,1,49681499.0,584357,1,19,209,0
4410,7,0,11,38,1,3963909.0,0,0,11,197,0
4411,3,0,5,51,1,17146020.0,250000,0,11,169,0
4412,8,0,5,57,1,44300.0,0,0,33,442,2
4413,7,0,3,47,1,360500.0,0,0,30,156,0
4414,8,0,0,34,1,281200.0,110000,0,33,450,0
4415,8,0,1,43,1,1290000.0,0,0,33,166,0
4416,2,2,11,64,1,8803517.0,3074600,1,33,342,0
4417,7,0,6,41,1,34000.0,0,0,19,475,2
4418,8,0,1,49,1,2011650.0,81832,0,19,493,2
4419,7,0,11,34,1,1180000.0,0,0,33,242,0
4420,7,0,11,0,1,32280000.0,48000,0,25,253,0
4421,8,0,1,48,1,692768.0,0,0,33,150,0
4422,7,0,5,48,1,402000.0,0,0,19,336,0
4423,8,0,6,55,1,570820.0,0,0,33,186,2
4424,3,0,0,49,1,557000.0,0,0,30,124,2
4425,7,0,1,47,1,129378.0,0,0,30,406,0
4426,8,0,8,34,1,2627510.0,40000,0,33,190,0
4427,8,0,1,51,1,4600000.0,0,0,33,12,0
4428,8,0,5,51,1,180000.0,50000,0,33,175,2
4429,7,0,5,54,1,47000.0,0,0,33,524,0
4430,8,5,5,68,1,8437962.0,194145,0,4,81,0
4431,8,0,1,36,1,551520.0,15000,0,14,469,3
4432,8,0,1,54,1,2916000.0,0,0,33,410,0
4433,8,0,6,58,1,1455858.0,858745,0,4,378,0
4434,8,0,5,32,1,2737000.0,300000,0,6,296,3
4435,4,0,0,78,1,8243730.0,3000,0,14,433,3
4436,7,0,11,45,1,7368500.0,0,0,4,81,0
4437,2,1,6,63,1,24736544.0,5328287,1,3,386,0
4438,3,0,11,31,1,512524.0,0,0,35,52,3
4439,8,0,0,54,1,1318447.0,0,0,3,492,0
4440,8,0,11,49,1,43729.0,0,0,33,192,0
4441,8,0,5,45,1,83220.0,0,0,24,162,0
4442,8,0,6,35,1,1718500.0,0,0,33,313,2
4443,7,0,0,43,1,36429409.0,880000,0,11,197,0
4444,8,0,5,43,1,2360000.0,524000,0,10,425,0
4445,8,0,6,38,1,4569000.0,1500000,0,33,524,2
4446,7,0,3,42,1,2140000.0,0,0,30,501,0
4447,8,0,6,46,1,2215850.0,15000,0,18,98,0
4448,8,0,1,33,1,1172198.0,0,0,4,451,2
4449,2,0,6,43,1,5651457.0,0,1,33,204,2
4450,8,0,10,26,1,190000.0,0,0,4,358,0
4451,8,0,8,37,1,402000.0,0,0,33,86,0
4452,8,0,0,46,1,1475000.0,50000,0,4,34,0
4453,8,0,0,41,1,1141000.0,0,0,24,385,0
4454,3,0,5,36,1,10016038.0,0,0,4,278,2
4455,7,0,5,32,1,1121500.0,0,0,30,262,2
4456,8,0,3,37,1,466000.0,0,0,6,296,0
4457,8,0,1,46,1,215318.0,0,0,33,190,0
4458,7,2,0,39,1,390250.0,0,0,6,296,0
4459,2,0,11,54,1,41418622.0,1265000,1,33,472,0
4460,7,0,5,45,1,36050.0,0,0,33,344,2
4461,8,1,5,26,1,100000.0,0,0,33,344,2
4462,8,0,11,43,1,9893000.0,1760000,0,33,65,2
4463,9,0,6,28,1,491500.0,0,0,18,348,0
4464,2,0,5,55,1,110407014.0,1107357,1,33,304,0
4465,8,0,1,40,1,2080000.0,0,0,33,238,0
4466,6,0,11,34,1,196025973.0,3000000,0,30,30,0
4467,8,24,5,46,1,81242966.0,956306,1,4,316,0
4468,8,0,0,32,1,0.0,255390,0,16,390,2
4469,8,0,6,28,1,7716.0,0,0,30,30,0
4470,8,0,11,43,1,1797958.0,184853,0,18,85,3
4471,7,0,11,47,1,2017000.0,0,0,33,313,2
4472,7,0,9,36,1,0.0,0,0,19,366,0
4473,7,0,11,49,0,5331700.0,430000,0,33,324,0
4474,8,1,6,43,1,2662066.0,0,0,33,43,0
4475,7,0,3,42,1,590000.0,0,0,27,176,2
4476,8,0,5,28,1,650.0,0,0,35,243,3
4477,7,0,3,38,1,813725.0,0,0,27,176,0
4478,8,0,0,0,1,2600000.0,0,0,27,79,0
4479,7,0,3,45,1,11511278.0,0,0,27,400,0
4480,3,0,6,36,1,145000.0,0,0,30,148,2
4481,7,0,1,43,0,151457.0,0,0,30,121,0
4482,8,0,11,49,1,378660.0,0,0,33,192,0
4483,8,0,1,34,1,161000.0,0,0,11,96,2
4484,7,0,0,43,1,1478091.0,0,0,27,312,0
4485,7,0,0,45,1,48900.0,0,0,33,524,0
4486,2,1,11,53,1,62545997.0,1008658,1,4,451,0
4487,8,1,5,60,1,55757926.0,3512083,0,4,355,0
4488,7,0,0,54,1,47955.0,0,0,30,501,0
4489,8,0,3,35,1,105000.0,0,0,33,438,0
4490,6,0,0,57,1,36214599.0,5883900,0,11,16,2
4491,7,0,0,31,1,66000.0,0,0,11,210,2
4492,8,0,0,44,1,790000.0,600000,0,18,454,2
4493,7,0,5,44,1,1572847.0,400000,0,27,312,2
4494,7,0,3,48,1,108500.0,120000,0,19,309,2
4495,8,2,1,45,1,733442.0,0,0,33,187,0
4496,7,0,5,43,1,487600.0,0,0,3,246,0
4497,7,0,3,45,1,1973100.0,0,0,33,347,0
4498,6,6,5,54,0,182186713.0,600000,0,33,410,0
4499,7,0,11,48,1,691300.0,0,0,4,273,3
4500,9,0,5,43,1,5675000.0,3200000,0,11,470,2
4501,8,0,5,45,1,8851813.0,0,0,14,118,0
4502,7,0,11,32,1,114000.0,0,0,30,494,0
4503,3,0,0,41,1,660000.0,450000,0,4,397,2
4504,7,0,1,38,1,3811500.0,0,0,30,124,2
4505,2,0,5,60,1,132880476.0,23262108,1,11,303,0
4506,7,0,2,37,1,562200.0,24000,0,11,303,0
4507,2,0,6,61,1,50403293.0,0,1,4,35,0
4508,8,0,11,44,1,3032355.0,0,0,33,311,0
4509,7,0,5,37,1,368000.0,0,0,30,133,2
4510,8,0,9,46,1,677185.0,39000,0,33,450,2
4511,9,0,8,56,0,13799549.0,1117800,0,33,192,0
4512,8,0,11,78,1,48208736.0,0,0,24,162,0
4513,7,0,2,42,1,300000.0,0,0,30,120,2
4514,7,0,1,77,1,558000.0,100,0,4,452,2
4515,7,0,0,34,1,267400.0,0,0,33,114,0
4516,7,0,0,31,1,732000.0,0,0,6,488,3
4517,2,0,11,62,1,29240729.0,0,1,33,311,0
4518,7,0,6,35,1,1040000.0,0,0,33,517,2
4519,7,0,8,34,1,3490200.0,650000,0,4,316,0
4520,7,0,11,27,1,25500.0,0,0,28,130,0
4521,8,0,0,39,1,2901400.0,30000,0,33,22,0
4522,3,0,5,51,1,30390435.0,0,0,24,535,0
4523,9,0,1,49,0,33493596.0,933806,0,33,65,2
4524,8,0,11,31,1,4040148.0,450000,0,19,371,2
4525,7,0,10,39,1,708500.0,0,0,11,210,0
4526,8,1,8,32,1,216000.0,0,0,33,144,0
4527,7,0,5,44,1,16149796.0,3435981,0,19,41,0
4528,7,1,0,43,1,5177500.0,120000,0,18,456,3
4529,7,0,5,39,1,245042.0,0,0,35,479,0
4530,8,0,0,44,1,9352368.0,5050000,0,9,384,0
4531,8,0,0,46,1,4327500.0,96000,0,28,223,2
4532,7,0,5,43,1,674000.0,0,0,19,19,2
4533,7,0,5,29,1,38136091.0,4310000,0,34,490,0
4534,8,6,5,38,1,25700000.0,1400000,0,19,536,0
4535,8,12,0,46,1,9896221.0,1504152,1,19,205,0
4536,8,0,8,33,1,3326553.0,325000,0,19,493,2
4537,7,0,8,46,1,13736000.0,150000,0,19,19,2
4538,8,1,11,31,1,491000.0,0,0,4,35,0
4539,8,0,11,64,1,26048342.0,0,0,14,189,0
4540,7,0,0,47,1,394000.0,0,0,33,175,0
4541,7,0,5,59,1,2752626.0,0,0,33,166,0
4542,2,0,6,53,1,251921157.0,46898091,1,33,166,0
4543,7,0,10,45,0,43898649.0,0,0,35,489,0
4544,2,0,5,44,1,83734044.0,117065,1,28,224,0
4545,8,1,3,41,1,4005000.0,40000,0,33,22,0
4546,7,0,11,53,1,588796.0,0,0,34,202,0
4547,7,0,1,46,1,19913600.0,0,0,33,182,2
4548,7,0,1,57,1,1818316.0,28990,0,33,357,0
4549,7,0,9,32,1,90000.0,0,0,33,457,0
4550,8,0,11,61,1,23000000.0,0,0,33,10,0
4551,3,1,0,38,1,21668407.0,900000,0,12,200,0
4552,3,2,4,56,1,30217034.0,8715000,0,33,86,0
4553,7,0,5,47,1,3578000.0,0,0,33,166,0
4554,8,0,11,40,1,2896938.0,0,0,33,517,0
4555,8,0,0,31,1,40000.0,0,0,24,535,0
4556,7,0,0,42,1,660800.0,0,0,24,477,0
4557,7,0,6,45,1,8693411.0,1050000,0,11,96,0
4558,7,0,6,37,1,306023.0,0,0,33,320,0
4559,3,0,6,60,1,49515582.0,0,0,33,200,0
4560,7,0,11,27,1,8101000.0,2900000,0,33,320,0
4561,7,0,6,40,1,180000.0,0,0,18,217,0
4562,7,0,1,27,1,451122.0,28102,0,11,210,0
4563,7,0,6,52,1,2856442.0,0,0,33,261,0
4564,3,3,3,60,1,273099579.0,1905400,0,33,17,0
4565,8,0,5,35,1,3748727.0,16599,0,4,368,0
4566,9,8,11,58,1,228815082.0,25814891,0,33,173,0
4567,7,0,4,42,1,12693861.0,828288,0,4,41,0
4568,7,0,0,54,1,2233197.0,633660,0,33,174,0
4569,2,1,5,53,1,26564889.0,0,1,18,219,0
4570,8,3,5,45,1,42518038.0,1095120,0,33,22,0
4571,8,0,11,65,1,55947000.0,3400000,0,33,175,0
4572,8,0,11,65,1,6549960.0,0,0,32,508,0
4573,8,0,11,27,0,163467.0,230000,0,24,385,2
4574,8,1,7,36,0,146946664.0,32528125,0,19,352,0
4575,7,0,2,42,1,762000.0,0,0,30,482,2
4576,1,0,5,39,1,3630888.0,0,1,25,339,3
4577,8,0,11,59,1,936721057.0,80806268,1,30,482,0
4578,2,0,11,64,1,5552220.0,0,0,25,84,0
4579,2,6,6,65,0,308591850.0,0,1,4,458,0
4580,7,0,1,66,1,3772459.0,292000,0,33,464,2
4581,7,0,1,58,1,996000.0,0,0,30,370,2
4582,7,0,11,68,1,515000.0,0,0,18,465,0
4583,8,0,3,63,1,1703826.0,0,0,14,146,0
4584,2,5,0,54,1,28145423.0,0,0,33,43,0
4585,8,4,5,51,1,21610218.0,3323006,1,4,521,0
4586,7,0,3,53,1,4000.0,0,0,26,407,0
4587,8,0,1,63,1,10000.0,0,0,4,34,2
4588,7,0,1,39,1,1390000.0,0,0,10,20,0
4589,8,0,1,31,1,397000.0,36000,0,12,259,2
4590,8,0,11,43,1,58800.0,50000,0,19,89,2
4591,8,0,2,49,1,435000.0,0,0,15,100,2
4592,8,0,1,36,1,100.0,0,0,24,380,0
4593,7,0,6,50,1,84383.0,56000,0,15,55,0
4594,7,0,2,31,1,365485.0,36000,0,28,73,0
4595,7,0,5,45,1,18025587.0,800000,0,31,537,0
4596,8,0,9,39,1,805000.0,0,0,30,403,0
4597,7,0,5,63,1,7571000.0,0,0,30,406,0
4598,7,0,3,55,1,7243000.0,0,0,30,120,0
4599,7,0,7,60,1,30000.0,0,0,30,370,2
4600,7,0,1,49,1,605332.0,0,0,30,370,0
4601,8,0,5,38,0,1478276.0,13209,0,6,488,3
4602,8,0,6,48,1,2910000.0,0,0,4,191,2
4603,3,0,11,36,1,9743656.0,1092000,0,18,465,0
4604,8,0,1,40,1,3012000.0,1000000,0,4,458,0
4605,8,0,1,31,1,1945000.0,0,0,33,48,2
4606,7,0,3,69,1,4134220.0,0,0,4,458,0
4607,7,0,3,0,1,700852.0,0,0,18,147,3
4608,8,0,9,44,1,262000.0,0,0,33,18,0
4609,6,0,11,63,1,42408738.0,8590027,0,30,501,0
4610,6,0,11,43,1,207501877.0,1100000,0,30,148,0
4611,8,0,1,59,1,2345938.0,0,0,33,405,0
4612,7,0,1,29,1,1863000.0,0,0,14,207,0
4613,8,0,1,70,1,2849728.0,0,0,33,472,0
4614,7,0,2,37,1,188926.0,45000,0,30,495,2
4615,7,0,2,58,1,663000.0,0,0,33,334,0
4616,9,0,11,59,1,23860981.0,1000000,0,4,355,0
4617,9,0,11,57,1,2450000.0,800000,0,14,391,2
4618,8,0,5,61,1,15638811.0,0,0,33,17,0
4619,8,0,0,48,1,92484.0,0,0,33,150,2
4620,7,0,0,65,1,50000.0,200000,0,19,229,0
4621,3,7,5,53,1,17989246.0,0,0,33,192,0
4622,7,0,11,31,1,58900.0,0,0,33,174,0
4623,7,0,11,44,1,1024540.0,0,0,33,438,2
4624,8,0,11,58,1,18234000.0,956912,0,24,162,0
4625,7,0,8,50,1,660000.0,175000,0,19,493,0
4626,7,0,11,37,1,100000.0,0,0,19,371,2
4627,8,0,0,61,1,176000.0,0,0,19,371,0
4628,8,3,0,53,1,13058612.0,0,1,4,445,2
4629,7,0,0,47,1,475666.0,44100,0,4,241,2
4630,8,0,5,52,1,4090000.0,610000,0,33,54,0
4631,8,2,0,55,1,130000.0,0,0,18,217,2
4632,2,0,1,56,1,135809546.0,23871000,1,28,223,0
4633,2,0,1,46,1,8641278.0,0,1,33,313,2
4634,2,5,0,60,1,33628998.0,1749314,1,19,533,0
4635,8,0,11,73,1,24264635.0,732,0,33,201,2
4636,7,0,1,32,1,1231000.0,0,0,28,245,0
4637,7,0,0,46,1,1117500.0,0,0,18,526,2
4638,7,0,5,59,1,3256600.0,0,0,4,266,0
4639,4,3,5,67,1,4179608.0,597864,0,4,514,0
4640,7,0,1,55,1,250000.0,0,0,4,485,0
4641,8,0,1,27,1,70000.0,0,0,33,304,0
4642,8,1,8,50,1,269841.0,0,0,33,114,0
4643,7,0,2,62,1,2755078.0,0,0,3,152,0
4644,2,0,5,59,1,14782357.0,5400953,1,3,333,0
4645,8,0,0,45,1,4818007.0,0,0,33,6,0
4646,8,0,1,35,1,835000.0,0,0,28,267,2
4647,8,2,6,59,1,431000.0,0,0,33,1,0
4648,7,0,6,53,1,42376491.0,425241,0,11,476,2
4649,2,0,1,66,1,73190135.0,274902,1,6,421,0
4650,7,2,6,42,1,6053500.0,0,0,14,146,0
4651,2,4,6,52,1,147493056.0,0,1,24,477,0
4652,8,0,1,61,1,48000.0,0,0,28,506,2
4653,7,0,0,49,1,1110000.0,0,0,11,16,0
4654,7,0,11,35,1,272000.0,0,0,33,18,0
4655,3,1,8,59,1,726000.0,0,0,4,35,2
4656,6,4,4,66,1,61617189.0,0,0,33,182,0
4657,8,0,6,62,1,1698238.0,325000,0,18,499,2
4658,7,1,0,58,1,540917.0,150000,0,35,516,2
4659,8,0,5,49,1,346987.0,0,0,25,87,2
4660,2,2,5,64,1,89429828.0,5305043,1,15,101,2
4661,8,0,5,41,1,6306550.0,495000,0,30,120,2
4662,2,0,6,54,1,142840716.0,0,1,11,476,0
4663,8,0,6,43,1,491000.0,0,0,15,294,2
4664,6,0,0,58,1,172314296.0,0,0,24,477,0
4665,8,0,3,42,1,1233000.0,45000,0,33,264,0
4666,7,0,1,35,1,239715.0,0,0,14,146,0
4667,7,0,10,33,1,247000.0,0,0,30,505,0
4668,2,1,4,54,1,17917274.0,1860684,1,34,202,0
4669,8,0,1,37,1,4020000.0,850000,0,33,200,0
4670,7,0,0,54,1,5704000.0,0,0,19,153,2
4671,8,0,3,60,0,5535000.0,0,0,27,25,0
4672,10,3,1,48,1,19140000.0,41832000,0,31,0,3
4673,8,0,3,40,1,2490000.0,0,0,24,383,0
4674,7,0,5,46,1,3249079.0,862500,0,30,482,0
4675,7,0,8,57,1,8524929.0,0,0,33,517,0
4676,7,0,8,0,0,202000.0,0,0,33,284,0
4677,7,0,11,38,1,630031.0,30000,0,6,104,0
4678,6,0,4,67,1,262697987.0,0,0,14,310,3
4679,8,6,3,67,1,2386000.0,0,0,4,397,0
4680,7,0,11,37,1,1488300.0,45000,0,14,287,0
4681,8,1,5,44,1,946596.0,0,0,14,207,0
4682,7,0,11,38,1,1537465.0,0,0,4,521,0
4683,2,0,0,43,1,977943.0,0,1,3,155,0
4684,7,0,1,42,1,1930155.0,0,0,6,427,0
4685,7,0,3,51,1,27258000.0,5000,0,33,284,0
4686,8,0,3,51,1,1475529.0,0,0,18,456,3
4687,0,0,2,42,1,1100000.0,0,0,6,421,0
4688,8,0,0,59,1,320000.0,0,0,28,506,3
4689,7,0,0,0,1,1375000.0,0,0,27,400,2
4690,8,0,0,44,1,96780.0,0,0,33,168,2
4691,7,0,0,48,1,170882.0,0,0,10,377,0
4692,8,0,5,49,1,245500.0,0,0,11,16,2
4693,8,0,8,60,1,70500.0,0,0,33,51,0
4694,9,2,6,63,1,29953498.0,0,0,33,204,2
4695,8,0,5,54,1,11115000.0,0,0,4,183,2
4696,8,0,1,50,1,2597500.0,0,0,6,104,0
