,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Category
4697,7,0,11,45,1,1310000.0,50000,0,4,41,0
4698,7,0,5,60,1,11854000.0,1257000,0,24,385,2
4699,8,0,0,49,1,1785984.0,0,0,11,303,2
4700,7,0,0,62,1,1293000.0,165000,0,27,213,2
4701,8,1,11,37,1,897056.0,100000,0,18,437,2
4702,9,4,6,57,1,14187159.0,793380,0,33,114,0
4703,7,0,8,47,1,1630391.0,0,0,33,192,0
4704,7,0,5,33,1,79412.0,0,0,33,444,0
4705,2,1,5,53,1,13989431.0,2100000,1,4,397,0
4706,7,0,3,0,1,12168.0,0,0,6,421,0
4707,7,0,1,69,1,15322678.0,950000,0,35,341,0
4708,7,0,5,36,1,33879.0,0,0,33,242,0
4709,7,0,11,53,1,10426465.0,968707,0,33,174,0
4710,7,0,5,34,1,198000.0,0,0,4,191,2
4711,3,0,5,43,1,14955000.0,2518500,0,27,176,0
4712,8,0,11,50,1,9265000.0,82000,1,4,471,0
4713,7,0,0,49,1,240000.0,0,0,30,497,0
4714,8,0,0,27,1,660000.0,0,0,33,201,2
4715,8,0,6,60,1,12074892.0,0,0,33,524,0
4716,3,1,11,50,1,8657688.0,497625,0,18,279,0
4717,8,0,3,50,1,110000.0,0,0,28,5,2
4718,8,0,5,63,1,521590.0,0,0,14,433,0
4719,8,0,5,64,1,2029000.0,28000,0,33,457,2
4720,8,0,1,56,0,2401057.0,0,0,16,534,0
4721,8,0,8,67,1,1790554.0,0,0,4,458,2
4722,8,0,5,66,1,2348000.0,0,0,33,173,0
4723,8,0,3,33,1,47854.0,0,0,33,483,2
4724,10,0,11,27,1,84173423.0,0,1,1,480,0
4725,7,0,7,53,1,51994.0,0,0,33,343,2
4726,8,0,9,50,1,534000.0,0,0,33,457,2
4727,9,0,1,49,1,19754903.0,1344436,0,33,17,0
4728,8,0,1,60,1,701000.0,0,0,33,227,2
4729,8,0,5,45,1,1811000.0,0,0,6,420,3
4730,8,1,8,50,1,122650.0,0,0,33,62,2
4731,8,0,1,61,1,28147750.0,0,0,34,202,2
4732,7,0,8,46,1,220000.0,0,0,18,348,0
4733,8,4,0,49,1,1255000.0,0,0,14,118,0
4734,3,0,2,47,1,1774911.0,713000,0,25,258,0
4735,8,0,3,50,1,235000.0,0,0,33,18,0
4736,8,0,11,38,1,1235967.0,0,0,33,62,2
4737,8,0,11,32,1,5102500.0,0,0,33,171,2
4738,8,0,0,41,1,0.0,0,0,35,243,3
4739,3,0,6,47,1,8422000.0,0,0,4,81,0
4740,7,0,3,50,1,1601000.0,0,0,33,201,2
4741,7,0,1,39,1,1364413.0,0,0,33,344,2
4742,7,0,3,50,1,2650000.0,0,0,28,506,2
4743,7,0,1,43,1,53200.0,0,0,18,198,2
4744,3,0,5,58,1,4445000.0,0,0,14,391,2
4745,8,0,11,43,1,12885000.0,200000,0,33,311,0
4746,7,0,9,62,1,3200000.0,1077,0,33,185,0
4747,7,0,0,57,1,4537000.0,0,0,11,270,0
4748,7,0,8,62,1,3500.0,0,0,33,251,2
4749,7,6,3,48,1,7296004.0,300000,0,14,433,0
4750,8,0,11,38,1,24102861.0,2725330,0,30,495,0
4751,3,0,5,33,1,200900.0,0,0,18,515,2
4752,2,0,6,58,1,6655300.0,0,1,3,492,0
4753,8,0,2,37,1,570000.0,0,0,33,304,0
4754,8,0,1,31,1,145500.0,0,0,33,144,0
4755,8,0,8,48,1,597639.0,0,0,33,144,0
4756,7,0,0,42,1,12014000.0,723000,0,4,521,0
4757,7,0,10,50,1,10284072.0,417565,0,33,524,0
4758,7,0,11,63,1,9330000.0,0,0,19,395,0
4759,3,0,5,47,1,2671687.0,1030335,0,19,177,3
4760,8,1,0,62,1,8884209.0,0,0,19,209,0
4761,8,0,11,33,1,227724.0,0,0,18,456,3
4762,8,0,3,47,1,2776000.0,0,0,33,51,0
4763,7,0,0,40,1,286000.0,0,0,33,18,0
4764,8,0,5,52,1,2168500.0,0,0,33,200,2
4765,8,0,8,59,1,1307944.0,0,0,33,320,0
4766,3,0,1,38,1,1070000.0,9594,0,6,260,3
4767,7,0,5,63,1,43000.0,0,0,33,6,2
4768,8,1,3,51,1,3549745.0,48225,0,33,410,0
4769,8,0,0,46,1,522100.0,0,0,33,227,3
4770,8,0,8,44,1,1251000.0,0,0,34,367,2
4771,7,0,5,60,1,730306.0,0,0,28,223,2
4772,8,0,5,49,1,862500.0,0,0,28,267,2
4773,7,2,3,40,1,244000.0,0,0,33,43,0
4774,3,0,0,42,1,4275000.0,0,0,27,400,0
4775,8,0,3,43,1,537000.0,0,0,33,464,2
4776,8,0,0,93,1,6748748.0,1116705,0,4,199,2
4777,2,0,0,55,1,10178871.0,571823,1,12,329,0
4778,2,0,0,72,1,10743950.0,0,1,14,433,0
4779,8,0,1,58,1,5770500.0,300000,0,19,19,2
4780,7,0,3,33,1,1655000.0,0,0,33,158,0
4781,8,2,11,67,1,9642023.0,0,1,4,199,2
4782,3,0,5,61,1,13940000.0,1700000,0,25,107,2
4783,8,0,0,41,1,620000.0,0,0,31,269,0
4784,7,0,8,40,1,47000.0,0,0,14,146,0
4785,7,0,6,58,1,14604045.0,300000,0,11,303,0
4786,8,0,5,32,1,502500.0,40000,0,4,199,2
4787,8,0,3,49,1,31475000.0,0,0,27,400,0
4788,6,0,5,50,0,88519819.0,1118242,0,3,306,0
4789,8,0,1,60,1,1128000.0,0,0,35,52,2
4790,8,0,0,33,1,555000.0,16000,0,15,417,3
4791,6,0,11,35,1,240204511.0,26229574,0,30,443,0
4792,8,0,11,60,0,6000000.0,0,0,30,381,2
4793,9,0,5,53,0,121911632.0,4507031,0,33,174,0
4794,7,0,11,55,0,3354000.0,0,0,33,173,0
4795,8,0,5,36,1,933578.0,0,0,4,474,0
4796,8,3,1,27,1,869000.0,0,0,4,451,0
4797,7,0,3,31,1,355833.0,0,0,4,88,0
4798,8,0,4,69,1,55327154.0,1766678,0,4,397,0
4799,8,0,1,32,1,1854500.0,225000,0,19,89,2
4800,7,1,1,28,1,17960000.0,2200000,0,4,521,0
4801,6,5,1,41,0,81242965.0,0,1,4,485,0
4802,7,0,5,72,1,1590500.0,0,0,35,76,2
4803,7,0,2,38,1,1641250.0,226000,0,30,131,0
4804,8,0,1,35,1,0.0,0,0,19,372,3
4805,8,0,1,65,0,4698863.0,0,0,27,400,0
4806,2,0,11,68,1,42413560.0,1362846,0,35,516,0
4807,8,0,11,49,1,254840.0,0,0,14,433,0
4808,8,1,5,45,1,1316991.0,270889,0,25,225,2
4809,7,0,1,38,1,2024021.0,0,0,14,310,3
4810,0,0,5,68,1,31461513.0,0,0,3,288,3
4811,7,0,0,32,1,1120500.0,0,0,27,172,2
4812,8,0,3,76,1,177814755.0,4200000,1,27,277,0
4813,7,0,5,45,1,4611700.0,0,0,3,306,0
4814,8,0,0,42,1,1675000.0,0,0,28,230,0
4815,8,0,6,32,1,642900.0,53000,0,10,283,2
4816,7,0,5,26,1,7896000.0,1450000,0,11,470,2
4817,3,3,5,57,1,12500.0,0,0,30,338,2
4818,9,0,1,28,1,785000.0,0,0,3,468,0
4819,8,0,3,53,1,9901000.0,0,0,31,215,0
4820,8,0,0,55,0,3123000.0,0,0,24,116,0
4821,6,2,5,47,1,11109907.0,800000,0,33,187,0
4822,0,0,5,63,1,3314729.0,0,0,32,508,0
4823,7,0,1,61,1,3271200.0,0,0,4,396,0
4824,7,0,8,46,1,1000.0,0,0,28,93,2
4825,8,0,10,64,1,46134617.0,0,0,33,442,2
4826,7,0,0,65,1,2680000.0,0,0,10,283,0
4827,7,0,5,26,1,45200.0,0,0,24,380,0
4828,7,0,0,27,1,1000.0,0,0,16,298,2
4829,7,0,0,47,1,78440.0,0,0,35,292,0
4830,8,0,5,36,0,410000.0,0,0,15,359,0
4831,8,0,9,35,1,100000.0,0,0,19,493,0
4832,3,0,6,58,1,26249301.0,2106000,0,19,536,0
4833,6,0,8,78,1,6163441.0,3019000,0,10,398,0
4834,7,1,2,45,1,66000.0,0,0,10,409,0
4835,2,0,3,62,1,20700176.0,417585,1,10,440,0
4836,8,0,1,42,1,5950000.0,210000,0,19,536,0
4837,8,0,11,61,1,34013105.0,1750000,0,19,536,0
4838,8,0,6,41,1,2030000.0,0,0,19,536,0
4839,7,0,0,27,1,285000.0,0,0,10,92,0
4840,8,0,0,34,1,1958026.0,81000,0,19,229,0
4841,3,0,5,55,1,1405000.0,0,0,31,0,3
4842,8,0,6,68,1,7449323.0,0,0,33,416,0
4843,7,0,11,29,1,95240.0,0,0,1,64,2
4844,0,0,6,62,0,18617757.0,0,1,35,211,0
4845,8,0,3,39,1,146000.0,0,0,33,464,0
4846,8,0,1,50,1,1214000.0,0,0,4,317,0
4847,2,0,11,62,1,42150634.0,843229,1,11,16,2
4848,7,0,11,59,1,4201500.0,244000,0,27,21,0
4849,9,1,5,47,1,780000.0,80000,0,3,333,0
4850,7,0,6,57,1,5940000.0,0,0,19,533,0
4851,7,0,5,38,1,1671754.0,0,0,19,533,0
4852,7,0,1,43,1,2362000.0,0,0,27,213,2
4853,8,0,1,44,1,1382000.0,0,0,28,245,0
4854,7,0,2,43,1,75000.0,0,0,30,429,0
4855,8,1,11,34,1,5252892.0,1371975,0,33,450,0
4856,7,0,0,32,1,225500.0,0,0,4,452,2
4857,7,0,5,21,1,1100000.0,0,0,33,238,0
4858,6,0,5,44,1,140289942.0,11600969,0,33,238,0
4859,8,0,11,39,1,54433258.0,0,0,15,57,0
4860,8,0,5,25,1,37000.0,0,0,33,158,0
4861,8,0,1,35,1,3028300.0,0,0,33,18,0
4862,9,0,6,31,1,25140.0,28000,0,15,58,0
4863,8,1,11,53,1,5886482.0,2472629,0,30,504,2
4864,7,0,1,66,1,17057930.0,15000,0,24,380,0
4865,7,0,1,35,1,160000.0,0,0,30,504,2
4866,7,0,6,43,1,1128300.0,0,0,30,120,2
4867,8,0,6,53,1,21964323.0,2395704,0,15,206,0
4868,6,0,11,67,1,81066000.0,3126000,0,9,384,0
4869,7,0,7,50,1,55000.0,0,0,30,30,0
4870,8,0,1,37,1,1245000.0,0,0,11,439,2
4871,8,0,3,29,1,5992835.0,0,0,33,182,0
4872,8,0,1,27,1,2053000.0,550000,0,27,400,2
4873,3,1,5,40,1,1252000.0,0,0,4,222,0
4874,7,0,5,27,1,2495450.0,0,0,33,405,0
4875,2,0,5,55,1,73376970.0,1970628,1,14,188,0
4876,7,0,1,30,1,200000.0,0,0,14,391,2
4877,2,0,4,50,1,10564046.0,200000,1,14,287,0
4878,2,0,1,50,1,7134477.0,0,1,33,444,0
4879,8,0,0,35,1,280000.0,114000,0,30,505,0
4880,8,0,11,38,1,6501178.0,1500000,0,33,1,0
4881,8,0,1,42,1,160000.0,0,0,19,110,0
4882,8,1,11,59,1,137774.0,81869,0,30,500,0
4883,7,0,0,37,1,100000.0,0,0,30,120,2
4884,9,1,6,54,1,8213389.0,18800,0,33,284,0
4885,8,0,11,32,1,140000.0,0,0,33,187,0
4886,8,0,9,43,1,6825000.0,550000,0,33,438,2
4887,8,0,3,36,1,525373.0,0,0,33,238,0
4888,7,0,5,48,1,16033000.0,0,0,4,358,2
4889,3,4,5,43,1,52175551.0,2907225,0,33,444,0
4890,7,0,1,32,1,256000.0,0,0,18,217,2
4891,7,0,6,29,1,392000.0,0,0,30,271,0
4892,7,0,1,48,1,281800.0,0,0,30,30,2
4893,6,0,1,38,1,31509170.0,192000,1,27,312,0
4894,7,0,1,40,1,2871000.0,0,0,10,377,0
4895,8,0,11,62,1,3480000.0,0,0,31,97,0
4896,7,0,5,37,1,177000.0,0,0,1,374,0
4897,10,2,5,70,1,595838093.0,56263516,1,1,374,0
4898,7,0,6,47,0,7870239.0,0,0,34,202,0
4899,7,0,0,26,1,1500.0,0,0,16,9,2
4900,8,0,11,59,1,325925000.0,0,0,30,503,0
4901,8,0,0,57,0,150000.0,0,0,16,496,0
4902,6,0,11,53,1,31519950.0,2605818,1,15,113,2
4903,8,1,6,46,1,1760000.0,0,0,31,269,2
4904,8,0,4,57,1,6302974.0,0,0,15,125,0
4905,8,0,11,28,0,93856.0,0,0,33,44,0
4906,7,0,11,33,0,892565.0,0,0,33,346,2
4907,7,0,7,30,0,468268.0,0,0,27,170,2
4908,7,0,1,33,0,1765000.0,1075000,0,5,115,0
4909,8,0,10,54,1,30648743.0,1700000,0,31,122,0
4910,7,0,0,55,1,1710000.0,0,0,27,21,0
4911,4,0,6,52,1,1164212.0,0,0,3,468,0
4912,2,0,1,39,0,10435468.0,2375000,1,33,150,0
4913,3,0,3,38,0,27477.0,0,0,35,516,2
4914,8,0,9,33,0,202000.0,0,0,33,447,0
4915,7,0,3,54,1,1350950.0,0,0,30,403,0
4916,7,0,11,36,0,8387844.0,510000,0,34,180,0
4917,6,0,6,56,0,47851009.0,6543412,0,34,202,0
4918,0,0,6,65,0,13017282.0,0,1,35,132,2
4919,8,0,3,42,1,470500.0,0,0,27,25,2
4920,6,0,1,49,0,25370874.0,6079932,0,28,63,3
4921,7,0,0,34,0,6097180.0,3045000,0,30,338,0
4922,8,0,5,45,1,72503060.0,7406366,1,30,318,0
4923,8,0,11,39,1,851533.0,191088,0,30,503,0
4924,0,0,0,32,0,1383171.0,0,0,3,246,0
4925,8,0,1,63,1,1328273.0,0,0,21,459,3
4926,7,0,0,38,1,180000.0,0,0,6,421,2
4927,6,0,11,39,1,29223157.0,500000,0,35,67,0
4928,7,0,6,35,0,4591000.0,50000,0,19,352,0
4929,8,0,5,37,0,1643000.0,1600000,0,4,199,2
4930,8,1,5,40,0,17836000.0,0,0,4,320,0
4931,8,7,11,30,0,22192.0,0,0,4,88,0
4932,7,0,10,34,1,31501000.0,4000000,0,33,185,0
4933,9,0,3,39,1,533500.0,13000,0,3,268,2
4934,4,0,11,30,0,155422.0,0,0,35,335,2
4935,9,0,0,43,0,5136715.0,800000,0,4,41,0
4936,1,0,1,37,0,1622003.0,0,1,25,225,2
4937,2,0,11,36,0,33416561.0,0,1,18,465,0
4938,7,2,0,29,0,1260459.0,728268,0,14,146,0
4939,8,0,10,28,1,3369357.0,0,0,33,251,0
4940,6,2,5,34,1,31400000.0,0,0,15,55,0
4941,8,1,5,51,1,18042636.0,6314619,0,33,464,0
4942,8,0,6,71,1,149352852.0,15495731,0,11,169,0
4943,8,0,3,47,1,351747.0,0,0,30,121,0
4944,3,1,6,55,1,9309539.0,0,0,33,346,2
4945,8,3,6,41,1,24654438.0,18044310,0,26,407,0
4946,3,2,5,54,1,37792491.0,1733008,0,33,54,0
4947,3,0,11,52,1,6774000.0,460000,0,15,55,2
4948,8,0,8,53,1,5000.0,0,0,30,503,0
4949,7,0,3,44,1,46600.0,0,0,30,503,2
4950,7,0,11,47,1,346499910.0,0,0,22,345,3
4951,9,0,11,48,1,251460907.0,97836250,0,15,125,0
4952,7,0,0,25,1,6430000.0,0,0,14,118,3
4953,7,0,8,50,1,676000.0,0,0,18,424,3
4954,2,0,5,53,1,28569974.0,3586473,1,18,424,0
4955,8,0,2,40,1,1668371.0,0,0,33,174,2
4956,7,0,5,27,1,7275515.0,7510376,0,19,388,0
4957,8,0,11,31,1,104000.0,238106,0,10,425,2
4958,7,0,5,36,1,14778143.0,600000,0,10,377,0
4959,6,0,5,34,1,7605072.0,313158,0,33,450,0
4960,3,0,1,49,1,4795000.0,130000,0,10,520,2
4961,7,0,1,37,1,1239600.0,0,0,27,196,0
4962,8,1,11,45,1,1500000.0,0,0,1,252,2
4963,7,0,0,63,1,7677881.0,21833,0,33,347,2
4964,8,0,0,59,1,2600000.0,0,0,33,517,0
4965,8,0,9,56,1,3351382.0,0,0,24,383,0
4966,7,0,6,39,1,27560000.0,800000,0,10,2,0
4967,8,0,0,45,1,513300.0,0,0,16,298,0
4968,8,0,11,51,1,24570213.0,0,1,30,403,0
4969,8,0,5,43,1,2243612066.0,2218003086,0,15,57,0
4970,8,0,11,42,1,77724418.0,7658530,1,26,407,0
4971,7,0,2,48,1,660000.0,0,0,30,121,2
4972,8,2,1,49,1,5286536.0,273603,0,15,83,3
4973,8,0,5,52,1,10601000.0,8332000,0,15,289,2
4974,7,0,11,47,1,1158000.0,0,0,30,503,0
4975,7,0,1,41,0,375000.0,15000,0,30,33,2
4976,7,0,11,49,0,97000.0,0,0,30,503,0
4977,7,0,3,37,0,1071000.0,90000,0,30,503,0
4978,8,0,11,49,0,1380999.0,253000,0,0,28,0
4979,7,0,5,27,0,602439.0,0,0,24,380,0
4980,7,0,11,33,0,10797222.0,0,0,24,477,0
4981,2,5,5,55,1,267145.0,0,0,25,151,0
4982,8,0,6,48,1,3640000.0,1450000,0,15,203,0
4983,7,0,11,50,1,2090000.0,400000,0,15,101,2
4984,7,0,5,51,1,4006360.0,176924,0,15,206,0
4985,7,0,6,48,1,4180402.0,0,0,28,245,0
4986,7,0,7,28,0,562000.0,0,0,33,46,0
4987,2,0,4,71,1,37250112.0,9709417,0,35,75,0
4988,7,0,5,33,0,14136754.0,1950000,0,19,411,0
4989,7,0,8,31,1,140000.0,0,0,4,358,0
4990,7,0,0,34,1,4305000.0,0,0,14,469,3
4991,8,0,11,61,0,14950943.0,1189000,0,15,58,0
4992,8,0,1,25,1,337000.0,0,0,33,182,0
4993,7,0,10,40,1,942970.0,0,0,26,407,0
4994,8,0,0,64,1,27140629.0,6017909,0,26,407,0
4995,8,1,6,76,1,5820782.0,0,0,14,188,0
4996,8,0,1,60,1,108270254.0,824380,0,1,530,0
4997,7,0,6,45,1,3607000.0,0,0,3,288,3
4998,6,0,11,60,1,4897276.0,544512,0,33,144,0
4999,7,0,10,34,1,1836155.0,16555,0,33,185,0
5000,7,0,2,40,1,11506000.0,500000,0,19,351,0
5001,7,0,0,39,1,332000.0,0,0,3,268,2
5002,8,0,5,31,1,600.0,0,0,25,134,0
5003,8,0,6,40,1,484637.0,21840,0,25,412,0
5004,7,1,7,57,1,1031045.0,0,0,10,233,0
5005,7,0,0,33,1,42874357.0,5223972,0,19,392,3
5006,7,0,1,36,1,600000.0,0,0,19,533,0
5007,6,0,11,36,1,53934000.0,0,0,28,5,0
5008,8,14,2,48,1,6576470.0,2148706,0,19,315,0
5009,3,0,11,59,1,14638542.0,4371964,0,33,62,2
5010,8,0,1,46,1,3430615.0,940000,0,35,106,2
5011,7,0,6,62,1,14981015.0,0,0,35,326,0
5012,2,1,1,47,0,3763779.0,176616,1,33,173,0
5013,7,0,4,53,1,0.0,0,0,30,30,2
5014,6,0,0,54,1,7335200.0,0,0,27,172,2
5015,8,0,0,65,1,1726698.0,0,0,4,140,0
5016,7,0,0,38,1,200000.0,0,0,19,80,0
5017,7,0,6,36,1,8605000.0,25000,0,4,378,0
5018,7,0,0,0,1,17029000.0,0,0,33,182,0
5019,8,0,8,38,1,700000.0,0,0,14,118,2
5020,8,0,5,65,1,5069000.0,0,0,25,484,3
5021,8,0,5,32,1,90000.0,0,0,31,382,2
5022,7,0,6,39,0,10104000.0,0,0,3,254,0
5023,7,0,9,0,1,1200000.0,0,0,33,416,0
5024,8,0,11,64,1,10977580.0,0,0,14,160,3
5025,8,0,11,49,1,1036784.0,0,0,3,333,0
5026,8,0,5,64,1,1199800.0,0,0,25,253,2
5027,8,0,5,28,0,173000.0,0,0,33,416,0
5028,8,0,11,44,1,1586000.0,150000,0,18,456,3
5029,7,0,11,45,1,3224200.0,270000,0,6,161,2
5030,7,0,0,53,1,2001874.0,215000,0,3,333,0
5031,7,0,3,36,1,2335477.0,150000,0,6,427,0
5032,7,0,1,54,1,2663064.0,0,0,35,154,0
5033,9,0,2,42,1,1468000.0,14000,0,10,233,0
5034,9,0,3,57,1,80991201.0,619000,0,19,411,0
5035,8,0,11,49,1,1416000.0,0,0,35,211,0
5036,8,1,5,29,1,53733.0,0,0,35,105,2
5037,7,0,0,39,1,417000.0,0,0,3,268,2
5038,7,0,1,34,1,89469.0,0,0,35,214,2
5039,8,0,5,42,1,3228000.0,25000,0,4,316,0
5040,7,0,2,33,1,320000.0,0,0,18,145,2
5041,8,0,1,50,1,54632098.0,10840808,0,1,249,0
5042,8,3,1,41,1,3017995.0,1206000,0,16,112,0
5043,7,0,1,29,0,22851217.0,6348982,0,14,433,0
5044,7,0,1,42,1,550000.0,0,0,14,188,0
5045,7,0,5,47,1,4383896.0,790000,0,34,13,2
5046,7,0,7,66,1,2761000.0,250000,0,11,439,0
5047,6,0,11,62,1,65670004.0,250694,0,18,145,2
5048,6,0,6,40,1,225729228.0,83740404,0,34,490,0
5049,8,0,0,50,1,50000.0,0,0,19,349,2
5050,8,0,10,39,1,2407094.0,535000,0,19,80,2
5051,7,0,3,45,1,3100000.0,0,0,30,443,0
5052,7,0,2,38,1,1265000.0,0,0,30,370,2
5053,4,1,11,54,1,8292881.0,0,0,35,32,2
5054,1,0,0,34,0,101531625.0,0,1,25,276,3
5055,8,0,6,65,1,13721058.0,0,0,13,66,0
5056,3,0,5,42,1,18452369.0,2862168,0,33,264,0
5057,6,7,5,61,1,353932000.0,0,0,33,29,0
5058,7,0,3,35,1,10000.0,0,0,33,185,0
5059,8,0,5,53,1,64920000.0,102837,0,4,451,0
5060,7,0,11,47,1,650000.0,67000,0,6,104,2
5061,8,0,11,54,1,41153192.0,1973987,0,32,508,0
5062,7,0,8,56,1,201000.0,0,0,28,130,0
5063,8,3,11,61,1,6252094.0,500000,0,14,469,3
5064,7,0,5,35,0,1485000.0,0,0,1,31,3
5065,8,0,3,28,1,877400.0,0,0,19,493,0
5066,8,0,11,30,0,1956452.0,470000,0,19,395,0
5067,8,15,0,73,1,9949808.0,672954,0,14,146,0
5068,3,1,3,46,1,383200.0,40125,0,10,233,0
5069,7,0,0,61,1,10000.0,0,0,19,110,0
5070,7,0,3,46,1,485060.0,0,0,30,148,0
5071,8,0,3,47,1,932080.0,0,0,19,153,0
5072,6,0,11,55,1,6425000.0,0,0,35,32,2
5073,2,0,5,51,1,638357.0,0,0,35,76,0
5074,8,0,6,41,0,4920835.0,1999314,0,19,448,0
5075,6,0,10,58,1,8963371.0,578925,0,35,220,0
5076,3,0,0,35,1,100000.0,0,0,35,108,2
5077,2,1,6,57,1,19960747.0,6719742,0,25,134,0
5078,8,0,5,61,1,7214494.0,478400,0,35,154,0
5079,7,0,5,43,1,95596.0,28500,0,30,482,0
5080,8,0,6,43,1,20951240.0,2190000,0,15,113,2
5081,7,0,6,57,1,16127000.0,1200000,0,15,359,0
5082,8,2,5,67,1,11600046.0,2192330,0,19,290,0
5083,6,0,11,64,1,62661560.0,14371778,0,11,210,0
5084,7,0,0,28,0,950500.0,0,0,28,506,2
5085,8,4,1,39,1,1934280.0,0,0,16,534,0
5086,7,0,1,41,1,1287246.0,0,0,27,176,2
5087,2,0,6,29,1,3771352.0,1250000,0,35,236,0
5088,6,0,11,38,1,9896131.0,381236,0,35,75,0
5089,8,0,8,43,1,161000.0,0,0,11,96,2
5090,0,0,5,32,1,605000.0,0,0,3,254,0
5091,7,0,3,53,1,732000.0,0,0,3,74,0
5092,3,0,0,34,0,79931998.0,16824018,0,33,343,0
5093,7,0,8,59,1,150000.0,0,0,30,497,0
5094,7,0,9,50,1,50000.0,0,0,31,280,3
5095,8,1,1,48,1,1615000.0,0,0,18,465,0
5096,8,0,6,28,1,5790000.0,750000,0,4,355,0
5097,6,0,11,49,1,73671067.0,8872174,0,24,162,0
5098,7,0,0,32,1,419925.0,8410,0,19,290,0
5099,8,0,5,38,1,1160000.0,0,0,33,347,0
5100,8,0,8,45,1,271966000.0,203000,0,19,418,0
5101,7,1,5,36,1,31006.0,0,0,18,49,0
5102,8,1,11,38,1,950818.0,0,0,6,421,0
5103,8,0,11,33,1,1280500.0,0,0,19,110,0
5104,8,0,6,64,1,1003000.0,0,0,19,431,2
5105,7,0,8,43,0,4242000.0,30000,0,4,521,0
5106,3,0,5,62,0,7151000.0,0,0,35,220,2
5107,0,0,8,73,0,31031095.0,0,1,35,341,0
5108,7,10,6,36,1,6204277.0,1745000,0,19,453,0
5109,7,0,5,25,1,50000.0,0,0,19,7,2
5110,8,0,3,33,1,575000.0,0,0,10,20,0
5111,2,1,0,59,1,12127000.0,6848000,1,15,294,0
5112,2,3,5,52,0,62357000.0,3817340,0,25,107,0
5113,8,0,1,33,0,132000.0,0,0,35,211,0
5114,8,0,5,35,1,42083.0,0,0,19,354,2
5115,6,5,11,36,1,10108428.0,23025000,0,25,87,2
5116,7,0,0,47,1,2115500.0,494000,0,31,122,0
5117,7,0,0,43,1,1360000.0,2500000,0,1,128,2
5118,7,0,0,40,1,15800000.0,0,0,11,476,0
5119,7,0,1,80,1,5610091.0,50000,0,19,533,3
5120,6,0,5,40,1,25786368.0,3000000,0,25,72,0
5121,7,1,11,39,1,1292500.0,294000,0,33,43,0
5122,7,0,5,45,1,9990000.0,420000,0,28,428,0
5123,7,0,5,44,1,11518516.0,555000,0,19,493,0
5124,8,3,5,45,1,19904204.0,0,0,19,351,0
5125,8,0,1,0,1,151747504.0,0,0,24,116,0
5126,8,0,1,44,1,9185000.0,3500000,0,34,202,0
5127,2,0,0,49,1,108791027.0,19198050,1,19,448,0
5128,6,0,6,51,1,76385000.0,3330000,0,33,405,0
5129,3,0,5,29,1,1997000.0,0,0,4,266,0
5130,7,0,5,36,1,2958023.0,0,0,15,149,0
5131,7,0,2,27,1,1000.0,0,0,33,10,0
5132,3,0,0,37,1,5560400.0,700000,0,28,129,2
5133,7,0,5,31,1,192500.0,0,0,33,18,2
5134,6,0,11,39,1,18180208.0,4089839,0,33,62,2
5135,8,0,5,45,1,552200.0,0,0,33,201,2
5136,3,1,0,58,1,1800000.0,1200000,0,4,60,2
5137,8,0,5,48,1,1636500.0,0,0,33,43,0
5138,8,0,11,46,1,181383957.0,0,0,4,140,0
5139,3,1,1,47,1,5839937.0,0,0,24,477,0
5140,8,1,8,32,1,14175.0,0,0,4,34,2
5141,7,0,10,29,1,1050960.0,0,0,25,134,0
5142,8,0,6,48,1,34785000.0,9985000,0,10,53,0
5143,8,0,0,46,1,95000.0,0,0,19,411,0
5144,7,0,5,43,1,2037000.0,260000,0,19,110,2
5145,7,0,3,40,1,143541.0,0,0,11,169,0
5146,8,0,0,43,1,57497526.0,633088,0,0,28,0
5147,7,0,1,50,1,2170000.0,0,0,19,117,2
5148,8,0,3,36,1,401000.0,0,0,19,229,2
5149,7,0,0,43,1,8172300.0,399000,0,4,458,0
5150,8,0,1,39,1,105000.0,0,0,33,12,0
5151,8,0,11,49,1,11672709.0,920570,0,19,290,0
5152,7,0,0,49,1,6818000.0,1423000,0,19,351,2
5153,7,0,6,40,1,1636000.0,600000,0,33,261,0
5154,7,0,0,35,1,106700.0,0,0,4,413,0
5155,7,0,11,44,1,10830016.0,202000,0,4,273,0
5156,3,1,5,32,1,3646000.0,830000,0,18,281,2
5157,8,0,1,28,1,2108742.0,0,0,33,472,0
5158,8,0,1,42,1,148635752.0,43986747,0,19,493,0
5159,7,0,11,40,1,5671309.0,0,0,33,185,0
5160,7,0,1,33,1,813000.0,0,0,14,188,0
5161,8,0,1,35,1,401000.0,0,0,18,279,0
5162,7,0,0,34,1,2670000.0,200000,0,27,79,0
5163,6,2,0,57,1,75279297.0,0,0,4,199,2
5164,8,0,1,38,1,5427000.0,47770000,0,33,114,0
5165,8,0,0,57,1,12971518.0,611559,0,19,493,0
5166,8,0,1,30,1,11000.0,0,0,35,108,2
5167,7,0,1,39,1,23729.0,0,0,35,214,2
5168,7,0,0,39,1,640607.0,0,0,3,268,2
5169,3,0,3,39,1,945000.0,0,0,35,236,0
5170,8,1,0,26,1,106000.0,0,0,11,470,2
5171,7,0,1,37,1,2200000.0,0,0,35,292,0
5172,7,0,11,43,0,183100000.0,3738000,0,19,350,0
