,Unnamed: 0,Unnamed: 0.1,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
3732,3732,3732,GE,maharashtra,15,1,2009,4.0,6,abhijitaatyavasave,M,IND,9457,ST,766240,1455543,nandurbar,52.64,1.23,3026,0.39,10809,Not Given
8100,8100,8100,GE,west_bengal,15,21,2009,4.0,3,abhijitdas,M,BJP,37542,GEN,1054112,1302398,diamond_harbour,80.94,3.56,27576,2.62,1605,Post Graduate
7952,7952,7952,GE,west_bengal,15,4,2009,4.0,7,abhijitmajumdar,M,CPI(ML)(L),3818,GEN,966371,1215464,darjeeling,79.51,0.4,101,0.01,2472,Post Graduate
7999,7999,7999,GE,west_bengal,15,9,2012,,1,abhijitmukherjee,M,INC,332919,GEN,853392,1087054,jangipur,78.51,39.01,2536,0.3,3482,
3005,3005,3005,GE,karnataka,15,25,2009,4.0,28,abhimaninarendra,M,IND,531,GEN,846982,1901346,bangalore_central,44.55,0.06,8,0.0,10809,10th Pass
3034,3034,3034,GE,karnataka,15,26,2009,4.0,20,abhimaninarendra,M,IND,439,GEN,908590,2031030,bangalore_south,44.74,0.05,0,0.0,10809,10th Pass
686,686,686,GE,bihar,15,10,2009,4.0,14,abhinavmodi,M,IND,2981,GEN,626914,1186369,kishanganj,52.84,0.48,43,0.01,10809,Graduate
8254,8254,8254,GE,west_bengal,15,35,2009,4.0,9,abhirambesra,M,JDP,6857,SC,904518,1257799,purulia,71.91,0.76,3915,0.43,11044,10th Pass
6466,6466,6466,GE,uttar_pradesh,15,2,2009,4.0,10,abhishek,M,IND,1052,GEN,725335,1282551,kairana,56.55,0.15,238,0.03,10809,10th Pass
509,509,509,GE,assam,15,12,2009,4.0,6,abinashkishoreborah,M,RWS,5631,GEN,763455,1182349,jorhat,64.57,0.74,1070,0.14,6394,10th Pass
8255,8255,8255,GE,west_bengal,15,35,2009,4.0,10,abinashsaren,M,AMB,2942,ST,904518,1257799,purulia,71.91,0.33,66,0.01,894,Graduate
2623,2623,2623,GE,karnataka,15,2,2009,4.0,3,abpatil,M,JD(S),68594,GEN,754561,1378238,belgaum,54.75,9.09,57783,7.66,10979,Graduate Professional
2289,2289,2289,GE,jammu_and_kashmir,15,2,2009,4.0,13,abrashidlone,M,RPI(A),356,GEN,282761,1106729,srinagar,25.55,0.13,1,0.0,12285,10th Pass
5267,5267,5267,GE,rajasthan,15,21,2009,4.0,5,absingh,M,BSP,10270,GEN,794800,1601444,chittorgarh,49.63,1.29,3032,0.38,16651,Post Graduate
4189,4189,4189,GE,maharashtra,15,27,2009,4.0,4,abuasimazmi,M,SP,84412,GEN,707134,1604992,mumbai_north_west,44.06,11.94,74689,10.56,7425,Graduate
438,438,438,GE,assam,15,6,2009,4.0,10,abuchandmahmmad,M,RPI(A),3597,GEN,901169,1239607,barpeta,72.7,0.4,1075,0.12,12285,Others
7985,7985,7985,GE,west_bengal,15,8,2009,4.0,1,abuhasemkhanchoudhury,M,INC,443377,GEN,829486,1052093,maldaha_dakshin,78.84,53.45,136280,16.43,3482,Doctorate
6020,6020,6020,GE,tamil_nadu,15,31,2009,4.0,14,abupackersithikj,M,IND,1874,GEN,775253,1092438,sivaganga,70.97,0.24,10,0.0,10809,Not Given
2999,2999,2999,GE,karnataka,15,25,2009,4.0,22,achandrashekar,M,IND,661,GEN,846982,1901346,bangalore_central,44.55,0.08,17,0.0,10809,8th Pass
5042,5042,5042,GE,rajasthan,15,5,2009,4.0,7,acharayadevendrakumarpauranik,M,SP,3559,GEN,725265,1507740,sikar,48.1,0.49,93,0.01,7425,Graduate
8260,8260,8260,GE,west_bengal,15,36,2009,4.0,1,achariabasudeb,M,CPM,469223,GEN,984604,1268563,bankura,77.62,47.66,107802,10.95,14635,Post Graduate
7622,7622,7622,GE,uttar_pradesh,15,68,2009,4.0,10,achchhelal,M,IND,2489,SC,658479,1509536,lalganj,43.62,0.38,81,0.01,10809,8th Pass
7705,7705,7705,GE,uttar_pradesh,15,73,2009,4.0,9,achheylalnishad,M,NELU,3219,GEN,763910,1662127,jaunpur,45.96,0.42,823,0.11,11785,Not Given
2949,2949,2949,GE,karnataka,15,23,2013,,13,achowrappa,,IND,1112,,1053358,2024717,bangalore_rural,52.02,0.11,0,0.0,10809,
2933,2933,2933,GE,karnataka,15,23,2009,4.0,12,achowrappa,M,IND,1997,GEN,1102833,1904135,bangalore_rural,57.92,0.18,186,0.02,10809,
4333,4333,4333,GE,maharashtra,15,34,2009,4.0,24,adagalebhausahebramchandra,M,IND,645,SC,734641,1806953,pune,40.66,0.09,17,0.0,10809,10th Pass
2896,2896,2896,GE,karnataka,15,21,2009,4.0,1,adagurhviswanath,M,INC,354810,GEN,973878,1653991,mysore,58.88,36.43,7691,0.79,3482,Graduate Professional
4247,4247,4247,GE,maharashtra,15,30,2009,4.0,6,adanaryapundalikpawar,M,BBM,4844,SC,598845,1515899,mumbai_south_central,39.5,0.81,819,0.14,1875,Post Graduate
8303,8303,8303,GE,west_bengal,15,41,2009,4.0,4,adarabauri,F,AUDF,21325,SC,1078811,1307730,bolpur,82.49,1.98,6744,0.63,988,5th Pass
4169,4169,4169,GE,maharashtra,15,26,2009,4.0,7,adarunrkejriwal,M,IND,2480,GEN,685022,1608924,mumbai_north,42.58,0.36,944,0.14,10809,Post Graduate
3301,3301,3301,GE,madhya_pradesh,15,1,2009,4.0,4,adbaijnathkushwaha,M,SP,32129,GEN,710666,1339897,morena,53.04,4.52,26592,3.74,7425,Post Graduate
6162,6162,6162,GE,telangana,15,1,2009,4.0,4,adetukaram,M,BJP,57931,ST,863581,1131211,adilabad,76.34,6.71,41460,4.8,1605,
4085,4085,4085,GE,maharashtra,15,21,2009,4.0,9,adgulveramnathsantuji,M,IND,1605,GEN,656892,1448414,nashik,45.35,0.24,137,0.02,10809,Not Given
4400,4400,4400,GE,maharashtra,15,38,2009,4.0,12,adhagalerajendranamdeo,M,IND,1923,SC,663881,1317890,shirdi,50.37,0.29,34,0.01,10809,8th Pass
4363,4363,4363,GE,maharashtra,15,36,2009,4.0,1,adhalraoshivajidattatray,M,SHS,482563,GEN,838728,1630466,shirur,51.44,57.54,178611,21.3,18691,Post Graduate
8217,8217,8217,GE,west_bengal,15,31,2009,4.0,1,adhikarisisirkumar,M,AITC,606712,GEN,1124447,1249775,kanthi,89.97,53.96,129103,11.48,18228,12th Pass
8208,8208,8208,GE,west_bengal,15,30,2009,4.0,1,adhikarisuvendu,M,AITC,637664,GEN,1148206,1271230,tamluk,90.32,55.54,172958,15.06,18228,Graduate
8010,8010,8010,GE,west_bengal,15,10,2009,4.0,1,adhirranjanchowdhury,M,INC,541920,GEN,952213,1179938,baharampur,80.7,56.91,186977,19.64,3482,10th Pass
3715,3715,3715,GE,madhya_pradesh,15,29,2009,4.0,5,adhivaktashankarpendam,M,IND,9779,ST,636555,1286761,betul,49.47,1.54,3922,0.62,10809,Post Graduate
363,363,363,GE,andhra_pradesh,15,24,2009,4.0,15,adinarayanareddyv,M,BHSASP,1161,GEN,995648,1311449,rajampet,75.92,0.12,0,0.0,1339,
8232,8232,8232,GE,west_bengal,15,33,2009,4.0,5,adityakisku,M,IND,26945,ST,958374,1241574,jhargram,77.19,2.81,7747,0.81,10809,12th Pass
7542,7542,7542,GE,uttar_pradesh,15,64,2009,4.0,1,adityanath,M,BJP,403156,GEN,748617,1696474,gorakhpur,44.13,53.85,220271,29.42,1605,Graduate
4186,4186,4186,GE,maharashtra,15,27,2009,4.0,1,adkamatgurudasvasant,M,INC,253920,GEN,707134,1604992,mumbai_north_west,44.06,35.91,38387,5.43,3482,Graduate Professional
2315,2315,2315,GE,jammu_and_kashmir,15,5,2009,4.0,6,adreesahmadtabbasum,M,CPI,16598,ST,611725,1363060,udhampur,44.88,2.71,11680,1.91,2444,Post Graduate
3807,3807,3807,GE,maharashtra,15,7,2009,4.0,1,adsulanandraovithoba,M,SHS,314286,SC,732492,1423855,amravati,51.44,42.91,61716,8.43,18691,Graduate
5003,5003,5003,GE,rajasthan,15,2,2009,4.0,6,adurammeghwal,M,RJVP,7156,SC,569804,1381203,bikaner,41.25,1.26,4195,0.74,6315,Literate
3259,3259,3259,GE,kerala,15,18,2009,4.0,7,advanusasi,M,IND,2357,GEN,752121,1108686,kollam,67.84,0.31,274,0.04,10809,Graduate Professional
3264,3264,3264,GE,kerala,15,19,2009,4.0,1,advasampath,M,CPM,328036,GEN,723045,1091432,attingal,66.25,45.37,18341,2.54,14635,Post Graduate
4454,4454,4454,GE,maharashtra,15,41,2009,4.0,3,advbabasahebsadashivraogaikwad,M,BSP,34033,SC,829393,1509987,latur,54.93,4.1,25248,3.04,16651,Graduate Professional
4471,4471,4471,GE,maharashtra,15,42,2009,4.0,2,advbansodesharadmaruti,M,BJP,287959,SC,743222,1594138,solapur,46.62,38.74,257502,34.65,1605,Graduate Professional
4451,4451,4451,GE,maharashtra,15,40,2009,4.0,25,advbhausahebanilbelurebemblikar,M,IND,1047,GEN,924547,1608852,osmanabad,57.47,0.11,0,0.0,10809,Graduate Professional
3201,3201,3201,GE,kerala,15,13,2009,4.0,4,advbijumjohn,M,BSP,5567,GEN,785901,1062849,idukki,73.94,0.71,2553,0.32,16651,Post Graduate
3570,3570,3570,GE,madhya_pradesh,15,17,2009,4.0,4,advbmkaushik,M,BSP,13299,SC,711229,1297404,hoshangabad,54.82,1.87,6843,0.96,16651,Graduate Professional
4090,4090,4090,GE,maharashtra,15,22,2009,4.0,2,advchintamanvanga,M,BJP,210874,ST,732587,1523061,palghar,48.1,28.78,50304,6.87,1605,Graduate Professional
3207,3207,3207,GE,kerala,15,13,2009,4.0,10,advchittoorrajamannar,M,IND,637,GEN,785901,1062849,idukki,73.94,0.08,0,0.0,10809,Graduate Professional
4007,4007,4007,GE,maharashtra,15,16,2009,4.0,22,advcsbaheti,M,JP,1514,GEN,774590,1439015,nanded,53.83,0.2,0,0.0,4406,Post Graduate
3923,3923,3923,GE,maharashtra,15,12,2009,4.0,11,advdadmalprabhakarmahaguji,M,PRBP,4228,ST,837247,1285387,gadchiroli-chimur,65.14,0.5,0,0.0,6067,Post Graduate
