,Unnamed: 0,Unnamed: 0.1,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
6457,6457,6457,GE,uttar_pradesh,15,2,2009,4.0,1,tabassumbegam,F,BSP,283259,GEN,725335,1282551,kairana,56.55,39.05,22463,3.1,16651,10th Pass
374,374,374,GE,arunachal_pradesh,15,1,2009,4.0,4,tabataku,M,LB,2971,ST,285710,433368,arunachal_west,65.93,1.04,0,0.0,4941,Graduate
3835,3835,3835,GE,maharashtra,15,8,2009,4.0,7,tagadevishweshwarawadhutrao,M,IND,2849,SC,769132,1408781,wardha,54.6,0.37,853,0.11,10809,Graduate
6283,6283,6283,GE,telangana,15,9,2009,4.0,13,taherkamalkhundmiri,M,JD(S),1620,GEN,731108,1393242,hyderabad,52.48,0.22,488,0.07,10979,
371,371,371,GE,arunachal_pradesh,15,1,2009,4.0,1,takamsanjoy,M,INC,140443,ST,285710,433368,arunachal_west,65.93,49.16,1314,0.46,3482,Graduate
2742,2742,2742,GE,karnataka,15,11,2009,4.0,3,talakallamathmaheshgurupadayya,M,NCP,7176,GEN,798214,1411500,dharwad,56.55,0.9,674,0.08,5792,Not Given
366,366,366,GE,andhra_pradesh,15,25,2009,4.0,3,talarimanohar,M,PRAP,143898,SC,1044438,1291921,chittoor,80.84,13.78,129587,12.41,6132,Not Given
683,683,683,GE,bihar,15,10,2009,4.0,11,tamajulali,M,BJJD,4101,GEN,626914,1186369,kishanganj,52.84,0.65,236,0.04,1676,Others
5857,5857,5857,GE,tamil_nadu,15,23,2009,4.0,1,tambiduraim,M,ADMK,380542,GEN,824802,1012924,karur,81.43,46.14,47254,5.73,930,Doctorate
4339,4339,4339,GE,maharashtra,15,34,2009,4.0,30,tambolishabbirsajjanbhai,M,IND,561,GEN,734641,1806953,pune,40.66,0.08,27,0.0,10809,Literate
5353,5353,5353,GE,tamil_nadu,15,2,2009,4.0,4,tamilisaisoundararajan,F,BJP,23350,GEN,659889,1016663,chennai_north,64.91,3.54,19398,2.94,1605,Not Given
5417,5417,5417,GE,tamil_nadu,15,3,2009,4.0,39,tamilselvanm,M,IND,184,GEN,728113,1162062,chennai_south,62.66,0.03,1,0.0,10809,Not Given
6053,6053,6053,GE,tamil_nadu,15,33,2009,4.0,15,tamilselvans,M,IND,926,SC,800529,1074931,theni,74.47,0.12,9,0.0,10809,10th Pass
5493,5493,5493,GE,tamil_nadu,15,6,2009,4.0,3,tamilvendant,M,DMDK,103560,SC,786910,1060188,kancheepuram,74.22,13.16,97897,12.44,2956,5th Pass
1422,1422,1422,GE,daman_and_diu,15,1,2009,4.0,3,tandelgopalbhaikalyanbhai,M,NCP,2144,GEN,68024,95382,daman_and_diu,71.32,3.15,1666,2.45,5792,Not Given
6348,6348,6348,GE,telangana,15,12,2009,4.0,8,tangiralaparamjyothi,M,BSP,11830,SC,1025367,1460484,nagarkurnool,70.21,1.15,4122,0.4,16651,
26,26,26,GE,andhra_pradesh,15,2,2009,4.0,5,tankalasudhakararao,M,BSP,15584,GEN,918772,1226125,srikakulam,74.93,1.7,3747,0.41,16651,10th Pass
5204,5204,5204,GE,rajasthan,15,15,2009,4.0,14,tanmay,M,IND,857,GEN,722870,1682713,pali,42.96,0.12,0,0.0,10809,Graduate Professional
5399,5399,5399,GE,tamil_nadu,15,3,2009,4.0,21,tanmay,M,IND,299,GEN,728113,1162062,chennai_south,62.66,0.04,6,0.0,10809,Not Given
4305,4305,4305,GE,maharashtra,15,33,2009,4.0,14,tantarpalegopalyashwantrao,M,IND,1515,SC,717616,1604886,maval,44.71,0.21,104,0.01,10809,12th Pass
4357,4357,4357,GE,maharashtra,15,35,2009,4.0,12,tantarpalegopalyeshwantrao,M,IND,3059,SC,734048,1593460,baramati,46.07,0.42,393,0.05,10809,12th Pass
119,119,119,GE,andhra_pradesh,15,10,2009,4.0,8,tanukusekhar,M,IND,3012,GEN,1078988,1275575,eluru,84.59,0.28,7,0.0,10809,10th Pass
1910,1910,1910,GE,gujarat,15,20,2009,4.0,6,tapandasguptatapanbhai,M,IND,2917,GEN,747129,1524060,vadodara,49.02,0.39,489,0.07,10809,Graduate
8270,8270,8270,GE,west_bengal,15,36,2009,4.0,11,tapankumarpathak,M,RDMP,3970,GEN,984604,1268563,bankura,77.62,0.4,0,0.0,6447,Not Given
8063,8063,8063,GE,west_bengal,15,16,2009,4.0,3,tapansikdar,M,BJP,55679,GEN,975684,1212220,dum_dum,80.49,5.71,46614,4.78,1605,Graduate
8274,8274,8274,GE,west_bengal,15,37,2009,4.0,4,tapasdas,M,JMM,21634,SC,1054149,1237948,bishnupur,85.15,2.05,3907,0.37,4653,10th Pass
8309,8309,8309,GE,west_bengal,15,42,2009,4.0,3,tapasmukherjee,M,BJP,47068,GEN,1017493,1221893,birbhum,83.27,4.63,29891,2.94,1605,Graduate Professional
8029,8029,8029,GE,west_bengal,15,12,2009,4.0,1,tapaspaul,M,AITC,443679,GEN,1045711,1223082,krishnanagar,85.5,42.43,77386,7.4,18228,Graduate
7998,7998,7998,GE,west_bengal,15,9,2009,4.0,5,tapassaha,M,IND,8141,GEN,934281,1087054,jangipur,85.95,0.87,0,0.0,10809,Graduate
8090,8090,8090,GE,west_bengal,15,19,2009,4.0,8,tapastarafdar,M,RDMP,6573,SC,915836,1143640,joynagar,80.08,0.72,0,0.0,6447,10th Pass
376,376,376,GE,arunachal_pradesh,15,2,2009,4.0,2,tapirgao,M,BJP,46974,ST,214932,301173,arunachal_east,71.36,21.86,435,0.2,1605,Post Graduate
5256,5256,5256,GE,rajasthan,15,20,2009,4.0,1,tarachand,M,INC,413169,ST,768753,1457980,banswara,52.73,53.75,199418,25.94,3482,Post Graduate
5328,5328,5328,GE,rajasthan,15,25,2009,4.0,14,tarachand,M,IND,1402,GEN,871864,1447157,jhalawar-baran,60.25,0.16,0,0.0,10809,8th Pass
6594,6594,6594,GE,uttar_pradesh,15,9,2009,4.0,18,tarachandr,M,IND,1015,SC,706365,1173915,amroha,60.17,0.14,170,0.02,10809,8th Pass
1335,1335,1335,GE,chhattisgarh,15,7,2009,4.0,9,tarachandsahubalod,M,IND,5757,GEN,905519,1620400,durg,55.88,0.64,1645,0.18,10809,
1329,1329,1329,GE,chhattisgarh,15,7,2009,4.0,3,tarachandsahubhilainagar,M,IND,261879,GEN,905519,1620400,durg,55.88,28.92,243654,26.91,10809,Post Graduate
1337,1337,1337,GE,chhattisgarh,15,7,2009,4.0,11,tarachandsahuhasda,M,IND,4015,GEN,905519,1620400,durg,55.88,0.44,965,0.11,10809,
1135,1135,1135,GE,bihar,15,36,2009,4.0,18,taragupta,F,RPP,1547,GEN,599200,1276912,jahanabad,46.93,0.26,339,0.06,12352,12th Pass
5331,5331,5331,GE,sikkim,15,1,2009,4.0,3,tarakrpradhan,M,SHRP,4639,GEN,251751,300584,sikkim,83.75,1.84,181,0.07,7931,12th Pass
8086,8086,8086,GE,west_bengal,15,19,2009,4.0,4,tarangamondal,M,AUDF,17087,SC,915836,1143640,joynagar,80.08,1.87,6278,0.69,988,10th Pass
6557,6557,6557,GE,uttar_pradesh,15,7,2009,4.0,8,tariqmiandeshmukh,M,IND,2355,GEN,606177,1154544,rampur,52.5,0.39,973,0.16,10809,12th Pass
8052,8052,8052,GE,west_bengal,15,15,2009,4.0,2,taritbarantopdar,M,CPM,372675,GEN,869968,1081237,barrackpore,80.46,42.84,341705,39.28,14635,Graduate
4447,4447,4447,GE,maharashtra,15,40,2009,4.0,21,tarkasedhananjaymurlidhar,M,ABHM,1681,GEN,924547,1608852,osmanabad,57.47,0.18,114,0.01,268,Graduate
771,771,771,GE,bihar,15,15,2009,4.0,17,tarkeshwarpaswan,M,IND,3397,SC,621813,1339949,muzaffarpur,46.41,0.55,125,0.02,10809,Literate
824,824,824,GE,bihar,15,19,2009,4.0,3,tarkeshwarsingh,M,INC,80162,GEN,599529,1312219,maharajganj,45.69,13.37,51758,8.63,3482,Graduate
4958,4958,4958,GE,punjab,15,12,2009,4.0,6,tarsemjodhan,M,CPI(ML)(L),7939,GEN,931199,1251401,sangrur,74.41,0.85,2943,0.32,2472,12th Pass
1998,1998,1998,GE,haryana,15,2,2009,4.0,13,tarsemlal,M,IND,639,GEN,875454,1166684,kurukshetra,75.04,0.07,8,0.0,10809,8th Pass
1970,1970,1970,GE,gujarat,15,25,2009,4.0,13,tarunbhaichampakbhaipatel,M,IND,1197,GEN,757551,1623415,navsari,46.66,0.16,246,0.03,10809,Illiterate
7700,7700,7700,GE,uttar_pradesh,15,73,2009,4.0,4,tasleemahmedrehmani,M,IND,51278,GEN,763910,1662127,jaunpur,45.96,6.71,40376,5.29,10809,Others
675,675,675,GE,bihar,15,10,2009,4.0,3,tasleemuddin,M,RJD,124182,GEN,626914,1186369,kishanganj,52.84,19.81,97110,15.49,12103,Literate
4426,4426,4426,GE,maharashtra,15,39,2009,4.0,21,tateashoksantram,M,ARP,1112,SC,1073983,1637239,beed,65.6,0.1,0,0.0,873,12th Pass
8138,8138,8138,GE,west_bengal,15,24,2009,4.0,3,tathagataroy,M,BJP,37044,GEN,877381,1366647,kolkata_uttar,64.2,4.22,27889,3.18,1605,Graduate Professional
4642,4642,4642,GE,odisha,15,9,2009,4.0,1,tathagatasatpathy,M,BJD,398568,GEN,856631,1283608,dhenkanal,66.74,46.53,186587,21.78,9079,12th Pass
4322,4322,4322,GE,maharashtra,15,34,2009,4.0,13,tatyaaliasnarayanshankarwambhire,M,IND,1130,GEN,734641,1806953,pune,40.66,0.15,240,0.03,10809,Not Given
4359,4359,4359,GE,maharashtra,15,35,2009,4.0,14,tatyaaliasnarayanshankarwambhire,M,IND,2489,GEN,734048,1593460,baramati,46.07,0.34,519,0.07,10809,8th Pass
4222,4222,4222,GE,maharashtra,15,28,2009,4.0,16,tatyasahebrevdekar,M,IND,704,GEN,667904,1572890,mumbai_north_east,42.46,0.11,0,0.0,10809,12th Pass
4198,4198,4198,GE,maharashtra,15,27,2009,4.0,13,tawadedilipnarayan,M,AIFB,1161,GEN,707134,1604992,mumbai_north_west,44.06,0.16,92,0.01,3040,8th Pass
4444,4444,4444,GE,maharashtra,15,40,2009,4.0,18,tawadeprakashtanajirao,M,KM,2419,GEN,924547,1608852,osmanabad,57.47,0.26,427,0.05,11376,Graduate
4097,4097,4097,GE,maharashtra,15,23,2009,4.0,1,tawaresureshkashinath,M,INC,182789,GEN,584263,1483176,bhiwandi,39.39,31.29,41364,7.08,3482,Graduate
4038,4038,4038,GE,maharashtra,15,18,2009,4.0,12,tawarkailasbhausaheb,M,STBP,2920,GEN,797127,1426255,jalna,55.89,0.37,434,0.05,8197,Post Graduate
3791,3791,3791,GE,maharashtra,15,5,2009,4.0,11,taydevitthalpandhari,M,IND,2562,GEN,853133,1382736,buldhana,61.7,0.3,556,0.07,10809,Literate
8003,8003,8003,GE,west_bengal,15,9,2012,,5,tayedvlislam,M,SDPI,24691,,853392,1087054,jangipur,78.51,2.89,11990,1.4,7985,
2956,2956,2956,GE,karnataka,15,24,2009,4.0,7,tbmadwaraja,M,IND,3529,GEN,1001657,2144091,bangalore_north,46.72,0.35,1333,0.13,10809,12th Pass
2714,2714,2714,GE,karnataka,15,8,2009,4.0,12,tchakravartinayaka,M,IND,3739,ST,754684,1363431,koppal,55.35,0.5,1,0.0,10809,8th Pass
240,240,240,GE,andhra_pradesh,15,19,2009,4.0,10,tchandrasekhar,M,IND,3346,GEN,1000208,1411460,anantapur,70.86,0.33,114,0.01,10809,
6231,6231,6231,GE,telangana,15,7,2009,4.0,3,tdevendergoud,M,PRAP,238886,GEN,1205714,2343050,malkajgiri,51.46,19.81,108680,9.01,6132,
5457,5457,5457,GE,tamil_nadu,15,4,2009,4.0,36,teackrajd,M,IND,165,GEN,610352,1000705,chennai_central,60.99,0.03,39,0.01,10809,Graduate Professional
2217,2217,2217,GE,haryana,15,10,2009,4.0,12,teekaramhooda,M,IND,1315,GEN,624937,1103046,faridabad,56.66,0.21,108,0.02,10809,Graduate Professional
4870,4870,4870,GE,punjab,15,7,2009,4.0,23,tehalsingh,M,IND,518,SC,846364,1309308,ludhiana,64.64,0.06,12,0.0,10809,Others
2924,2924,2924,GE,karnataka,15,23,2009,4.0,3,tejasvinigowda,F,INC,192822,GEN,1102833,1904135,bangalore_rural,57.92,17.48,179913,16.31,3482,Doctorate
7444,7444,7444,GE,uttar_pradesh,15,58,2009,4.0,10,tejbahadur,M,IND,3602,GEN,605386,1405884,shrawasti,43.06,0.59,166,0.03,10809,10th Pass
7782,7782,7782,GE,uttar_pradesh,15,78,2009,4.0,6,tejbahaduryadavadvocate,M,IND,14224,GEN,658685,1519449,bhadohi,43.35,2.16,5420,0.82,10809,Graduate
6638,6638,6638,GE,uttar_pradesh,15,11,2009,4.0,13,tejpalsingh,M,IND,713,GEN,613748,1280602,baghpat,47.93,0.12,290,0.05,10809,Graduate Professional
6528,6528,6528,GE,uttar_pradesh,15,5,2009,4.0,11,tejsingh,M,ASP,2446,SC,643468,1196566,nagina,53.78,0.38,171,0.03,9011,Graduate
6451,6451,6451,GE,uttar_pradesh,15,1,2009,4.0,10,tejveer,M,IND,1773,GEN,821122,1298132,saharanpur,63.25,0.22,861,0.1,10809,12th Pass
6621,6621,6621,GE,uttar_pradesh,15,10,2009,4.0,25,tejveersingh,M,RWS,444,GEN,727711,1508788,meerut,48.23,0.06,45,0.01,6394,Graduate Professional
6704,6704,6704,GE,uttar_pradesh,15,15,2009,4.0,5,tejvirsingh,M,IND,5033,GEN,692055,1345351,aligarh,51.44,0.73,1547,0.22,10809,5th Pass
2427,2427,2427,GE,jharkhand,15,6,2009,4.0,2,teklalmahto,M,JMM,138697,GEN,619190,1346527,giridih,45.98,22.4,11975,1.93,4653,Graduate Professional
3765,3765,3765,GE,maharashtra,15,4,2009,4.0,4,telishaikhismailhajihasan,M,BBM,11510,GEN,720006,1418691,raver,50.75,1.6,5243,0.73,1875,10th Pass
3293,3293,3293,GE,kerala,15,20,2009,4.0,16,tgeorge,M,IND,402,GEN,737641,1122047,thiruvananthapuram,65.74,0.05,0,0.0,10809,Graduate
7934,7934,7934,GE,west_bengal,15,2,2009,4.0,8,thaddeuslakra,M,IND,8750,ST,933734,1229301,alipurduars,75.96,0.94,92,0.01,10809,Graduate
5549,5549,5549,GE,tamil_nadu,15,8,2009,4.0,19,thagirahamed,M,LJP,854,GEN,723529,1010067,vellore,71.63,0.12,233,0.03,5029,Doctorate
4188,4188,4188,GE,maharashtra,15,27,2009,4.0,3,thakareshalinijitendra,F,MNS,124000,GEN,707134,1604992,mumbai_north_west,44.06,17.54,39588,5.6,11633,Post Graduate
1714,1714,1714,GE,gujarat,15,7,2009,4.0,11,thakkarpareshbhairasiklal,M,IND,1337,GEN,597387,1411761,ahmedabad_east,42.32,0.22,337,0.06,10809,12th Pass
1666,1666,1666,GE,gujarat,15,4,2009,4.0,6,thakoramarsinhramsinhbabuji,M,MJP,5168,GEN,692672,1393970,mahesana,49.69,0.75,373,0.05,11616,12th Pass
1669,1669,1669,GE,gujarat,15,4,2009,4.0,9,thakorramanjishivaji,M,IND,1447,GEN,692672,1393970,mahesana,49.69,0.21,40,0.01,10809,Literate
3804,3804,3804,GE,maharashtra,15,6,2009,4.0,9,thakurdasgovindchoudhari,M,IND,1994,GEN,738955,1480606,akola,49.91,0.27,564,0.08,10809,Graduate
1701,1701,1701,GE,gujarat,15,6,2009,4.0,17,thakurrakeshbhairajdevsingh,M,IND,550,GEN,790737,1555709,gandhinagar,50.83,0.07,46,0.01,10809,10th Pass
6474,6474,6474,GE,uttar_pradesh,15,3,2009,4.0,3,thakursangeetsinghsom,M,SP,106667,GEN,745001,1370117,muzaffarnagar,54.37,14.32,32819,4.41,7425,Graduate
7789,7789,7789,GE,uttar_pradesh,15,78,2009,4.0,13,thakursantoshkumar,M,RDMP,2160,GEN,658685,1519449,bhadohi,43.35,0.33,0,0.0,6447,Not Given
5571,5571,5571,GE,tamil_nadu,15,10,2009,4.0,1,thamaraiselvanr,M,DMK,365812,GEN,778102,1069601,dharmapuri,72.75,47.01,135942,17.47,10192,Graduate Professional
5930,5930,5930,GE,tamil_nadu,15,25,2009,4.0,12,thangamanik,M,IND,1497,GEN,832216,1049033,perambalur,79.33,0.18,125,0.02,10809,Post Graduate
5853,5853,5853,GE,tamil_nadu,15,22,2009,4.0,16,thangapandianr,M,IND,1148,SC,820558,1085696,dindigul,75.58,0.14,268,0.03,10809,Not Given
5785,5785,5785,GE,tamil_nadu,15,19,2009,4.0,9,thangapandianr,M,IND,3294,SC,709705,1003168,nilgiris,70.75,0.46,1939,0.27,10809,Not Given
6038,6038,6038,GE,tamil_nadu,15,32,2009,4.0,12,thangapandik,M,IND,597,GEN,791678,1022421,madurai,77.43,0.08,0,0.0,10809,8th Pass
6040,6040,6040,GE,tamil_nadu,15,33,2009,4.0,2,thangatamilselvan,M,ADMK,334273,GEN,800529,1074931,theni,74.47,41.76,263365,32.9,930,Post Graduate
5819,5819,5819,GE,tamil_nadu,15,21,2009,4.0,4,thangavelkp,M,DMDK,38824,GEN,771479,1017811,pollachi,75.8,5.03,22009,2.85,2956,12th Pass
5771,5771,5771,GE,tamil_nadu,15,18,2009,4.0,16,thangavelm,M,LJP,1533,SC,741714,993758,tiruppur,74.64,0.21,96,0.01,5029,Not Given
5716,5716,5716,GE,tamil_nadu,15,16,2009,4.0,11,thangavels,M,IND,2549,GEN,845244,1075526,namakkal,78.59,0.3,60,0.01,10809,Others
5684,5684,5684,GE,tamil_nadu,15,15,2009,4.0,2,thangkabalukv,M,INC,333969,GEN,895554,1171839,salem,76.42,37.29,213644,23.86,3482,Post Graduate
4560,4560,4560,GE,manipur,15,2,2009,4.0,8,thangkhangin,M,LJP,1252,ST,756181,909496,outer_manipur,83.14,0.17,124,0.02,5029,Post Graduate
4553,4553,4553,GE,manipur,15,2,2009,4.0,1,thangsobaite,M,INC,344517,ST,756181,909496,outer_manipur,83.14,45.56,119798,15.84,3482,Post Graduate
5710,5710,5710,GE,tamil_nadu,15,16,2009,4.0,5,thaniyarasuu,M,IND,24230,GEN,845244,1075526,namakkal,78.59,2.87,16291,1.93,10809,Post Graduate
6150,6150,6150,GE,tamil_nadu,15,39,2009,4.0,14,thankamonyc,M,IND,1266,GEN,765661,1178047,kanniyakumari,64.99,0.17,201,0.03,10809,Not Given
5722,5722,5722,GE,tamil_nadu,15,16,2009,4.0,17,tharmalingamm,M,IND,1503,GEN,845244,1075526,namakkal,78.59,0.18,219,0.03,10809,8th Pass
3618,3618,3618,GE,madhya_pradesh,15,21,2009,4.0,2,thavarchandgehlot,M,BJP,360964,SC,782928,1297313,dewas,60.35,46.1,350221,44.73,1605,Graduate
1911,1911,1911,GE,gujarat,15,20,2009,4.0,7,thavardasamulraichoithani,M,IND,2428,GEN,747129,1524060,vadodara,49.02,0.32,0,0.0,10809,10th Pass
3622,3622,3622,GE,madhya_pradesh,15,21,2009,4.0,6,thavarsingh,M,IND,5989,SC,782928,1297313,dewas,60.35,0.76,1448,0.18,10809,Illiterate
5483,5483,5483,GE,tamil_nadu,15,5,2009,4.0,25,thayumanaguruayyanar,M,AIVP,376,GEN,794052,1201237,sriperumbudur,66.1,0.05,24,0.0,457,Post Graduate
6134,6134,6134,GE,tamil_nadu,15,38,2009,4.0,19,thenkalamrajam,M,IND,889,SC,700788,1059687,tirunelveli,66.13,0.13,55,0.01,10809,Graduate Professional
2560,2560,2560,GE,jharkhand,15,11,2009,4.0,5,theodorekiro,M,JVM,23013,ST,510343,980868,khunti,52.03,4.51,8160,1.6,4736,Graduate Professional
5367,5367,5367,GE,tamil_nadu,15,2,2009,4.0,18,theyagarajanv,M,IND,539,GEN,659889,1016663,chennai_north,64.91,0.08,9,0.0,10809,12th Pass
264,264,264,GE,andhra_pradesh,15,21,2009,4.0,12,thimmappagarivenkatasivareddy,M,IND,2193,GEN,1026285,1347716,kadapa,76.15,0.21,76,0.01,10809,Graduate
2308,2308,2308,GE,jammu_and_kashmir,15,4,2009,4.0,4,thinlessangmo,F,IND,22717,ST,109575,152491,ladakh,71.86,20.73,22075,20.15,10809,Graduate Professional
365,365,365,GE,andhra_pradesh,15,25,2009,4.0,2,thippeswamym,M,INC,423717,SC,1044438,1291921,chittoor,80.84,40.57,279819,26.79,3482,12th Pass
5951,5951,5951,GE,tamil_nadu,15,27,2009,4.0,1,thirumaavalavanthol,M,VCK,428804,SC,869709,1126828,chidambaram,77.18,49.3,99083,11.39,8488,Post Graduate
5912,5912,5912,GE,tamil_nadu,15,24,2009,4.0,18,thirumavalavanm,M,IND,1018,SC,718207,1067193,tiruchirappalli,67.3,0.14,81,0.01,10809,Graduate Professional
6058,6058,6058,GE,tamil_nadu,15,33,2009,4.0,20,thirumoorthy,M,IND,674,SC,800529,1074931,theni,74.47,0.08,30,0.0,10809,Not Given
6079,6079,6079,GE,tamil_nadu,15,35,2009,4.0,3,thirunnavukkarasarsu,M,BJP,128322,GEN,777839,1133391,ramanathapuram,68.63,16.5,78751,10.12,1605,Post Graduate
6126,6126,6126,GE,tamil_nadu,15,38,2009,4.0,11,thiruvengatama,M,IND,1742,GEN,700788,1059687,tirunelveli,66.13,0.25,6,0.0,10809,Graduate Professional
5507,5507,5507,GE,tamil_nadu,15,6,2009,4.0,17,thiyagarajanm,M,IND,862,SC,786910,1060188,kancheepuram,74.22,0.11,101,0.01,10809,Graduate
2347,2347,2347,GE,jharkhand,15,1,2009,4.0,3,thomashasda,M,RJD,135011,ST,644500,1167993,rajmahal,55.18,20.95,76986,11.95,12103,12th Pass
5426,5426,5426,GE,tamil_nadu,15,4,2009,4.0,5,thomastjacob,M,YSP,2582,GEN,610352,1000705,chennai_central,60.99,0.42,474,0.08,13071,Graduate Professional
6418,6418,6418,GE,telangana,15,17,2009,4.0,9,thondapuvenkateswararao,M,BSP,6302,GEN,1034009,1259815,khammam,82.08,0.61,1759,0.17,16651,
6010,6010,6010,GE,tamil_nadu,15,31,2009,4.0,4,thoothaiselvamm,M,IND,6997,GEN,775253,1092438,sivaganga,70.97,0.9,397,0.05,10809,Not Given
4544,4544,4544,GE,maharashtra,15,48,2009,4.0,9,thoratanandraotukaram,M,IND,3376,GEN,978202,1458560,hatkanangle,67.07,0.35,1686,0.17,10809,Graduate
156,156,156,GE,andhra_pradesh,15,13,2009,4.0,3,thotachandrasekhar,M,PRAP,227764,GEN,1044731,1365177,guntur,76.53,21.8,210402,20.14,6132,Graduate
103,103,103,GE,andhra_pradesh,15,9,2009,4.0,2,thotasitaramalakshmi,F,TDP,274732,GEN,990960,1173138,narsapuram,84.47,27.72,7674,0.77,8300,Graduate
3266,3266,3266,GE,kerala,15,19,2009,4.0,3,thottakkadusasi,M,BJP,47620,GEN,723045,1091432,attingal,66.25,6.59,32062,4.43,1605,10th Pass
4548,4548,4548,GE,manipur,15,1,2009,4.0,3,thounaojamchaoba,M,MPP,101787,GEN,583218,826755,inner_manipur,70.54,17.45,67693,11.61,14852,
5527,5527,5527,GE,tamil_nadu,15,7,2009,4.0,17,thulasig,M,IND,1089,GEN,853116,1098607,arakkonam,77.65,0.13,109,0.01,10809,8th Pass
4568,4568,4568,GE,meghalaya,15,1,2009,4.0,7,tierodpassah,M,IND,3314,ST,480379,771965,shillong,62.23,0.69,0,0.0,10809,Post Graduate
6858,6858,6858,GE,uttar_pradesh,15,24,2009,4.0,5,tikaramsahu,M,CPI,14072,GEN,704522,1310878,aonla,53.74,2.0,3569,0.51,2444,Graduate
7192,7192,7192,GE,uttar_pradesh,15,45,2009,4.0,2,tilakchandraahirwar,M,BSP,271614,SC,797584,1684988,jalaun,47.33,34.05,140355,17.6,16651,Graduate
2415,2415,2415,GE,jharkhand,15,5,2009,4.0,6,tilakdharipdsingh,M,INC,49478,GEN,780538,1390428,kodarma,56.14,6.34,33613,4.31,3482,Graduate
5976,5976,5976,GE,tamil_nadu,15,28,2009,4.0,13,timothyt,M,IND,2051,GEN,799580,1091519,mayiladuthurai,73.25,0.26,223,0.03,10809,Illiterate
734,734,734,GE,bihar,15,13,2009,4.0,11,tirosharama,M,IND,6019,GEN,756450,1508361,madhepura,50.15,0.8,386,0.05,10809,Not Given
4995,4995,4995,GE,rajasthan,15,1,2009,4.0,13,titarsingh,M,IND,1801,SC,909629,1491983,ganganagar,60.97,0.2,212,0.02,10809,Literate
6432,6432,6432,GE,tripura,15,1,2009,4.0,10,titusaha,M,RDMP,2128,GEN,937517,1093799,tripura_west,85.71,0.23,0,0.0,6447,Not Given
4002,4002,4002,GE,maharashtra,15,16,2009,4.0,17,tiwariramabhagirat,F,RSPS,2056,GEN,774590,1439015,nanded,53.83,0.27,84,0.01,6792,Literate
3131,3131,3131,GE,kerala,15,6,2009,4.0,2,tkhamza,M,CPM,312343,GEN,783230,1019713,malappuram,76.81,39.88,276327,35.28,14635,Graduate Professional
3012,3012,3012,GE,karnataka,15,25,2009,4.0,35,tkpremkumar,M,PPOI,432,GEN,846982,1901346,bangalore_central,44.55,0.05,52,0.01,6298,Graduate
204,204,204,GE,andhra_pradesh,15,17,2009,4.0,6,tmaheshnaidu,M,IND,7020,GEN,994826,1358711,nandyal,73.22,0.71,32,0.0,10809,10th Pass
4459,4459,4459,GE,maharashtra,15,41,2009,4.0,8,tmkamble,M,RPI(D),4805,SC,829393,1509987,latur,54.93,0.58,236,0.03,7113,Post Graduate
2926,2926,2926,GE,karnataka,15,23,2009,4.0,5,tmmanchegowda,M,IND,10739,GEN,1102833,1904135,bangalore_rural,57.92,0.97,3312,0.3,10809,5th Pass
2943,2943,2943,GE,karnataka,15,23,2013,,7,tmmanchegowda,,IND,2945,,1053358,2024717,bangalore_rural,52.02,0.28,1074,0.1,10809,
2724,2724,2724,GE,karnataka,15,9,2009,4.0,4,tnagendra,M,BSP,14712,ST,860869,1401258,bellary,61.44,1.71,3172,0.37,16651,Graduate
876,876,876,GE,bihar,15,22,2009,4.0,13,toshansah,M,RPP,4804,GEN,564199,1229327,ujiarpur,45.89,0.85,292,0.05,12352,Post Graduate
6546,6546,6546,GE,uttar_pradesh,15,6,2009,4.0,15,totaram,M,IND,961,SC,760944,1388525,moradabad,54.8,0.13,62,0.01,10809,8th Pass
3096,3096,3096,GE,kerala,15,3,2009,4.0,4,tpchandrasekharan,M,IND,21833,GEN,862844,1071171,vadakara,80.55,2.53,17352,2.01,10809,Graduate
2964,2964,2964,GE,karnataka,15,24,2009,4.0,15,trchandrahasa,M,IND,1017,GEN,1001657,2144091,bangalore_north,46.72,0.1,153,0.02,10809,10th Pass
1503,1503,1503,GE,delhi,15,4,2009,4.0,3,trilokchandsharma,M,BSP,22364,GEN,765018,1373146,new_delhi,55.71,2.92,20265,2.65,16651,Graduate
7796,7796,7796,GE,uttar_pradesh,15,79,2009,4.0,7,triloknathverma,M,IJP,12835,GEN,732855,1405539,mirzapur,52.14,1.75,3708,0.51,3430,Others
6655,6655,6655,GE,uttar_pradesh,15,12,2009,4.0,14,triloksinghrawat,M,IND,576,GEN,829823,1831688,ghaziabad,45.3,0.07,8,0.0,10809,Graduate
422,422,422,GE,assam,15,4,2009,4.0,7,triptikanamazumdarchoudhury,F,IND,7623,GEN,1046983,1371949,dhubri,76.31,0.73,1694,0.16,10809,10th Pass
6812,6812,6812,GE,uttar_pradesh,15,21,2009,4.0,3,triptishakya,F,BJP,56265,GEN,695032,1399259,mainpuri,49.67,8.1,48509,6.98,1605,Graduate
