Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
4804,Surinder Kumar Khosla,IND,0,10th Pass,45,"Rs 19,88,000 ~ 19 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,PUNJAB,AMRITSAR
4805,Surinder Singh,Democratic Congress Party,0,Not Given,58,"Rs 42,000 ~ 42 Thou+",Rs 0 ~ ,0,PUNJAB,AMRITSAR
4806,Yusaf Mohammad,SP,0,10th Pass,34,"Rs 13,48,885 ~ 13 Lacs+",Rs 0 ~ ,0,PUNJAB,AMRITSAR
4807,Gurjeet Singh Aujla   Winner ,INC,0,12th Pass,44,"Rs 3,32,39,719 ~ 3 Crore+","Rs 72,46,478 ~ 72 Lacs+",1, BYE- ELECTION ON 04-02-2017,AMRITSAR 
4808,D. Durga Prasad,Challengers Party,0,Graduate Professional,51,"Rs 94,48,000 ~ 94 Lacs+",Rs 0 ~ ,0, BYE- ELECTION ON 04-02-2017,AMRITSAR 
4809,Daswinder Kaur,CPI,0,Graduate,52,"Rs 13,77,843 ~ 13 Lacs+",Rs 0 ~ ,0, BYE- ELECTION ON 04-02-2017,AMRITSAR 
4810,Gulzar Singh,Shiromani Lok Dal Party,0,10th Pass,50,"Rs 30,68,000 ~ 30 Lacs+","Rs 7,75,000 ~ 7 Lacs+",0, BYE- ELECTION ON 04-02-2017,AMRITSAR 
4811,Rajinder Mohan Singh Chhina,BJP,0,Graduate,66,"Rs 21,49,69,100 ~ 21 Crore+","Rs 1,13,89,253 ~ 1 Crore+",0, BYE- ELECTION ON 04-02-2017,AMRITSAR 
4812,Upkar Singh Sandhu,AAP,0,Post Graduate,63,"Rs 19,04,30,000 ~ 19 Crore+","Rs 5,24,64,205 ~ 5 Crore+",0, BYE- ELECTION ON 04-02-2017,AMRITSAR 
4813,Prem Singh Chandumajra   Winner ,SAD,0,Post Graduate,64,"Rs 14,15,99,902 ~ 14 Crore+","Rs 22,48,200 ~ 22 Lacs+",1,PUNJAB,ANANDPUR SAHIB
4814,Ambika Soni,INC,0,Post Graduate,71,"Rs 1,18,00,35,973 ~ 118 Crore+","Rs 2,78,47,000 ~ 2 Crore+",0,PUNJAB,ANANDPUR SAHIB
4815,Balbir Singh Jadla,CPI(M),0,10th Pass,62,"Rs 2,80,30,000 ~ 2 Crore+","Rs 1,10,000 ~ 1 Lacs+",0,PUNJAB,ANANDPUR SAHIB
4816,Baljit Kaur,IND,0,5th Pass,47,"Rs 2,25,281 ~ 2 Lacs+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4817,Daljit Singh,IND,0,Post Graduate,70,"Rs 1,15,07,000 ~ 1 Crore+","Rs 8,00,000 ~ 8 Lacs+",0,PUNJAB,ANANDPUR SAHIB
4818,Davinder Kumar Verma,IND,0,8th Pass,33,"Rs 60,000 ~ 60 Thou+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4819,Faqir Chand Kariha,IND,0,10th Pass,64,"Rs 14,60,000 ~ 14 Lacs+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4820,Gurmeet Singh,IND,0,8th Pass,69,"Rs 40,97,703 ~ 40 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,PUNJAB,ANANDPUR SAHIB
4821,Gurnam Singh,IND,0,Post Graduate,67,"Rs 9,81,975 ~ 9 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,PUNJAB,ANANDPUR SAHIB
4822,Gursharn Singh Panesar,IND,0,Post Graduate,50,"Rs 46,30,000 ~ 46 Lacs+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4823,Harcharan Singh,IND,0,Graduate,69,"Rs 40,00,000 ~ 40 Lacs+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4824,Himmat Singh Shergill,AAP,0,Graduate Professional,34,"Rs 4,44,87,450 ~ 4 Crore+","Rs 1,09,75,665 ~ 1 Crore+",0,PUNJAB,ANANDPUR SAHIB
4825,Jaswant Singh Mann,SAD(A)(Simranjit Singh Mann),0,Post Graduate,70,"Rs 17,57,98,500 ~ 17 Crore+","Rs 33,00,000 ~ 33 Lacs+",0,PUNJAB,ANANDPUR SAHIB
4826,K.s Makhan,BSP,0,10th Pass,43,"Rs 1,75,98,896 ~ 1 Crore+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4827,Mandeep Singh Bittu,IND,0,Post Graduate,25,"Rs 2,47,000 ~ 2 Lacs+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4828,Navneet Chautala,IND,0,12th Pass,27,"Rs 30,05,000 ~ 30 Lacs+","Rs 1,012 ~ 1 Thou+",0,PUNJAB,ANANDPUR SAHIB
4829,Ramesh Rani Parjapati,Bahujan Mukti Party,0,8th Pass,60,"Rs 55,35,000 ~ 55 Lacs+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4830,Resham Kahlon,Bahujan Sangharshh Dal,0,8th Pass,42,"Rs 4,70,500 ~ 4 Lacs+",Rs 0 ~ ,0,PUNJAB,ANANDPUR SAHIB
4831,Harsimrat Kaur Badal   Winner ,SAD,0,10th Pass,47,"Rs 1,08,16,64,910 ~ 108 Crore+","Rs 41,26,34,299 ~ 41 Crore+",1,PUNJAB,BATHINDA
4832,Ashish,IND,0,10th Pass,25,"Rs 30,267 ~ 30 Thou+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4833,Bhagwant Singh Samaon,CPI(ML)L, 3 ,8th Pass,36,"Rs 2,77,000 ~ 2 Lacs+","Rs 15,000 ~ 15 Thou+",0,PUNJAB,BATHINDA
4834,Bhupesh Kumar,IND,0,Graduate Professional,36,"Rs 6,00,000 ~ 6 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4835,Dyal Chand,IND,0,Literate,52,"Rs 58,600 ~ 58 Thou+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4836,Geeta Rani,Akhil Bharatiya Shivsena Rashtrawadi,0,5th Pass,50,Nil,Rs 0 ~ ,0,PUNJAB,BATHINDA
4837,Gurcharan Singh,IND,0,10th Pass,42,"Rs 1,40,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4838,Gurdeep Singh,Indian Krantikari Lehar,0,Illiterate,44,"Rs 5,70,000 ~ 5 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4839,Gurmeet Singh Ranghreta,Punjab Labour Party, 1 ,12th Pass,44,"Rs 35,74,000 ~ 35 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,PUNJAB,BATHINDA
4840,Jagdeep Singh,IND,0,Post Graduate,35,"Rs 27,10,473 ~ 27 Lacs+","Rs 10,84,798 ~ 10 Lacs+",0,PUNJAB,BATHINDA
4841,Jagdeep Singh Gehri,IND,0,10th Pass,39,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4842,Jagdish Rai Sharma,Nav Bharat Democratic Party, 1 ,Post Graduate,57,"Rs 95,63,000 ~ 95 Lacs+","Rs 3,62,000 ~ 3 Lacs+",0,PUNJAB,BATHINDA
4843,Jaspal Singh,IND,0,10th Pass,36,"Rs 29,00,000 ~ 29 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4844,Jasraj Singh Longia,AAP,0,Graduate,40,"Rs 31,21,648 ~ 31 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4845,Kartar Singh,IND,0,8th Pass,60,"Rs 49,85,000 ~ 49 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4846,Kuldeep Singh,BSP,0,10th Pass,32,"Rs 80,95,000 ~ 80 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4847,Makhan Lal,Bahujan Samaj Party (Ambedkar),0,8th Pass,43,"Rs 91,000 ~ 91 Thou+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4848,Manpreet Singh Badal S/o Gurdas Singh,INC,0,Graduate Professional,52,"Rs 42,11,40,137 ~ 42 Crore+","Rs 4,27,57,722 ~ 4 Crore+",0,PUNJAB,BATHINDA
4849,Manpreet Singh Badal S/o Gurdev Singh,IND,0,10th Pass,33,"Rs 7,40,000 ~ 7 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4850,Navneet,SHS,0,12th Pass,42,"Rs 57,60,000 ~ 57 Lacs+","Rs 5,60,000 ~ 5 Lacs+",0,PUNJAB,BATHINDA
4851,Rajinder Singh,SAD(A)(Simranjit Singh Mann),0,10th Pass,0,"Rs 26,00,000 ~ 26 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4852,Sanjeev Kumar Thapar,IND,0,10th Pass,34,"Rs 26,70,000 ~ 26 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,PUNJAB,BATHINDA
4853,Satish Arora,IND,0,12th Pass,51,"Rs 1,36,15,000 ~ 1 Crore+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4854,Shaminder Singh,JKNPP,0,12th Pass,34,"Rs 33,35,000 ~ 33 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,PUNJAB,BATHINDA
4855,Sukhwinder Singh,Bahujan Mukti Party,0,12th Pass,33,"Rs 2,41,500 ~ 2 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4856,Suresh Kumar Goyal,Janral Samaj Party,0,Others,70,"Rs 15,06,952 ~ 15 Lacs+","Rs 1,23,000 ~ 1 Lacs+",0,PUNJAB,BATHINDA
4857,Sushil Kumar Jindal,IND,0,10th Pass,31,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4858,Swaran Singh,IND,0,Graduate,45,"Rs 1,11,75,000 ~ 1 Crore+","Rs 13,20,000 ~ 13 Lacs+",0,PUNJAB,BATHINDA
4859,Vijay Kumar,IND, 2 ,10th Pass,44,"Rs 6,60,000 ~ 6 Lacs+",Rs 0 ~ ,0,PUNJAB,BATHINDA
4860,Prof. Sadhu Singh   Winner ,AAP,0,Post Graduate,73,"Rs 58,79,516 ~ 58 Lacs+","Rs 70,000 ~ 70 Thou+",1,PUNJAB,FARIDKOT
4861,Badal Singh,IND,0,8th Pass,29,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4862,Darshan Singh,SAD(A)(Simranjit Singh Mann),0,5th Pass,36,"Rs 4,12,000 ~ 4 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4863,Gobind Singh,RPI(A),0,8th Pass,34,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4864,Gurcharan Singh,RPI,0,10th Pass,59,"Rs 8,05,000 ~ 8 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4865,Jarnail Singh,Nav Bharat Democratic Party, 1 ,Illiterate,47,"Rs 2,10,124 ~ 2 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4866,Jasveer Singh,IND,0,Post Graduate,38,"Rs 34,921 ~ 34 Thou+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4867,Joginder Singh,INC,0,8th Pass,55,"Rs 3,34,99,042 ~ 3 Crore+","Rs 8,83,983 ~ 8 Lacs+",0,PUNJAB,FARIDKOT
4868,Joginder Singh S/o Kesar Singh,IND,0,Graduate,75,"Rs 46,96,076 ~ 46 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4869,Kashmir Singh,CPI,0,Graduate,46,"Rs 9,02,000 ~ 9 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4870,Mangat Ram Manga,SHS,0,Not Given,42,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4871,Moti Lal,Bharatiya Sant Mat Party,0,8th Pass,45,"Rs 1,94,500 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4872,Paramjeet Kaur W/o Gurpreet Singh,IND,0,Literate,30,"Rs 2,30,466 ~ 2 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,PUNJAB,FARIDKOT
4873,Paramjit Kaur Gulshan,SAD,0,Post Graduate,65,"Rs 3,76,37,845 ~ 3 Crore+","Rs 48,76,412 ~ 48 Lacs+",0,PUNJAB,FARIDKOT
4874,Paramjit Kaur W/o Amrik Singh,Bahujan Mukti Party,0,10th Pass,47,"Rs 60,000 ~ 60 Thou+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4875,Reena Kumari,IND,0,Illiterate,30,"Rs 4,68,268 ~ 4 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4876,Sant Ram,BSP,0,12th Pass,54,"Rs 20,92,700 ~ 20 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4877,Satpal Singh,Indian Krantikari Lehar,0,Illiterate,50,"Rs 16,30,000 ~ 16 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4878,Seema Rani,IND,0,Graduate Professional,30,"Rs 2,12,286 ~ 2 Lacs+",Rs 0 ~ ,0,PUNJAB,FARIDKOT
4879,Harinder Singh Khalsa   Winner ,AAP,0,Post Graduate,67,"Rs 3,55,88,128 ~ 3 Crore+","Rs 67,00,000 ~ 67 Lacs+",1,PUNJAB,FATEHGARH SAHIB
4880,Avtar Singh,IND,0,5th Pass,46,"Rs 17,500 ~ 17 Thou+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4881,Dharam Singh,SAD(A)(Simranjit Singh Mann),0,10th Pass,47,"Rs 5,28,006 ~ 5 Lacs+","Rs 10,000 ~ 10 Thou+",0,PUNJAB,FATEHGARH SAHIB
4882,Gurdeep Singh,Inqalab Vikas Dal,0,10th Pass,37,"Rs 3,35,519 ~ 3 Lacs+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4883,Harpreet Singh,Bahujan Mukti Party,0,12th Pass,26,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4884,Kulwant Singh,SAD,0,10th Pass,52,"Rs 1,39,61,18,874 ~ 139 Crore+","Rs 17,45,38,688 ~ 17 Crore+",0,PUNJAB,FATEHGARH SAHIB
4885,Lachhman Singh S/o S.gulzar Singh,IND,0,5th Pass,56,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4886,Lachhman Singh S/o S.saroop Singh,IND, 2 ,10th Pass,45,"Rs 15,92,500 ~ 15 Lacs+","Rs 3,60,000 ~ 3 Lacs+",0,PUNJAB,FATEHGARH SAHIB
4887,Lakhvir Singh,JKNPP,0,5th Pass,46,"Rs 72,500 ~ 72 Thou+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4888,Manpreet Singh,IND,0,10th Pass,33,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4889,Nirmal Singh,NCP,0,12th Pass,52,"Rs 1,70,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4890,Paramjit Singh,IND,0,10th Pass,50,"Rs 5,32,000 ~ 5 Lacs+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4891,Ranjit Singh,IND,0,10th Pass,32,"Rs 11,20,500 ~ 11 Lacs+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4892,Sadhu Singh,INC,0,10th Pass,54,"Rs 73,35,200 ~ 73 Lacs+",Rs 0 ~ ,0,PUNJAB,FATEHGARH SAHIB
4893,Sarabjeet Singh,BSP,0,12th Pass,36,"Rs 3,65,50,000 ~ 3 Crore+","Rs 1,20,000 ~ 1 Lacs+",0,PUNJAB,FATEHGARH SAHIB
4894,Sher Singh Ghubaya   Winner ,SAD,0,10th Pass,51,"Rs 9,61,21,057 ~ 9 Crore+","Rs 51,33,876 ~ 51 Lacs+",1,PUNJAB,FIROZPUR
4895,Baljinder Singh,Bharatiya Gaon Taj Dal,0,Graduate,38,"Rs 11,18,000 ~ 11 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4896,Chanan Singh Wattu,IND,0,Graduate,62,"Rs 1,13,39,000 ~ 1 Crore+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4897,Dhian Singh Mand,SAD(A)(Simranjit Singh Mann),0,8th Pass,48,"Rs 9,22,000 ~ 9 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,PUNJAB,FIROZPUR
4898,Gurjant Singh,IND,0,Literate,58,"Rs 6,18,766 ~ 6 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4899,Manoj Kumar Monga,IND,0,Not Given,41,"Rs 3,77,500 ~ 3 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4900,Panjab Singh Katwal,IND,0,12th Pass,33,"Rs 1,72,82,000 ~ 1 Crore+","Rs 18,00,000 ~ 18 Lacs+",0,PUNJAB,FIROZPUR
4901,Paramjeet Singh Desal,IND,0,8th Pass,54,"Rs 9,50,000 ~ 9 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4902,Raj Gill,IND,0,8th Pass,42,"Rs 5,90,000 ~ 5 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4903,Rajinder Bhatheja,IND,0,8th Pass,38,"Rs 8,13,725 ~ 8 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4904,Ram Kumar Parjapat,BSP,0,Graduate,43,"Rs 1,49,55,000 ~ 1 Crore+","Rs 25,18,500 ~ 25 Lacs+",0,PUNJAB,FIROZPUR
4905,Sampuran Singh,IND,0,12th Pass,41,"Rs 12,87,246 ~ 12 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4906,Satnam Paul Kamboj,AAP,0,Graduate Professional,59,"Rs 13,00,000 ~ 13 Lacs+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4907,Sunil Jakhar,INC,0,Post Graduate,60,"Rs 25,30,69,342 ~ 25 Crore+",Rs 0 ~ ,0,PUNJAB,FIROZPUR
4908,Swaran Singh,IND,0,Graduate,45,"Rs 1,11,75,000 ~ 1 Crore+","Rs 13,20,000 ~ 13 Lacs+",0,PUNJAB,FIROZPUR
4909,Vinod Khanna   Winner ,BJP,0,Graduate,68,"Rs 66,93,43,376 ~ 66 Crore+","Rs 1,26,95,306 ~ 1 Crore+",1,PUNJAB,GURDASPUR
4910,Amit Aggarwal,IND,0,12th Pass,42,"Rs 12,49,500 ~ 12 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,PUNJAB,GURDASPUR
4911,Gurmeet Singh Bakhatpura,CPI(ML)L,0,12th Pass,62,"Rs 37,00,000 ~ 37 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,PUNJAB,GURDASPUR
4912,Gurpreet Singh Khanna,Bharatiya Gaon Taj Dal,0,Graduate,46,"Rs 16,54,228 ~ 16 Lacs+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4913,Mukesh,IND,0,Post Graduate,32,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4914,Partap Singh Bajwa,INC,0,Graduate,57,"Rs 24,70,69,039 ~ 24 Crore+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4915,Peter Masih,SARVAJAN SAMAJ PARTY (D),0,12th Pass,0,"Rs 17,64,000 ~ 17 Lacs+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4916,Rohit Maingi,IND,0,12th Pass,37,"Rs 12,39,600 ~ 12 Lacs+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4917,Santosh Kumari,Megh Desham Party,0,12th Pass,38,"Rs 6,02,556 ~ 6 Lacs+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4918,Sikander Singh,IND,0,12th Pass,34,"Rs 1,500 ~ 1 Thou+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4919,Sucha Singh Chhotepur,AAP,0,Graduate,66,"Rs 3,12,70,000 ~ 3 Crore+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4920,Sukhwinder Singh,BSP,0,Graduate,56,"Rs 2,22,13,245 ~ 2 Crore+","Rs 15,05,787 ~ 15 Lacs+",0,PUNJAB,GURDASPUR
4921,Varinder Singh,CPI,0,Graduate Professional,27,"Rs 1,01,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,GURDASPUR
4922,Sunil Kumar Jakhar   Winner ,INC,0,Post Graduate,63,"Rs 24,14,51,675 ~ 24 Crore+","Rs 29,198 ~ 29 Thou+",1, BYE ELECTION ON 11-10-2017,GURDASPUR 
4923,Kulwant Singh,SAD(Amritsar),0,10th Pass,56,"Rs 91,55,000 ~ 91 Lacs+","Rs 15,00,000 ~ 15 Lacs+",0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4924,Pardeep Kumar,IND,0,12th Pass,32,"Rs 30,96,000 ~ 30 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4925,Parvinder Singh,IND,0,Graduate,47,"Rs 1,71,95,942 ~ 1 Crore+","Rs 32,82,445 ~ 32 Lacs+",0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4926,Pawan Kumar,IND,0,8th Pass,63,"Rs 37,72,853 ~ 37 Lacs+","Rs 15,00,000 ~ 15 Lacs+",0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4927,Rajinder Singh,Hindustan Shakti Sena, 1 ,8th Pass,41,"Rs 22,95,900 ~ 22 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4928,Sandeep Kumar,IND,0,10th Pass,30,"Rs 38,80,000 ~ 38 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4929,Santosh Kumari,Megh Desham Party,0,12th Pass,41,"Rs 55,80,086 ~ 55 Lacs+",Rs 0 ~ ,0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4930,Satnam Singh,IND,0,10th Pass,59,"Rs 6,000 ~ 6 Thou+",Rs 0 ~ ,0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4931,Suresh Kumar Khajuria,AAP,0,Post Graduate,64,"Rs 4,08,42,259 ~ 4 Crore+",Rs 0 ~ ,0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4932,Swaran Salaria,BJP,0,12th Pass,63,"Rs 7,30,89,56,418 ~ 730 Crore+","Rs 10,12,12,932 ~ 10 Crore+",0, BYE ELECTION ON 11-10-2017,GURDASPUR 
4933,Vijay Sampla   Winner ,BJP,0,10th Pass,52,"Rs 1,51,64,322 ~ 1 Crore+","Rs 40,20,543 ~ 40 Lacs+",1,PUNJAB,HOSHIARPUR
4934,Anoop Singh,Bharti Jan Suraksha Party,0,10th Pass,53,"Rs 43,90,000 ~ 43 Lacs+","Rs 2,20,000 ~ 2 Lacs+",0,PUNJAB,HOSHIARPUR
4935,Anu Kumar,IND, 1 ,12th Pass,28,"Rs 91,000 ~ 91 Thou+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4936,Bhagwan Singh Chauhan,BSP,0,Graduate,55,"Rs 40,30,849 ~ 40 Lacs+","Rs 26,40,000 ~ 26 Lacs+",0,PUNJAB,HOSHIARPUR
4937,Bishan Dass,IND,0,10th Pass,65,"Rs 55,39,310 ~ 55 Lacs+","Rs 2,42,610 ~ 2 Lacs+",0,PUNJAB,HOSHIARPUR
4938,Davinder Singh,IND,0,10th Pass,36,"Rs 13,29,540 ~ 13 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4939,Deepak Kumar,Bahujan Mukti Party,0,10th Pass,33,"Rs 53,16,000 ~ 53 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4940,Jaswinder Singh,SHS,0,5th Pass,53,"Rs 19,77,048 ~ 19 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4941,Lakhvir Singh,Democratic Bharatiya Samaj Party,0,8th Pass,51,"Rs 2,35,000 ~ 2 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4942,Mohinder Singh Kaypee,INC,0,Graduate Professional,57,"Rs 7,06,07,263 ~ 7 Crore+","Rs 37,69,400 ~ 37 Lacs+",0,PUNJAB,HOSHIARPUR
4943,Om Parkash Jakhu,IND,0,5th Pass,73,"Rs 58,144 ~ 58 Thou+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4944,Pawan Kumar,IND,0,10th Pass,30,"Rs 91,000 ~ 91 Thou+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4945,Ram Kishan,IND,0,10th Pass,62,"Rs 12,93,000 ~ 12 Lacs+","Rs 1,65,000 ~ 1 Lacs+",0,PUNJAB,HOSHIARPUR
4946,Ravi Dutt,IND,0,12th Pass,43,"Rs 23,62,000 ~ 23 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4947,Shamsher Singh,SAD(A)(Simranjit Singh Mann),0,Graduate Professional,78,"Rs 10,43,500 ~ 10 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4948,Vijay Kumar,SARVAJAN SAMAJ PARTY (D),0,Illiterate,38,"Rs 8,61,000 ~ 8 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4949,Yamini Gomar,AAP,0,Graduate,39,"Rs 12,23,000 ~ 12 Lacs+",Rs 0 ~ ,0,PUNJAB,HOSHIARPUR
4950,Santokh Singh Chaudhary   Winner ,INC,0,Graduate Professional,67,"Rs 10,40,40,531 ~ 10 Crore+","Rs 61,94,323 ~ 61 Lacs+",1,PUNJAB,JALANDHAR
4951,Ajay Kumar Bhagat,IND,0,12th Pass,42,"Rs 76,000 ~ 76 Thou+",Rs 0 ~ ,0,PUNJAB,JALANDHAR
4952,Amit Jassi,IND,0,Graduate,33,"Rs 3,77,801 ~ 3 Lacs+","Rs 10,000 ~ 10 Thou+",0,PUNJAB,JALANDHAR
4953,Darshan Nahar,IND,0,8th Pass,49,"Rs 15,68,000 ~ 15 Lacs+","Rs 85,000 ~ 85 Thou+",0,PUNJAB,JALANDHAR
4954,Dharminder,IND, 1 ,Illiterate,46,"Rs 12,94,000 ~ 12 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,PUNJAB,JALANDHAR
4955,Jagan Nath Bajwa,IND,0,5th Pass,53,"Rs 6,76,376 ~ 6 Lacs+","Rs 1,09,763 ~ 1 Lacs+",0,PUNJAB,JALANDHAR
4956,Jarnail Singh,Bharti Jan Suraksha Party,0,Graduate Professional,0,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,PUNJAB,JALANDHAR
4957,Jyoti Mann,AAP,0,Graduate,27,"Rs 1,52,000 ~ 1 Lacs+",Rs 0 ~ ,0,PUNJAB,JALANDHAR
4958,K.k. Sabharwal,IND,0,10th Pass,44,"Rs 5,70,508 ~ 5 Lacs+",Rs 0 ~ ,0,PUNJAB,JALANDHAR
4959,Kamal Thapar,IND,0,10th Pass,50,"Rs 3,33,850 ~ 3 Lacs+",Rs 0 ~ ,0,PUNJAB,JALANDHAR
4960,Kuldip Kumar,IND,0,10th Pass,46,Nil,Rs 0 ~ ,0,PUNJAB,JALANDHAR
4961,Love Kishor,IND,0,Literate,40,"Rs 48,450 ~ 48 Thou+",Rs 0 ~ ,0,PUNJAB,JALANDHAR
4962,Manjeet Kaur W/o Sukhdev Singh,IND,0,5th Pass,37,"Rs 38,57,563 ~ 38 Lacs+","Rs 18,26,097 ~ 18 Lacs+",0,PUNJAB,JALANDHAR
