Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
3774,Annasaheb Devidasrao Ugale,IND,0,Illiterate,51,"Rs 4,74,300 ~ 4 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3775,Arun Chintaman Chavhan,IND,0,Graduate,32,"Rs 58,100 ~ 58 Thou+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3776,Autade Vilas Keshavrao	,INC, 3 ,12th Pass,50,"Rs 27,82,37,603 ~ 27 Crore+","Rs 1,56,78,811 ~ 1 Crore+",0,MAHARASHTRA,JALNA
3777,Feroz Ali,Bahujan Mukti Party,0,10th Pass,59,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3778,Ganesh Shankar Chandode,Akhil Bharatiya Sena, 1 ,8th Pass,30,"Rs 6,39,662 ~ 6 Lacs+","Rs 1,60,000 ~ 1 Lacs+",0,MAHARASHTRA,JALNA
3779,Mahendra Kacharu Sonwane,BSP,0,10th Pass,39,"Rs 1,03,57,300 ~ 1 Crore+","Rs 22,00,000 ~ 22 Lacs+",0,MAHARASHTRA,JALNA
3780,Nade Dnyaneshwar Dagduji,IND, 1 ,8th Pass,52,"Rs 1,35,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3781,Pramod Baburao Kharat,Bahujan Republican Socialist Party,0,8th Pass,49,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3782,Raju Ashok Gawali,IND,0,12th Pass,30,"Rs 7,56,334 ~ 7 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3783,Ratan Aasaram Landge,IND,0,Illiterate,39,"Rs 1,26,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3784,Sapkal Lilabai Dharma,Rashtriya Mahila Party,0,Illiterate,55,"Rs 1,78,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3785,Shahadev Mahadev Palve,IND, 1 ,Graduate,35,"Rs 4,57,602 ~ 4 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3786,Sharadchandra Ganpatrao Wankhede,Vanchit Bahujan Aaghadi, 2 ,Post Graduate,65,"Rs 2,32,82,500 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,JALNA
3787,Sirsath Sham,IND,0,Graduate,31,"Rs 76,99,000 ~ 76 Lacs+","Rs 3,19,714 ~ 3 Lacs+",0,MAHARASHTRA,JALNA
3788,Trimabak Baburao Jadhav,Swatantra Bharat Paksha,0,Graduate Professional,64,"Rs 1,73,52,944 ~ 1 Crore+","Rs 32,48,000 ~ 32 Lacs+",0,MAHARASHTRA,JALNA
3789,Uttam Dhanu Rathod,Aasra Lokmanch Party,0,10th Pass,65,"Rs 2,57,559 ~ 2 Lacs+","Rs 65,536 ~ 65 Thou+",0,MAHARASHTRA,JALNA
3790,Dr. Shrikant Eknath Shinde   Winner ,SHS, 1 ,Post Graduate,32,"Rs 1,96,16,515 ~ 1 Crore+","Rs 12,41,233 ~ 12 Lacs+",1,MAHARASHTRA,KALYAN
3791,Ajayshyam Ramlakhan Maurya,IND,0,8th Pass,47,"Rs 74,11,000 ~ 74 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3792,Amrish Raj Morajkar,IND,0,Others,33,"Rs 3,77,489 ~ 3 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,MAHARASHTRA,KALYAN
3793,Asmita Pushkar Puranik,IND, 1 ,Others,40,"Rs 2,54,96,500 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3794,Babaji Balaram Patil,NCP, 1 ,10th Pass,52,"Rs 42,18,63,127 ~ 42 Crore+","Rs 35,87,200 ~ 35 Lacs+",0,MAHARASHTRA,KALYAN
3795,Chandrakant Mote,IND,0,10th Pass,57,"Rs 1,14,06,293 ~ 1 Crore+","Rs 32,42,933 ~ 32 Lacs+",0,MAHARASHTRA,KALYAN
3796,Dinkar Rangnath Palake,IND,0,5th Pass,64,"Rs 5,77,500 ~ 5 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3797,Dr. Suresh Abhiman Gawai,Bharat Prabhat Party,0,Graduate Professional,50,"Rs 1,20,92,643 ~ 1 Crore+","Rs 15,00,000 ~ 15 Lacs+",0,MAHARASHTRA,KALYAN
3798,Gautam Baburao Waghchaure,Bahujan Mukti Party,0,Illiterate,56,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3799,Habibur Rehaman Obbadur Khan,Peace Party,0,10th Pass,59,"Rs 58,87,500 ~ 58 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3800,Haresh Sambhaji Bramhane,Bahujan Republican Socialist Party,0,12th Pass,43,"Rs 61,800 ~ 61 Thou+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3801,Jafarullah Gulam Rab Sayyad,IND,0,Post Graduate,36,"Rs 70,33,568 ~ 70 Lacs+","Rs 11,15,180 ~ 11 Lacs+",0,MAHARASHTRA,KALYAN
3802,Milind Kashinath Kamble,Bharat Jan Aadhar Party,0,Graduate,35,"Rs 28,92,431 ~ 28 Lacs+","Rs 4,74,321 ~ 4 Lacs+",0,MAHARASHTRA,KALYAN
3803,Mohd. Yusuf Mohd. Farook Khan,IND,0,8th Pass,40,"Rs 2,79,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3804,Munir Ahmad Ansari,IUML, 1 ,8th Pass,45,"Rs 34,59,800 ~ 34 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3805,Nafis Ahamad Ansari,IND,0,8th Pass,42,"Rs 8,63,000 ~ 8 Lacs+","Rs 2,18,304 ~ 2 Lacs+",0,MAHARASHTRA,KALYAN
3806,Narendra Vaman More,IND,0,Graduate,55,"Rs 97,00,000 ~ 97 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3807,Ravindra Abhimanyu Kene,BSP, 1 ,10th Pass,35,"Rs 89,99,137 ~ 89 Lacs+","Rs 9,05,000 ~ 9 Lacs+",0,MAHARASHTRA,KALYAN
3808,Sanjay Ramrao Hedaoo,Vanchit Bahujan Aaghadi, 3 ,12th Pass,54,"Rs 2,60,000 ~ 2 Lacs+","Rs 8,14,407 ~ 8 Lacs+",0,MAHARASHTRA,KALYAN
3809,Santosh Bhikaji Bhalerao,Ambedkarite Party of India,0,Post Graduate,41,"Rs 1,50,31,500 ~ 1 Crore+","Rs 22,22,000 ~ 22 Lacs+",0,MAHARASHTRA,KALYAN
3810,Shiva Krishnamurthy Iyer,IND, 1 ,Post Graduate,57,"Rs 2,18,00,000 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3811,Sonali Ashok Gangavane,IND,0,12th Pass,34,"Rs 5,72,515 ~ 5 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3812,Suhas Dhananjay Bonde,IND, 1 ,12th Pass,47,"Rs 7,25,95,476 ~ 7 Crore+","Rs 27,67,246 ~ 27 Lacs+",0,MAHARASHTRA,KALYAN
3813,Vasim Ali Nazir Ali Sayyed,IND, 3 ,Graduate,40,"Rs 19,28,182 ~ 19 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3814,Vinay Dubey,IND, 3 ,12th Pass,33,"Rs 22,14,355 ~ 22 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3815,Vinod Manohar Salve,Bhartiya Kisan Party,0,5th Pass,45,"Rs 17,997 ~ 17 Thou+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3816,Yasmin Banoo Mohammed Salim,IND,0,12th Pass,40,"Rs 1,15,16,326 ~ 1 Crore+",Rs 0 ~ ,0,MAHARASHTRA,KALYAN
3817,Sanjay Sadashivrao Mandlik   Winner ,SHS,0,Post Graduate,54,"Rs 9,51,71,892 ~ 9 Crore+","Rs 1,05,80,414 ~ 1 Crore+",1,MAHARASHTRA,KOLHAPUR
3818,Aruna Mohan Mali,Vanchit Bahujan Aaghadi, 1 ,Doctorate,37,"Rs 9,64,227 ~ 9 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KOLHAPUR
3819,Bajirao Sadashiv Naik,IND, 2 ,12th Pass,39,"Rs 5,70,000 ~ 5 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,MAHARASHTRA,KOLHAPUR
3820,Dayanand Maruti Kamble,Bahujan Republican Socialist Party,0,12th Pass,47,"Rs 4,70,836 ~ 4 Lacs+","Rs 12,35,700 ~ 12 Lacs+",0,MAHARASHTRA,KOLHAPUR
3821,Dhananjay Mahadik,NCP, 4 ,Graduate,47,"Rs 66,31,40,000 ~ 66 Crore+","Rs 13,54,55,000 ~ 13 Crore+",0,MAHARASHTRA,KOLHAPUR
3822,Dundappa Kundappa Shrikant Sir,BSP,0,Post Graduate,68,"Rs 12,32,317 ~ 12 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,MAHARASHTRA,KOLHAPUR
3823,Kisan Keraba Katkar,Baliraja Party,0,10th Pass,64,"Rs 69,76,481 ~ 69 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KOLHAPUR
3824,Mane Arvind Bhiva,IND,0,12th Pass,51,"Rs 8,62,900 ~ 8 Lacs+","Rs 11,00,000 ~ 11 Lacs+",0,MAHARASHTRA,KOLHAPUR
3825,Mulla Mushtak Ajij,IND,0,12th Pass,48,"Rs 99,500 ~ 99 Thou+","Rs 40,000 ~ 40 Thou+",0,MAHARASHTRA,KOLHAPUR
3826,Paresh Dattatray Bhosale,IND,0,12th Pass,38,"Rs 2,06,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KOLHAPUR
3827,Rajendra Balaso Koli (Galatage),IND,0,5th Pass,55,"Rs 1,14,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KOLHAPUR
3828,Sandeep Bhairavnath Kogale,IND,0,Post Graduate,33,"Rs 37,74,357 ~ 37 Lacs+","Rs 1,09,000 ~ 1 Lacs+",0,MAHARASHTRA,KOLHAPUR
3829,Sandeep Gundopant Sankpal,IND,0,10th Pass,38,"Rs 8,75,000 ~ 8 Lacs+","Rs 5,35,000 ~ 5 Lacs+",0,MAHARASHTRA,KOLHAPUR
3830,Siddharth Abaso Nagaratna,Bahujan Mukti Party,0,12th Pass,49,"Rs 32,50,200 ~ 32 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,KOLHAPUR
3831,Yuvraj Bhimrao Desai,IND,0,Post Graduate,35,"Rs 28,35,000 ~ 28 Lacs+","Rs 31,00,000 ~ 31 Lacs+",0,MAHARASHTRA,KOLHAPUR
3832,Sudhakar Tukaram Shrangare   Winner ,BJP,0,10th Pass,57,"Rs 28,64,78,302 ~ 28 Crore+","Rs 10,02,50,602 ~ 10 Crore+",1,MAHARASHTRA,LATUR
3833,Arun Ramrao Sontakke,Bahujan Republican Socialist Party,0,12th Pass,60,"Rs 3,60,000 ~ 3 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,LATUR
3834,Dattu Prabhakar Karanjikar,Bahujan Mukti Party,0,12th Pass,40,"Rs 37,85,000 ~ 37 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,LATUR
3835,Kamant Machindra Gunaji,INC,0,Post Graduate,59,"Rs 12,50,45,318 ~ 12 Crore+","Rs 1,92,68,169 ~ 1 Crore+",0,MAHARASHTRA,LATUR
3836,Madhukar Sambhaji Kamble,IND,0,Graduate,65,"Rs 71,78,804 ~ 71 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,LATUR
3837,Papita Raosaheb Randive,IND,0,12th Pass,37,Nil,"Rs 2,00,000 ~ 2 Lacs+",0,MAHARASHTRA,LATUR
3838,Ramesh Nivrati Kambale,IND,0,5th Pass,48,"Rs 6,000 ~ 6 Thou+",Rs 0 ~ ,0,MAHARASHTRA,LATUR
3839,Ramrao Garkar,Vanchit Bahujan Aaghadi,0,Post Graduate,59,"Rs 1,43,23,873 ~ 1 Crore+","Rs 5,40,000 ~ 5 Lacs+",0,MAHARASHTRA,LATUR
3840,Rupesh Shamrao Shanke,Swatantra Bharat Paksha,0,12th Pass,26,"Rs 2,60,000 ~ 2 Lacs+","Rs 18,000 ~ 18 Thou+",0,MAHARASHTRA,LATUR
3841,Siddharthkumar Digambarrao Suryawanshi,BSP,0,Doctorate,43,"Rs 18,75,500 ~ 18 Lacs+","Rs 7,00,000 ~ 7 Lacs+",0,MAHARASHTRA,LATUR
3842,Ranjeetsinha Hindurao Naik Nimbalkar   Winner ,BJP, 2 ,12th Pass,42,"Rs 1,27,51,60,578 ~ 127 Crore+","Rs 89,63,15,287 ~ 89 Crore+",1,MAHARASHTRA,MADHA
3843,Aappa Aaba Lokare	,BSP,0,8th Pass,48,"Rs 97,90,000 ~ 97 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3844,Adv. Sachin Bhaskar Jore,IND, 3 ,Others,36,"Rs 56,26,000 ~ 56 Lacs+","Rs 15,65,000 ~ 15 Lacs+",0,MAHARASHTRA,MADHA
3845,Adv. Vijayanand Shankarrao Shinde,IND,0,Graduate Professional,62,"Rs 13,50,000 ~ 13 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3846,Ajinath Laxman Kevate,IND,0,Post Graduate,46,"Rs 19,64,870 ~ 19 Lacs+","Rs 1,65,856 ~ 1 Lacs+",0,MAHARASHTRA,MADHA
3847,Ajinkya Aakaram Salunkhe,IND,0,Post Graduate,27,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3848,Annaso Sukhadev Maske,IND, 2 ,Others,53,"Rs 8,31,996 ~ 8 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3849,Aware Siddheshwar Bharat,IND, 3 ,12th Pass,27,"Rs 8,86,370 ~ 8 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3850,Bramhakumari Pramilaben,Akhil Bhartiya Ekata Party, 3 ,10th Pass,58,"Rs 28,56,000 ~ 28 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3851,Dattatrya Bhanudas Khatke Alias Bandunana Khatke,IND,0,10th Pass,44,"Rs 13,19,608 ~ 13 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3852,Daulat Umaji Shitole,IND,0,Literate,43,"Rs 6,25,12,874 ~ 6 Crore+","Rs 11,29,81,121 ~ 11 Crore+",0,MAHARASHTRA,MADHA
3853,Dilip Ramchandra Jadhav,IND,0,10th Pass,50,"Rs 12,24,000 ~ 12 Lacs+","Rs 3,20,000 ~ 3 Lacs+",0,MAHARASHTRA,MADHA
3854,Maruti Shivram Keskar,Bahujan Azad Party, 1 ,Graduate Professional,63,"Rs 67,30,000 ~ 67 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3855,Mohan Vishnu Raut,IND, 3 ,12th Pass,35,"Rs 15,92,565 ~ 15 Lacs+","Rs 8,54,841 ~ 8 Lacs+",0,MAHARASHTRA,MADHA
3856,Nanasaheb Ramhari Yadav,Bharatiya Praja Surajya Paksha,0,10th Pass,39,"Rs 29,57,500 ~ 29 Lacs+","Rs 15,22,000 ~ 15 Lacs+",0,MAHARASHTRA,MADHA
3857,Nandu Sambhaji More,IND, 2 ,12th Pass,46,"Rs 8,54,500 ~ 8 Lacs+","Rs 2,40,000 ~ 2 Lacs+",0,MAHARASHTRA,MADHA
3858,Navnath Bhimrao Patil,Hindusthan Praja Paksha, 2 ,Graduate,32,"Rs 93,27,127 ~ 93 Lacs+","Rs 1,85,000 ~ 1 Lacs+",0,MAHARASHTRA,MADHA
3859,Ramchandra Mayyappa Ghutukade,Bahujan Republican Socialist Party,0,Graduate Professional,27,"Rs 2,39,250 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3860,Ramdas Mane,IND,0,10th Pass,58,"Rs 8,23,28,104 ~ 8 Crore+","Rs 20,00,000 ~ 20 Lacs+",0,MAHARASHTRA,MADHA
3861,Rohit More,IND,0,Graduate Professional,37,"Rs 44,31,500 ~ 44 Lacs+","Rs 36,00,000 ~ 36 Lacs+",0,MAHARASHTRA,MADHA
3862,Sachin Dnyaneshwar Padalkar,IND,0,8th Pass,30,"Rs 1,51,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3863,Sandip Janaradhan Kharat,IND,0,12th Pass,39,"Rs 10,00,000 ~ 10 Lacs+","Rs 50,000 ~ 50 Thou+",0,MAHARASHTRA,MADHA
3864,Sandip Vitthal Pol,IND,0,12th Pass,46,"Rs 27,22,865 ~ 27 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3865,Sanjaymama Vittalrao Shinde	,NCP, 1 ,Graduate,50,"Rs 49,33,06,415 ~ 49 Crore+","Rs 11,24,17,440 ~ 11 Crore+",0,MAHARASHTRA,MADHA
3866,Santosh Balasaheb Bichukale,IND,0,Post Graduate,33,"Rs 62,32,500 ~ 62 Lacs+","Rs 2,20,300 ~ 2 Lacs+",0,MAHARASHTRA,MADHA
3867,Savita Ankush Aiwle,IND,0,8th Pass,40,"Rs 6,57,950 ~ 6 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3868,Shahajahan Paigmber Shaikh,Bahujan Maha Party,0,10th Pass,47,"Rs 4,95,000 ~ 4 Lacs+","Rs 1,05,000 ~ 1 Lacs+",0,MAHARASHTRA,MADHA
3869,Sunil Gunda Jadhav,Bahujan Mukti Party,0,8th Pass,37,"Rs 2,67,452 ~ 2 Lacs+","Rs 4,30,000 ~ 4 Lacs+",0,MAHARASHTRA,MADHA
3870,Vijayraj Balasaheb Mane Deshmukh,IND,0,Others,27,"Rs 1,16,400 ~ 1 Lacs+","Rs 70,000 ~ 70 Thou+",0,MAHARASHTRA,MADHA
3871,Vijayrao More,Vanchit Bahujan Aaghadi, 1 ,Graduate Professional,78,"Rs 1,91,59,126 ~ 1 Crore+","Rs 16,06,630 ~ 16 Lacs+",0,MAHARASHTRA,MADHA
3872,Vishvambhar Narayan Kashid,IND, 2 ,Graduate,65,"Rs 4,59,19,662 ~ 4 Crore+",Rs 0 ~ ,0,MAHARASHTRA,MADHA
3873,Shrirang Chandu Barne   Winner ,SHS, 3 ,8th Pass,55,"Rs 1,02,33,10,134 ~ 102 Crore+","Rs 4,16,612 ~ 4 Lacs+",1,MAHARASHTRA,MAVAL
3874,Ajay Hanumant Londhe,IND, 1 ,12th Pass,34,"Rs 79,339 ~ 79 Thou+","Rs 3,90,000 ~ 3 Lacs+",0,MAHARASHTRA,MAVAL
3875,Amruta Abhijit Apte,IND,0,12th Pass,33,"Rs 2,17,372 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3876,Balkrushna Dhanaji Gharat,IND,0,5th Pass,54,"Rs 23,88,137 ~ 23 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,MAHARASHTRA,MAVAL
3877,Dr. Somnath Arjun Pol,IND, 3 ,Graduate Professional,47,"Rs 2,04,055 ~ 2 Lacs+","Rs 2,83,000 ~ 2 Lacs+",0,MAHARASHTRA,MAVAL
3878,Jagdish Shamrao Sonawane,Kranti Kari Jai Hind Sena, 1 ,Graduate,63,"Rs 4,01,40,000 ~ 4 Crore+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3879,Jaya Sanjay Patil,Ambedkarite Party of India, 1 ,Others,32,"Rs 32,250 ~ 32 Thou+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3880,Madan Shivaji Patil,Bharatiya Praja Surajya Paksha,0,10th Pass,57,"Rs 13,05,000 ~ 13 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3881,Navnath Vishwanath Dudhal,IND,0,Post Graduate,57,"Rs 1,39,05,000 ~ 1 Crore+","Rs 18,00,000 ~ 18 Lacs+",0,MAHARASHTRA,MAVAL
3882,Pandharinath Namdeo Patil,Bahujan Mukti Party,0,10th Pass,47,"Rs 2,44,60,000 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3883,Parth Ajit Pawar,NCP,0,Graduate,29,"Rs 20,12,39,333 ~ 20 Crore+","Rs 9,36,13,295 ~ 9 Crore+",0,MAHARASHTRA,MAVAL
3884,Prakash Bhivaji Mahadik,Bhartiya Navjawan Sena (Paksha),0,8th Pass,70,"Rs 75,000 ~ 75 Thou+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3885,Prashant Ganpat Deshmukh,IND,0,Graduate,34,"Rs 3,50,630 ~ 3 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3886,Rajaram Narayan Patil,Vanchit Bahujan Aaghadi,0,Others,47,"Rs 65,25,572 ~ 65 Lacs+","Rs 5,34,788 ~ 5 Lacs+",0,MAHARASHTRA,MAVAL
3887,Rajendra Maruti Kate,IND,0,12th Pass,50,"Rs 64,35,000 ~ 64 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MAVAL
3888,Rakesh Prabhakar Chavan,IND,0,8th Pass,45,"Rs 2,18,58,100 ~ 2 Crore+","Rs 6,00,000 ~ 6 Lacs+",0,MAHARASHTRA,MAVAL
3889,Sanjay Kisan Kanade,BSP,0,Graduate Professional,49,"Rs 1,41,66,972 ~ 1 Crore+","Rs 20,61,198 ~ 20 Lacs+",0,MAHARASHTRA,MAVAL
3890,Sunil Baban Gaikwad,Bahujan Republican Socialist Party, 1 ,10th Pass,49,"Rs 39,49,382 ~ 39 Lacs+","Rs 10,80,000 ~ 10 Lacs+",0,MAHARASHTRA,MAVAL
3891,Suraj Ashokrao Khandare,IND,0,Post Graduate,28,"Rs 5,84,675 ~ 5 Lacs+","Rs 5,42,009 ~ 5 Lacs+",0,MAHARASHTRA,MAVAL
3892,Suresh Shripati Taur,IND,0,12th Pass,49,"Rs 99,50,000 ~ 99 Lacs+","Rs 6,00,000 ~ 6 Lacs+",0,MAHARASHTRA,MAVAL
3893,Vijay Hanumant Randil,IND,0,12th Pass,36,"Rs 18,44,000 ~ 18 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,MAHARASHTRA,MAVAL
3894,Gopal Chinnaya Shetty   Winner ,BJP, 9 ,5th Pass,65,"Rs 15,75,35,232 ~ 15 Crore+","Rs 2,11,36,135 ~ 2 Crore+",1,MAHARASHTRA,MUMBAI NORTH
3895,Akhtar Shaikh,IND,0,10th Pass,63,"Rs 60,53,152 ~ 60 Lacs+","Rs 3,40,000 ~ 3 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3896,Amol Ashokrao Jadhav,IND, 2 ,Graduate,30,"Rs 1,86,600 ~ 1 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3897,Andrew John Fernandes,Hum Bhartiya Party,0,Post Graduate,58,"Rs 1,44,71,000 ~ 1 Crore+",Rs 0 ~ ,0,MAHARASHTRA,MUMBAI NORTH
3898,Ankushrao Shivajirao Patil,Rashtriya Maratha Party,0,Graduate,51,"Rs 36,85,000 ~ 36 Lacs+","Rs 1,75,000 ~ 1 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3899,Bhagvatidan Karnidan Gadhavi,IND, 1 ,Graduate,74,"Rs 1,38,00,830 ~ 1 Crore+",Rs 0 ~ ,0,MAHARASHTRA,MUMBAI NORTH
3900,Chhannu Sahadewrao Sontakkey,Bharat Prabhat Party,0,Graduate,57,"Rs 43,22,444 ~ 43 Lacs+","Rs 18,13,248 ~ 18 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3901,Dr. Raies Khan,IND,0,Graduate Professional,46,"Rs 2,66,14,900 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,MUMBAI NORTH
3902,Fateh Mohammad Mansoori Shaikh,Bhartiya Lokmat Rashtrwadi Party, 2 ,5th Pass,64,"Rs 2,56,42,574 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,MUMBAI NORTH
3903,Manojkumar Jayprakash Singh,BSP,0,12th Pass,36,"Rs 2,16,85,000 ~ 2 Crore+","Rs 2,07,08,842 ~ 2 Crore+",0,MAHARASHTRA,MUMBAI NORTH
3904,Milind Shankar Repe,IND,0,Others,57,"Rs 2,09,00,183 ~ 2 Crore+","Rs 71,70,000 ~ 71 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3905,Mohammad Azad Ansari,IND,0,8th Pass,47,"Rs 17,50,000 ~ 17 Lacs+","Rs 24,20,000 ~ 24 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3906,Pawan Kumar Pandey,Sarvodaya Bharat Party, 1 ,Doctorate,44,"Rs 5,55,43,198 ~ 5 Crore+","Rs 11,96,000 ~ 11 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3907,Ranjit Bajrangi Tiwari,Naitik Party,0,5th Pass,43,"Rs 11,72,000 ~ 11 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,MUMBAI NORTH
3908,Samaysingh Anand Chanda Liya,Bahujan Mukti Party,0,5th Pass,52,"Rs 10,85,384 ~ 10 Lacs+","Rs 70,000 ~ 70 Thou+",0,MAHARASHTRA,MUMBAI NORTH
3909,Sunil Uttamrao Thorat,Vanchit Bahujan Aaghadi,0,Graduate,48,"Rs 8,90,000 ~ 8 Lacs+","Rs 60,000 ~ 60 Thou+",0,MAHARASHTRA,MUMBAI NORTH
3910,Urmila Shrikant Matondkar,INC,0,12th Pass,48,"Rs 68,90,63,226 ~ 68 Crore+","Rs 18,94,201 ~ 18 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3911,Vilas Hiwale,Marxist Leninist Party of India (Red Flag),0,Literate,44,"Rs 2,01,000 ~ 2 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,MAHARASHTRA,MUMBAI NORTH
3912,Poonam Vajendla Rao   Winner ,BJP, 2 ,Others,38,"Rs 2,22,42,513 ~ 2 Crore+",Rs 0 ~ ,1,MAHARASHTRA,MUMBAI NORTH CENTRAL
3913,Abdul Rehman Anjaria,Vanchit Bahujan Aaghadi,0,Doctorate,46,"Rs 10,00,402 ~ 10 Lacs+","Rs 17,09,730 ~ 17 Lacs+",0,MAHARASHTRA,MUMBAI NORTH CENTRAL
3914,Akshay Kachru Sanap,IND,0,12th Pass,27,"Rs 1,71,000 ~ 1 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,MAHARASHTRA,MUMBAI NORTH CENTRAL
3915,Ankush Ramchandra Karande,IND,0,5th Pass,60,"Rs 51,82,791 ~ 51 Lacs+","Rs 11,00,000 ~ 11 Lacs+",0,MAHARASHTRA,MUMBAI NORTH CENTRAL
3916,Dutt Priya Sunil,INC,0,Graduate,52,"Rs 96,20,96,603 ~ 96 Crore+","Rs 3,60,57,947 ~ 3 Crore+",0,MAHARASHTRA,MUMBAI NORTH CENTRAL
3917,Feroz Abdurrahim Shaikh,Jan Adhikar Party,0,Post Graduate,46,"Rs 98,78,738 ~ 98 Lacs+","Rs 2,36,327 ~ 2 Lacs+",0,MAHARASHTRA,MUMBAI NORTH CENTRAL
3918,Imran Mustafa Khan,BSP,0,Graduate,39,"Rs 2,66,22,008 ~ 2 Crore+","Rs 56,44,317 ~ 56 Lacs+",0,MAHARASHTRA,MUMBAI NORTH CENTRAL
3919,Joy Nagesh Bhosale,IND,0,12th Pass,49,"Rs 87,61,000 ~ 87 Lacs+","Rs 8,00,000 ~ 8 Lacs+",0,MAHARASHTRA,MUMBAI NORTH CENTRAL
