Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
2737,Munshiram S/o Shri Makhhan,IND,0,Not Given,36,"Rs 1,60,100 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bijnor
2738,RATAN SINGH,IBSP,0,Graduate Professional,32,"Rs 1,662 ~ 1 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Bijnor
2739,SHEESH RAM SINGH RAVI,BJP,0,Graduate,48,"Rs 87,06,984 ~ 87 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bijnor
2740,SURAJ KUMAR,MUL,0,12th Pass,27,"Rs 82,035 ~ 82 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Bijnor
2741,UDIT RAJ,IJP,0,Doctorate,46,"Rs 30,49,185 ~ 30 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bijnor
2742,VIJAY SINGH,BKD,0,12th Pass,48,"Rs 9,40,388 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bijnor
2743,RAJA RAM PAL   Winner ,BSP,0,Graduate Professional,43,"Rs 14,71,113 ~ 14 Lacs+","Rs 2,00,000 ~ 2 Lacs+",1,UTTAR PRADESH,Bilhaur
2744,BABU RAM KUREEL,IND,0,Not Given,30,"Rs 1,76,500 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2745,JANEY ALAM,NCP,0,5th Pass,56,"Rs 4,10,141 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2746,LAL SINGH TOMAR,SP,1,Post Graduate,56,"Rs 1,24,68,451 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2747,MADAN MOHAN SHUKLA,INC,0,Graduate Professional,51,"Rs 35,64,446 ~ 35 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2748,PHOOL SINGH KUSHWAHA,IND,1,8th Pass,35,"Rs 4,89,500 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2749,PRABHU DAYAL,RSBP,0,8th Pass,40,"Rs 5,77,600 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2750,RAJ BAHADUR,AD,0,Not Given,48,"Rs 7,30,000 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2751,RAJA RAM YADAV,RJD,0,Graduate Professional,63,"Rs 14,76,547 ~ 14 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2752,RAJESH KUMAR,IND,0,Post Graduate,40,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2753,SHYAM BIHARI MISHRA,BJP,1,Not Given,64,"Rs 1,23,62,240 ~ 1 Crore+","Rs 26,78,935 ~ 26 Lacs+",0,UTTAR PRADESH,Bilhaur
2754,SURYA BALI,IND,0,10th Pass,53,"Rs 3,92,100 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bilhaur
2755,SALEEM IQBAL SHERVANI   Winner ,SP,0,Graduate,51,"Rs 9,69,80,000 ~ 9 Crore+","Rs 5,940 ~ 5 Thou+",1,UTTAR PRADESH,Budaun
2756,ANOOP SAXENA,JP,0,12th Pass,40,"Rs 54,000 ~ 54 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Budaun
2757,BRIJPAL SINGH SHAKYA,BJP,1,Graduate Professional,49,"Rs 20,10,526 ~ 20 Lacs+","Rs 40,000 ~ 40 Thou+",0,UTTAR PRADESH,Budaun
2758,HULASI,ASP,0,Literate,37,"Rs 3,02,000 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Budaun
2759,MAHBOOB HUSAIN ANSARI,INC,0,Literate,36,"Rs 1,70,075 ~ 1 Lacs+","Rs 21,847 ~ 21 Thou+",0,UTTAR PRADESH,Budaun
2760,PREM PAL SINGH YADAV,BSP,0,Post Graduate,53,"Rs 61,80,580 ~ 61 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Budaun
2761,RAJENDRA SINGH PAL,LP(S),0,12th Pass,38,"Rs 6,69,100 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Budaun
2762,RAO GOVIND SINGH YADAV,IND,0,Post Graduate,39,"Rs 1,57,900 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Budaun
2763,RIYASAT KHAN,SAP,0,Illiterate,49,"Rs 12,65,000 ~ 12 Lacs+","Rs 1,90,000 ~ 1 Lacs+",0,UTTAR PRADESH,Budaun
2764,KALYAN SINGH   Winner ,BJP,0,Graduate Professional,72,"Rs 62,09,253 ~ 62 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Bulandshahr
2765,BADRUL ISLAM,RLD,0,Graduate,58,"Rs 57,37,676 ~ 57 Lacs+","Rs 1,58,216 ~ 1 Lacs+",0,UTTAR PRADESH,Bulandshahr
2766,CHAMAN LAL,IND,0,12th Pass,51,"Rs 3,03,931 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2767,CHUNNI LAL,IND,0,12th Pass,55,"Rs 2,240 ~ 2 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2768,HAKIM AHMAD QURESHI,IND,0,Not Given,64,"Rs 5,07,000 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2769,IMTIYAZ MOHD. KHAN,IND,0,Graduate,58,"Rs 23,69,054 ~ 23 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2770,MAHENDRA SINGH,LP(S),0,Graduate Professional,48,"Rs 4,25,000 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2771,NASIR IQBAL,IND,0,12th Pass,46,"Rs 17,27,400 ~ 17 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2772,PHIREY SINGH,IND,1,12th Pass,32,"Rs 2,81,000 ~ 2 Lacs+","Rs 52,000 ~ 52 Thou+",0,UTTAR PRADESH,Bulandshahr
2773,PT. CHANDRA SHEKHAR SHARMA,INC,1,Graduate,53,"Rs 4,64,10,266 ~ 4 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2774,Ramphal,IND,0,12th Pass,48,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2775,SATENDRA SINGH,BRPP,0,10th Pass,33,"Rs 70,000 ~ 70 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2776,SHRINIVAS,ABHM,0,Post Graduate,38,"Rs 4,81,422 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2777,SMT. KRISHANA SINGH,IND,0,5th Pass,55,"Rs 45,742 ~ 45 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2778,YAD KARAN,RSMD,0,Not Given,57,"Rs 27,05,700 ~ 27 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Bulandshahr
2779,SHAILENDRA KUMAR   Winner ,SP,0,12th Pass,46,"Rs 93,37,424 ~ 93 Lacs+","Rs 10,92,000 ~ 10 Lacs+",1,UTTAR PRADESH,Chail
2780,Basudeo,AD,0,12th Pass,47,"Rs 25,10,000 ~ 25 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chail
2781,DR. AMRIT LAL BHARTI,BJP,0,Graduate Professional,60,"Rs 35,43,292 ~ 35 Lacs+","Rs 1,45,128 ~ 1 Lacs+",0,UTTAR PRADESH,Chail
2782,VACHASPATI,BSP,0,Post Graduate,40,"Rs 90,28,902 ~ 90 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chail
2783,KAILASH NATH SINGH YADAV   Winner ,BSP,0,Graduate,40,"Rs 58,43,089 ~ 58 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Chandauli
2784,AAN HEMANT KUSHWAHA,RSMD,0,12th Pass,40,"Rs 8,34,500 ~ 8 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2785,ANAND RATNA MAURYA,SP,0,Graduate Professional,50,"Rs 43,82,627 ~ 43 Lacs+","Rs 2,61,760 ~ 2 Lacs+",0,UTTAR PRADESH,Chandauli
2786,ASHOK SINGH,INC,0,Post Graduate,45,"Rs 11,28,000 ~ 11 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2787,DR. SALIK TIWARI,BLP,0,Doctorate,59,"Rs 32,95,610 ~ 32 Lacs+","Rs 5,70,000 ~ 5 Lacs+",0,UTTAR PRADESH,Chandauli
2788,Hareelal,IND,0,Not Given,46,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2789,HARINATH SHARMA,PMSP,0,Literate,29,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2790,JAI PRAKASH,LP(S),0,Post Graduate,27,"Rs 2,61,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2791,MEVALAL VISHWAKARMA,IND,0,Post Graduate,34,"Rs 11,000 ~ 11 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2792,RAM BABU,AD,0,12th Pass,31,"Rs 4,20,000 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2793,RAM SEWAK YADAV,IND,0,5th Pass,40,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2794,SHASHIKANT RAJBHAR,BJP,7,12th Pass,38,"Rs 20,66,500 ~ 20 Lacs+","Rs 5,50,000 ~ 5 Lacs+",0,UTTAR PRADESH,Chandauli
2795,SHIVMURAT RAM,GGP,0,Post Graduate,62,"Rs 8,04,646 ~ 8 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Chandauli
2796,TILAK,CPI(ML)(L),2,10th Pass,29,"Rs 2,00,000 ~ 2 Lacs+","Rs 1,10,000 ~ 1 Lacs+",0,UTTAR PRADESH,Chandauli
2797,MOHAN SINGH   Winner ,SP,0,Not Given,58,"Rs 84,68,000 ~ 84 Lacs+","Rs 1,50,000 ~ 1 Lacs+",1,UTTAR PRADESH,Deoria
2798,CHANDRIKA PRASAD,AD,0,5th Pass,43,"Rs 13,56,223 ~ 13 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2799,DEVI PRASAD,BSP,0,Post Graduate,68,"Rs 18,66,783 ~ 18 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2800,HAROON,NLP,0,8th Pass,50,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2801,Kadam Prasad,IND,0,Not Given,59,"Rs 5,00,000 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2802,MOHAN,IND,0,10th Pass,49,"Rs 33,000 ~ 33 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2803,RAM BHAJAN,IND,0,Not Given,0,Nil,"Rs 1,00,000 ~ 1 Lacs+",0,UTTAR PRADESH,Deoria
2804,Sriprakash Mani,BJP,0,Post Graduate,59,"Rs 75,48,031 ~ 75 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2805,SURESH,SBSP,0,5th Pass,27,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2806,VIJAY,JP,0,Graduate,33,"Rs 35,01,000 ~ 35 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Deoria
2807,MOHD. MUQUEEM   Winner ,BSP,2,10th Pass,53,"Rs 49,02,000 ~ 49 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Domariaganj
2808,BRIJ BHUSHAN TIWARI,SP,0,Not Given,54,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Domariaganj
2809,JAGDAMBIKA PAL,INC,0,Not Given,42,"Rs 10,00,000 ~ 10 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Domariaganj
2810,RAM PAL SINGH,BJP,0,Not Given,73,"Rs 41,20,000 ~ 41 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Domariaganj
2811,KU. DEVENDRA SINGH YADAV   Winner ,SP,0,Doctorate,54,"Rs 11,78,88,469 ~ 11 Crore+","Rs 16,200 ~ 16 Thou+",1,UTTAR PRADESH,Etah
2812,ASHOK RATAN SHAKYA,BJP,0,Post Graduate,43,"Rs 23,80,060 ~ 23 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etah
2813,RAMGOPAL SHAKYA,BSP,1,12th Pass,48,"Rs 21,37,500 ~ 21 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,UTTAR PRADESH,Etah
2814,RAVINDR,INC,0,Post Graduate,62,"Rs 30,09,689 ~ 30 Lacs+","Rs 60,000 ~ 60 Thou+",0,UTTAR PRADESH,Etah
2815,RAGHURAJ SINGH SHAKYA   Winner ,SP,0,Post Graduate,33,"Rs 19,24,170 ~ 19 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Etawah
2816,ANIL KUMAR,IND,0,Not Given,26,"Rs 75,000 ~ 75 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2817,BHARAT SINGH,RSMD,0,Graduate,38,"Rs 1,06,486 ~ 1 Lacs+","Rs 10,000 ~ 10 Thou+",0,UTTAR PRADESH,Etawah
2818,BRAJESH SINGH,IND,0,Graduate Professional,42,"Rs 1,90,500 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2819,GANESH GYANARTHI,AD,0,Graduate,46,"Rs 39,000 ~ 39 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2820,KUSHMA DEVI,IJP,0,8th Pass,34,"Rs 14,24,000 ~ 14 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2821,M.S CHANDEL,LP(S),0,Post Graduate,63,"Rs 37,14,823 ~ 37 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2822,MAHESH MANAV,IND,0,Post Graduate,48,"Rs 2,04,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2823,PROFFESSER RAJENDRA PRASAD ALIAS RAJU DIXIT,INC,0,Doctorate,59,"Rs 26,99,159 ~ 26 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2824,RAMAKANT,IND,0,Graduate,44,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2825,SARITA BHADAURIA,BJP,0,Graduate,42,"Rs 19,05,187 ~ 19 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2826,SHIV PRATAP SINGH,IND,1,12th Pass,34,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2827,SUDHEENDRA BHADAURYA,BSP,0,Post Graduate,53,"Rs 28,75,000 ~ 28 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Etawah
2828,MITRASEN   Winner ,BSP,27,12th Pass,70,"Rs 53,80,516 ~ 53 Lacs+","Rs 3,18,855 ~ 3 Lacs+",1,UTTAR PRADESH,Faizabad
2829,ANGAD KUMAR,IND,0,Graduate,34,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2830,ASHOK KUMAR SINGH,SP,0,Graduate,47,"Rs 1,29,13,570 ~ 1 Crore+","Rs 25,31,000 ~ 25 Lacs+",0,UTTAR PRADESH,Faizabad
2831,DEVENDRA BAHADUR RAI,IND,1,Not Given,58,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2832,DURGA PRASAD TIWARI AFAT,ABJS,0,Post Graduate,42,"Rs 75,000 ~ 75 Thou+","Rs 1,80,000 ~ 1 Lacs+",0,UTTAR PRADESH,Faizabad
2833,HUBRAJ,IND,0,Graduate,55,"Rs 11,55,500 ~ 11 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2834,LALLU SINGH,BJP,2,Post Graduate,48,"Rs 24,57,830 ~ 24 Lacs+","Rs 9,08,066 ~ 9 Lacs+",0,UTTAR PRADESH,Faizabad
2835,NIRMAL KHATRI,INC,1,Doctorate,53,"Rs 22,24,306 ~ 22 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2836,OM PRAKASH CHAURASIA ADVOCATE,RSMD,0,Graduate Professional,30,"Rs 3,71,600 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2837,RAJENDRA PRASAD,IND,0,Graduate Professional,40,"Rs 2,17,200 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2838,RAKESH SRIVASTAVA,SJP(R),0,Post Graduate,36,"Rs 8,80,000 ~ 8 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2839,RAM ACHHAIBER YADAV,IND,0,Not Given,55,"Rs 6,03,025 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2840,RAM NIHAL,IND,0,8th Pass,35,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2841,RUPENDRA KUMAR,IJP,0,Post Graduate,33,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2842,SATY NARAYAN,BLKD,0,Not Given,40,"Rs 4,30,000 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2843,SURESH KUMAR,RSBP,0,Post Graduate,35,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Faizabad
2844,CHANDRA BHUSHAN SINGH (MUNNOO BABU)   Winner ,SP,0,Post Graduate,52,"Rs 95,94,069 ~ 95 Lacs+","Rs 7,68,000 ~ 7 Lacs+",1,UTTAR PRADESH,Farrukhabad
2845,ASHOK KUMAR PAL,LP(S),0,Graduate,38,"Rs 1,41,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2846,CHHATRA  PAL SINGH,IND,0,10th Pass,38,"Rs 8,65,828 ~ 8 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2847,LOUISE KHURSHID,INC,0,Post Graduate,49,"Rs 74,88,250 ~ 74 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2848,MOHD. USMAN,IND,0,Post Graduate,27,"Rs 54,000 ~ 54 Thou+",Rs 600 ~ 6 Hund+,0,UTTAR PRADESH,Farrukhabad
2849,MUKESH RAJPUT,BJP,0,Graduate,35,"Rs 47,74,998 ~ 47 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2850,MUNESH SINGH,IND,0,12th Pass,44,"Rs 12,01,380 ~ 12 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2851,NAGENDRA SINGH SHAKYA,BSP,0,Graduate,26,"Rs 6,30,876 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2852,PRAVEEN,AD,0,Graduate,33,"Rs 20,845 ~ 20 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2853,RAFI ANSARI,BNRP,0,Literate,31,"Rs 2,20,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2854,SHER SINGH,RSBP,0,8th Pass,26,"Rs 10,500 ~ 10 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2855,SURESH SARASWAT (ELLAYACHI WALA),IND,0,Post Graduate,44,"Rs 21,008 ~ 21 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2856,VIJAI SWARUP,IND,0,Illiterate,50,"Rs 3,15,000 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2857,WAZID ALI,IND,0,8th Pass,35,"Rs 1,34,313 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Farrukhabad
2858,MAHENDRA PRASAD NISHAD   Winner ,BSP,0,Graduate,34,"Rs 10,82,468 ~ 10 Lacs+","Rs 56,554 ~ 56 Thou+",1,UTTAR PRADESH,Fatehpur
2859,ACHAL SINGH,SP,0,Post Graduate,56,"Rs 19,05,000 ~ 19 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Fatehpur
2860,ASHOK  PATEL,BJP,0,Doctorate,55,"Rs 1,25,40,008 ~ 1 Crore+","Rs 16,73,626 ~ 16 Lacs+",0,UTTAR PRADESH,Fatehpur
2861,KHAN GUFRAN JAHIDI,INC,0,Post Graduate,70,"Rs 59,59,740 ~ 59 Lacs+","Rs 1,660 ~ 1 Thou+",0,UTTAR PRADESH,Fatehpur
2862,RAM JI LAL SUMAN   Winner ,SP,2,Graduate,52,"Rs 42,35,985 ~ 42 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Firozabad
2863,BIRESH KUMAR ALIAS DADUA,BSP,0,Graduate,45,"Rs 16,50,000 ~ 16 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Firozabad
2864,KISHORI LAL MAHAUR,BJP,0,Not Given,59,"Rs 3,07,08,355 ~ 3 Crore+","Rs 15,457 ~ 15 Thou+",0,UTTAR PRADESH,Firozabad
2865,PRABHUDAYAL KATHERIA,Rashtriya Samanta Dal,0,Not Given,52,"Rs 46,60,776 ~ 46 Lacs+","Rs 8,69,000 ~ 8 Lacs+",0,UTTAR PRADESH,Firozabad
2866,RADHEY SHYAM KORI   Winner ,SP,0,10th Pass,65,"Rs 18,68,196 ~ 18 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Ghatampur
2867,ASKARAN SANKHWAR,INC,0,Not Given,61,"Rs 1,47,880 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghatampur
2868,KAMAL RANI,BJP,0,Not Given,43,"Rs 21,26,450 ~ 21 Lacs+","Rs 1,78,000 ~ 1 Lacs+",0,UTTAR PRADESH,Ghatampur
2869,PYARELAL SANKHWAR,BSP,0,Not Given,45,"Rs 34,70,142 ~ 34 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghatampur
2870,UMAKANT MANJHI,AD,0,Post Graduate,46,"Rs 5,81,994 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghatampur
2871,AFAJAL ANSARI   Winner ,SP,1,Post Graduate,50,"Rs 50,85,464 ~ 50 Lacs+","Rs 38,022 ~ 38 Thou+",1,UTTAR PRADESH,Ghazipur
2872,AJAY,Suheldev Bhartiya Samaj Party,0,Graduate,40,"Rs 98,000 ~ 98 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2873,AJEET SINGH,IND,0,Post Graduate,26,"Rs 6,80,228 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2874,ANIL KUMAR,IND,0,Graduate Professional,42,"Rs 59,500 ~ 59 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2875,DR MANOJ KUMAR NISHAD,AD,0,Graduate,29,"Rs 65,000 ~ 65 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2876,ISHWARI PRASAD KUSHAWAHA,CPI(ML)(L),0,Graduate Professional,45,"Rs 92,000 ~ 92 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2877,Manoj,BJP,0,Graduate,44,"Rs 50,70,000 ~ 50 Lacs+","Rs 4,60,000 ~ 4 Lacs+",0,UTTAR PRADESH,Ghazipur
2878,NANDLAL,ASP,0,Graduate,62,"Rs 13,17,000 ~ 13 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2879,RAJARAM,RSBP,0,Graduate,30,"Rs 2,73,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2880,RAM BADAN,CPI,0,Post Graduate,31,"Rs 1,80,953 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2881,SHIVMURAT,IND,0,Post Graduate,33,"Rs 3,45,600 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2882,SONHU,IND,0,Not Given,33,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2883,UMA SHANKAR,BSP,0,Post Graduate,53,"Rs 25,71,850 ~ 25 Lacs+","Rs 1,69,281 ~ 1 Lacs+",0,UTTAR PRADESH,Ghazipur
2884,YOGESH NATH KUSHAWAHA,RSMD,0,Post Graduate,37,"Rs 1,02,835 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghazipur
2885,CHANDRADEO PRASAD RAJBHAR   Winner ,SP,0,Post Graduate,48,"Rs 6,00,143 ~ 6 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Ghosi
2886,AKHLAQ AHMAD GULSHAN,PSJP,0,Others,36,"Rs 4,13,000 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2887,AKSHAY KUMAR RAJBHAR,SBSP,0,12th Pass,36,"Rs 1,75,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2888,ATUL KUMAR SINGH ANJAN,CPI,0,Graduate Professional,49,"Rs 9,53,500 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2889,BAL KRISHNA,BSP,0,Post Graduate,55,"Rs 16,20,771 ~ 16 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2890,BHARAT LAL RAHI KUSHWAHA,BJP,0,Not Given,48,"Rs 13,00,000 ~ 13 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2891,HARI LAL,IND,0,12th Pass,50,"Rs 3,61,000 ~ 3 Lacs+","Rs 60,000 ~ 60 Thou+",0,UTTAR PRADESH,Ghosi
2892,HEMANT KUMAR,BRPP,0,10th Pass,30,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2893,HESHAMUDDIN,IND,0,Literate,63,"Rs 1,02,160 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2894,KANHAIYA LAL,IND,0,10th Pass,37,"Rs 12,000 ~ 12 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2895,KAUSHALENDRA,IND,1,12th Pass,30,"Rs 8,88,000 ~ 8 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2896,MUNNAR,ABHM,0,Graduate,68,"Rs 12,51,211 ~ 12 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2897,PREM PRAKASH,ASP,0,12th Pass,34,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2898,RAJENDRA KUMAR AGRAWAL,IND,0,Graduate,42,"Rs 10,36,000 ~ 10 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2899,RAM ASHISH,IND,0,8th Pass,41,"Rs 2,000 ~ 2 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2900,RAM PRAKASH,IND,0,Graduate,32,"Rs 1,646 ~ 1 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2901,RAMESH,IND,0,5th Pass,30,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Ghosi
2902,SIDDHARTH RAI,RJD,0,8th Pass,29,"Rs 71,86,000 ~ 71 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,UTTAR PRADESH,Ghosi
