Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
1944,SHEKHAR VAISHNAV,IND,0,Post Graduate,34,"Rs 34,56,200 ~ 34 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Mumbai North West
1945,ADV. AMIN SOLKAR,SP,0,Post Graduate,47,"Rs 10,75,000 ~ 10 Lacs+",Rs 0 ~ ,1,MAHARASHTRA,Mumbai South
1946,AZIZ LALANI,BSP,0,Graduate,50,"Rs 53,06,000 ~ 53 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Mumbai South
1947,JAYAWANTIBEN MEHTA,BJP,5,10th Pass,65,"Rs 1,45,81,866 ~ 1 Crore+",Rs 0 ~ ,0,MAHARASHTRA,Mumbai South
1948,MAHESH GAJANAN KULKARNI,ABHM,0,Post Graduate,31,"Rs 68,903 ~ 68 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Mumbai South
1949,RAMNAYAK TIWARI,Akhil Bharatiya Jan Sangh,0,12th Pass,38,"Rs 75,000 ~ 75 Thou+","Rs 4,200 ~ 4 Thou+",0,MAHARASHTRA,Mumbai South
1950,SUHAIL DIL NAWAZ,JP,1,Literate,37,"Rs 2,70,50,000 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,Mumbai South
1951,MOHAN RAWALE   Winner ,SHS,4,10th Pass,55,"Rs 55,89,646 ~ 55 Lacs+","Rs 1,45,918 ~ 1 Lacs+",1,MAHARASHTRA,Mumbai South Central
1952,ABDUL MALIK CHOUDHRY,BSP,0,8th Pass,34,"Rs 1,10,000 ~ 1 Lacs+","Rs 14,500 ~ 14 Thou+",0,MAHARASHTRA,Mumbai South Central
1953,AHIR SACHIN,NCP,2,12th Pass,32,"Rs 1,70,95,592 ~ 1 Crore+","Rs 40,325 ~ 40 Thou+",0,MAHARASHTRA,Mumbai South Central
1954,ANSARI HUSAIN AHMED,Muslim League Kerala State Committee,0,10th Pass,50,"Rs 12,00,000 ~ 12 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Mumbai South Central
1955,PUKHRAJ CHUNNILAL JAIN,IND,0,10th Pass,48,"Rs 32,24,500 ~ 32 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Mumbai South Central
1956,T. K. CHOUDHARY,SP,0,Graduate,60,"Rs 1,61,37,500 ~ 1 Crore+","Rs 15,71,890 ~ 15 Lacs+",0,MAHARASHTRA,Mumbai South Central
1957,YASHWANT ( PRAKASH) SHINDE,Akhil Bharatiya Jan Sangh,1,Literate,31,"Rs 25,500 ~ 25 Thou+","Rs 34,37,200 ~ 34 Lacs+",0,MAHARASHTRA,Mumbai South Central
1958,VILAS MUTTEMWAR   Winner ,INC,0,Graduate,55,"Rs 1,00,20,540 ~ 1 Crore+","Rs 28,98,977 ~ 28 Lacs+",1,MAHARASHTRA,Nagpur
1959,ATALBAHADURSINGH,BJP,0,Post Graduate,62,"Rs 43,88,426 ~ 43 Lacs+","Rs 4,11,557 ~ 4 Lacs+",0,MAHARASHTRA,Nagpur
1960,BANWARILAL BHAGWANDAS PUROHIT,VRP,2,Graduate,63,"Rs 5,71,29,385 ~ 5 Crore+",Rs 0 ~ ,0,MAHARASHTRA,Nagpur
1961,DIWAKAR DHONDBAJI PATNE,VJC,0,Graduate,49,"Rs 1,32,26,282 ~ 1 Crore+","Rs 8,70,000 ~ 8 Lacs+",0,MAHARASHTRA,Nagpur
1962,DIWARE RAMDAS RAJERAM,IND,0,Not Given,55,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Nagpur
1963,DR. BANMALA GOLPELWAR,IND,1,Doctorate,61,"Rs 31,20,000 ~ 31 Lacs+","Rs 1,33,783 ~ 1 Lacs+",0,MAHARASHTRA,Nagpur
1964,DR. K. H. JAMBHULKAR,IND,1,Doctorate,61,"Rs 14,75,218 ~ 14 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nagpur
1965,HAJARE BHAJANDAS DAYARAM,Ambedkarist Republican Party,0,Graduate,61,"Rs 3,70,000 ~ 3 Lacs+","Rs 5,000 ~ 5 Thou+",0,MAHARASHTRA,Nagpur
1966,IQBALSINGH HAJARASINGH SALHOTRA,IND,0,Literate,38,"Rs 12,85,618 ~ 12 Lacs+","Rs 2,04,162 ~ 2 Lacs+",0,MAHARASHTRA,Nagpur
1967,JAYANTA ANANT DALVI,BSP,0,Graduate,30,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nagpur
1968,KURVE SIDDARTHA ASARAM,IND,0,Post Graduate,49,Nil,Rs 0 ~ ,0,MAHARASHTRA,Nagpur
1969,RAMMURTI KESHVRAO CHIMOTE,GGP,0,Literate,37,"Rs 89,567 ~ 89 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Nagpur
1970,SANJAY SAOJI DESHPANDE,HJP,0,10th Pass,36,Nil,Rs 0 ~ ,0,MAHARASHTRA,Nagpur
1971,(AIDS MAN) PRAKASH TATERAO LANDGE,IND,0,Graduate,35,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,1,MAHARASHTRA,Nanded
1972,(NAIK) DEVKATTE VENKATRAO NARSINGRAO,RSPS,0,Graduate,32,Nil,Rs 0 ~ ,0,MAHARASHTRA,Nanded
1973,ADV. C. S. BAHETI,JP,0,Post Graduate,51,"Rs 31,05,500 ~ 31 Lacs+","Rs 16,42,400 ~ 16 Lacs+",0,MAHARASHTRA,Nanded
1974,ADV. DEELIP PRABHAKARRAO KULKARNI (PHULVALKAR),IND,0,Post Graduate,36,"Rs 10,28,800 ~ 10 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nanded
1975,ALTAF AHMED SAANI SK. AMIR,LRP,0,10th Pass,46,"Rs 5,00,000 ~ 5 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nanded
1976,BORGAONKAR NIVRUTI VITHALRAO,IND,0,Graduate,51,"Rs 9,83,045 ~ 9 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nanded
1977,GAIKWAD SURESH DNYANOBA,BBM,1,10th Pass,46,"Rs 10,50,000 ~ 10 Lacs+","Rs 6,37,000 ~ 6 Lacs+",0,MAHARASHTRA,Nanded
1978,JADHAV VISHNU MAROTI,IND,0,10th Pass,35,Nil,Rs 0 ~ ,0,MAHARASHTRA,Nanded
1979,KHATGAONKAR BHASKARRAO BAPURAO,INC,0,Graduate,60,"Rs 4,38,13,970 ~ 4 Crore+","Rs 12,76,000 ~ 12 Lacs+",0,MAHARASHTRA,Nanded
1980,NARAYAN SATVAJI SURESHI,IND,0,Post Graduate,58,"Rs 10,54,023 ~ 10 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nanded
1981,SHAIKH (TAMBOLI) WAHIDA MAHEBOOBPASHA,BSP,0,Post Graduate,37,"Rs 2,35,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nanded
1982,YADAV MANOHAR SAHEBRAO,IND,0,8th Pass,37,Nil,Rs 0 ~ ,0,MAHARASHTRA,Nanded
1983,DR. NATAWADKAR SUHAS JAYANT,BJP,0,Doctorate,43,"Rs 43,85,000 ~ 43 Lacs+","Rs 11,25,000 ~ 11 Lacs+",1,MAHARASHTRA,Nandurbar
1984,GAVIT SOBAJI DEVALYA,LRP,0,Post Graduate,50,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nandurbar
1985,NAIK BABULAL RUPSING,BSP,0,Graduate,40,"Rs 3,90,000 ~ 3 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nandurbar
1986,THAKRE TUKARAM BHAMATA,BBM,0,8th Pass,39,Nil,Rs 0 ~ ,0,MAHARASHTRA,Nandurbar
1987,PINGALE DEVIDAS ANANDRAO   Winner ,NCP,1,10th Pass,43,"Rs 1,97,57,718 ~ 1 Crore+","Rs 56,07,433 ~ 56 Lacs+",1,MAHARASHTRA,Nashik
1988,ANSARI MOHAMMED ISMAIL MOHAMMED IBRAHIM,BMSM,0,Graduate,39,"Rs 2,74,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nashik
1989,BHASKAR GANPAT SIRSAT,IND,0,10th Pass,45,"Rs 3,10,000 ~ 3 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nashik
1990,GUNJAL RADHESHYAM SHIVRAM,CPI,0,Graduate,44,"Rs 76,13,000 ~ 76 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nashik
1991,LATA BHIKA BARDE,IND,0,Literate,37,"Rs 2,30,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nashik
1992,NAVALE SOMNATH NANASAHEB,SVRP,0,12th Pass,28,"Rs 14,38,000 ~ 14 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,MAHARASHTRA,Nashik
1993,PATIL DASHARATH DHARMAJI,SHS,1,8th Pass,39,"Rs 85,62,318 ~ 85 Lacs+","Rs 15,780 ~ 15 Thou+",0,MAHARASHTRA,Nashik
1994,PAWAR GAJIRAM LAHANU,BSP,0,Graduate,51,"Rs 24,65,095 ~ 24 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nashik
1995,VIMALTAI NIVUTTIRAO AVHAD,IND,0,Graduate,55,"Rs 2,04,521 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Nashik
1996,NARHIRE KALPANA RAMESH   Winner ,SHS,5,10th Pass,34,"Rs 32,34,992 ~ 32 Lacs+","Rs 5,10,681 ~ 5 Lacs+",1,MAHARASHTRA,Osmanabad
1997,DEKULE KANIFNATH DULHA,BSP,0,12th Pass,43,"Rs 4,30,000 ~ 4 Lacs+","Rs 2,250 ~ 2 Thou+",0,MAHARASHTRA,Osmanabad
1998,DHOBALE LAXMAN KONDIBA,NCP,3,Post Graduate,51,"Rs 79,98,797 ~ 79 Lacs+","Rs 6,74,054 ~ 6 Lacs+",0,MAHARASHTRA,Osmanabad
1999,KADAPPA GADE,IND,0,Graduate,60,"Rs 23,41,000 ~ 23 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Osmanabad
2000,NAVNATH DASHRATH UPLEKAR,IND,0,8th Pass,52,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Osmanabad
2001,RAUT VITTHAL KUNDLIK,IND,0,Illiterate,60,"Rs 5,74,850 ~ 5 Lacs+",Rs 70 ~ ,0,MAHARASHTRA,Osmanabad
2002,TUPSUNDARE BALAJI BAPURAO,LRP,0,Others,33,"Rs 10,500 ~ 10 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Osmanabad
2003,ZOMBADE SANDIPAN RAMA,IND,0,Graduate,36,Nil,Rs 0 ~ ,0,MAHARASHTRA,Osmanabad
2004,ATHAWALE RAMDAS BANDU   Winner ,RPI(A),0,Graduate,43,"Rs 26,56,172 ~ 26 Lacs+",Rs 0 ~ ,1,MAHARASHTRA,Pandharpur
2005,ADV NAIKNAVARE PURUSHOTTAM BHAGVAN,RSPS,0,Not Given,57,"Rs 39,26,538 ~ 39 Lacs+","Rs 55,319 ~ 55 Thou+",0,MAHARASHTRA,Pandharpur
2006,DR.  SHARDA HARIDAS SONAVANE,IND,0,Graduate,32,"Rs 2,55,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pandharpur
2007,KALE AVINASH TATYASAHEB,IND,0,Post Graduate,40,"Rs 4,00,000 ~ 4 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pandharpur
2008,KSHIRSAGAR NAGNATH DATTATRAY,BJP,0,Literate,52,"Rs 36,19,786 ~ 36 Lacs+","Rs 10,39,792 ~ 10 Lacs+",0,MAHARASHTRA,Pandharpur
2009,LANKESHWAR KALYAN BHAGWAN,IND,0,Graduate,53,"Rs 8,70,000 ~ 8 Lacs+","Rs 8,00,000 ~ 8 Lacs+",0,MAHARASHTRA,Pandharpur
2010,RAMESH ROHIDAS NIRMAL,BSP,0,Graduate,39,"Rs 1,75,000 ~ 1 Lacs+","Rs 10,000 ~ 10 Thou+",0,MAHARASHTRA,Pandharpur
2011,TEXASDADA GAIKWAD,IND,0,Graduate Professional,56,"Rs 45,01,000 ~ 45 Lacs+","Rs 75,000 ~ 75 Thou+",0,MAHARASHTRA,Pandharpur
2012,WAGHMARE SUNIL TARACHAND,PRCP,0,Graduate,36,"Rs 2,70,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pandharpur
2013,TUKARAM GANPATRAO RENGE PATIL   Winner ,SHS,13,Post Graduate,49,"Rs 60,60,000 ~ 60 Lacs+","Rs 19,50,000 ~ 19 Lacs+",1,MAHARASHTRA,Parbhani
2014,CHAUDHARI TUKARAM NAMDEVRAO,IND,0,Literate,39,"Rs 2,85,000 ~ 2 Lacs+","Rs 30,000 ~ 30 Thou+",0,MAHARASHTRA,Parbhani
2015,GAFFAR MASTER,SP,0,10th Pass,42,"Rs 11,70,000 ~ 11 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,MAHARASHTRA,Parbhani
2016,RUMALE TUKARAM DHONDIBA,PRCP,0,Graduate,45,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Parbhani
2017,SHAIKH AKHIL SHAIKH RAHIM,National Loktantrik Party,0,8th Pass,36,"Rs 6,10,000 ~ 6 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Parbhani
2018,SHAIKH MOIN SHAIKH JAFAR,IND,0,Not Given,48,Nil,Rs 0 ~ ,0,MAHARASHTRA,Parbhani
2019,SONWANE RAJESH NAMDEV,IND,0,Not Given,33,"Rs 1,10,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Parbhani
2020,SURESH AMBADASRAO WARPUDKAR,NCP,0,Post Graduate,52,"Rs 1,34,90,000 ~ 1 Crore+","Rs 5,88,210 ~ 5 Lacs+",0,MAHARASHTRA,Parbhani
2021,KALMADI SURESH   Winner ,INC,1,Graduate,59,"Rs 3,99,47,625 ~ 3 Crore+","Rs 17,00,000 ~ 17 Lacs+",1,MAHARASHTRA,Pune
2022,ADAGALE BHAU RAMCHANDRA,IND,0,10th Pass,44,"Rs 1,05,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2023,AMTE VINOD RAMCHANDRA,IND,0,Graduate,49,"Rs 24,86,000 ~ 24 Lacs+","Rs 4,70,000 ~ 4 Lacs+",0,MAHARASHTRA,Pune
2024,ANWAR ISMAIL BAGWAN,IND,0,Graduate,38,"Rs 2,000 ~ 2 Thou+","Rs 1,30,000 ~ 1 Lacs+",0,MAHARASHTRA,Pune
2025,ARUN BHATIA,IND,1,Post Graduate,61,"Rs 1,98,73,368 ~ 1 Crore+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2026,CHAVAN POPATRAO KISANRAO,IND,0,Graduate,75,"Rs 19,46,735 ~ 19 Lacs+","Rs 21,238 ~ 21 Thou+",0,MAHARASHTRA,Pune
2027,Gaikwad Jayawnt Dharmaji,BSP,2,Graduate,35,"Rs 2,45,000 ~ 2 Lacs+","Rs 90,000 ~ 90 Thou+",0,MAHARASHTRA,Pune
2028,GAIKWAD VITTHAL BABURAO,IND,0,12th Pass,42,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2029,JADHAV GANESH DEVRAM,BBM,0,10th Pass,42,Nil,"Rs 60,000 ~ 60 Thou+",0,MAHARASHTRA,Pune
2030,KAMBLE SADANAND BHIMRAO,IND,0,5th Pass,76,"Rs 28,10,000 ~ 28 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2031,KANCHWALA NURUDDIN ALTAF HUSSEIN,IND,0,Literate,44,"Rs 6,30,000 ~ 6 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2032,NITIN DATTATRAYA JAGTAP,IND,9,Graduate,44,"Rs 40,71,500 ~ 40 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,MAHARASHTRA,Pune
2033,PRADIP TRIMBAK RAWAT,BJP,3,Graduate,48,"Rs 2,70,99,950 ~ 2 Crore+","Rs 50,62,000 ~ 50 Lacs+",0,MAHARASHTRA,Pune
2034,PROF. ANANDRAO BHANUDAS DADAS,RSPS,0,Post Graduate,30,"Rs 6,25,000 ~ 6 Lacs+","Rs 71,000 ~ 71 Thou+",0,MAHARASHTRA,Pune
2035,PROF. TRIBHUVAN SAMPAT,IJP,0,Post Graduate,42,"Rs 31,02,000 ~ 31 Lacs+","Rs 6,10,991 ~ 6 Lacs+",0,MAHARASHTRA,Pune
2036,RAJIV DESHPANDE,HEAP,0,Post Graduate,41,"Rs 9,60,000 ~ 9 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2037,RAWAT PRAMILA,IND,0,8th Pass,44,"Rs 20,857 ~ 20 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2038,SARODE ARUN KONDIBA,IND,0,Post Graduate,51,"Rs 6,00,000 ~ 6 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2039,SHAIKH IBRAHIM HUSAIN,IND,0,Literate,48,"Rs 21,000 ~ 21 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Pune
2040,SHINDE SACHIN NANA,IND,0,Not Given,33,"Rs 6,33,000 ~ 6 Lacs+","Rs 35,000 ~ 35 Thou+",0,MAHARASHTRA,Pune
2041,THYAGARAJAN BENEDIC,IND,0,Post Graduate,55,"Rs 16,850 ~ 16 Thou+","Rs 28,000 ~ 28 Thou+",0,MAHARASHTRA,Pune
2042,SURESH PRABHAKAR PRABHU   Winner ,SHS,1,Doctorate,50,"Rs 45,20,169 ~ 45 Lacs+",Rs 0 ~ ,1,MAHARASHTRA,Rajapur
2043,MOHAN GOVIND PARAB,BSP,0,Literate,50,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Rajapur
2044,PRIN. MAHENDRA NATEKAR,IND,0,Graduate,64,"Rs 79,17,376 ~ 79 Lacs+","Rs 5,76,617 ~ 5 Lacs+",0,MAHARASHTRA,Rajapur
2045,SUDHIR SAWANT,INC,2,Post Graduate,49,"Rs 16,07,397 ~ 16 Lacs+","Rs 8,19,280 ~ 8 Lacs+",0,MAHARASHTRA,Rajapur
2046,SURENDRA BORKAR,BBM,0,Graduate,56,"Rs 26,30,578 ~ 26 Lacs+","Rs 67,00,000 ~ 67 Lacs+",0,MAHARASHTRA,Rajapur
2047,MOHITE SUBODH BABURAO   Winner ,SHS,4,Graduate Professional,42,"Rs 44,72,038 ~ 44 Lacs+",Rs 0 ~ ,1,MAHARASHTRA,Ramtek
2048,BABAN PARASRAM TAYWADE,Ambedkarist Republican Party,0,Not Given,30,Nil,Rs 0 ~ ,0,MAHARASHTRA,Ramtek
2049,CHANDRASHEKHAR NAMDEORAO BHIMATE,IND,0,10th Pass,28,Nil,Rs 0 ~ ,0,MAHARASHTRA,Ramtek
2050,DR. SHRIKANT JICHKAR,INC,4,Doctorate,49,"Rs 2,68,84,089 ~ 2 Crore+","Rs 20,43,398 ~ 20 Lacs+",0,MAHARASHTRA,Ramtek
2051,KESHAORAO SHENDE,VRP,1,Literate,69,"Rs 38,77,942 ~ 38 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Ramtek
2052,NAYANA DHAWAD  (PANDE),VJC,0,Doctorate,38,"Rs 45,000 ~ 45 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Ramtek
2053,PROF CHANDANSINGH PREMSINGH ROTELE,BSP,0,Not Given,46,"Rs 38,97,000 ~ 38 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Ramtek
2054,SOFI MAHAMMAD JUNEDBABA,IND,0,Literate,37,"Rs 1,700 ~ 1 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Ramtek
2055,TEKAM VASUDEORAO ZITUJI,GGP,0,Graduate,55,"Rs 4,64,981 ~ 4 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Ramtek
2056,TIWARI DINESH SHIVSHANKAR,IND,0,12th Pass,36,"Rs 2,95,000 ~ 2 Lacs+","Rs 15,000 ~ 15 Thou+",0,MAHARASHTRA,Ramtek
2057,ANANT GEETE   Winner ,SHS,0,12th Pass,52,"Rs 55,18,754 ~ 55 Lacs+","Rs 12,00,000 ~ 12 Lacs+",1,MAHARASHTRA,Ratnagiri
2058,ADV. PANKAJ KOWLI,PWPI,0,Post Graduate,41,"Rs 15,07,000 ~ 15 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Ratnagiri
2059,AYARE RAJENDRA LAHU,BSP,0,Post Graduate,42,"Rs 18,000 ~ 18 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Ratnagiri
2060,GOVINDRAO NIKAM,NCP,0,10th Pass,69,"Rs 48,07,786 ~ 48 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Ratnagiri
2061,Patil Prakashbapu Vasantdada   Winner ,INC,0,Graduate,56,"Rs 3,56,35,000 ~ 3 Crore+",Rs 0 ~ ,1,MAHARASHTRA,Sangli
2062,ADV. SUHASE MADHUKAR MALLAPPA,BSP,0,Post Graduate,31,"Rs 75,000 ~ 75 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Sangli
2063,DEEPAK (BABA) ABASAHEB SHINDE MHAISALKAR,BJP,0,Post Graduate,46,"Rs 2,20,38,000 ~ 2 Crore+","Rs 9,11,000 ~ 9 Lacs+",0,MAHARASHTRA,Sangli
2064,GANAPATI TUKARAM KAMBLE (G.T.),IND,0,10th Pass,64,"Rs 60,000 ~ 60 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Sangli
2065,KRANTIVEER NAGNATH(ANNA) RAMCHANDRA NAIKWADI,SP,0,Literate,81,"Rs 2,80,693 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Sangli
2066,PRAVIN KAVTHEKAR (JIWA MAHALE),IND,0,Not Given,42,Nil,Rs 0 ~ ,0,MAHARASHTRA,Sangli
2067,SHANKARRAO BALKRISHNA KHEDKAR (MALI),IND,0,Literate,62,"Rs 37,47,000 ~ 37 Lacs+","Rs 69,000 ~ 69 Thou+",0,MAHARASHTRA,Sangli
2068,VANMORE NARAYAN APPA,IND,0,Literate,57,"Rs 1,58,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Sangli
2069,LAXMANRAO PANDURANG JADHAV (PATIL)   Winner ,NCP,0,10th Pass,66,"Rs 99,25,739 ~ 99 Lacs+","Rs 50,403 ~ 50 Thou+",1,MAHARASHTRA,Satara
2070,AMAR RAGHUNATH GAIKWAD,BSP,0,Not Given,64,"Rs 4,64,000 ~ 4 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,MAHARASHTRA,Satara
2071,DR. BHAGAWAN KHANDERAO ALIAS DR. B. K. YADAV,LRP,0,Doctorate,46,"Rs 37,58,027 ~ 37 Lacs+","Rs 88,805 ~ 88 Thou+",0,MAHARASHTRA,Satara
2072,HINDURAO N. NAIK NIMBALKAR,SHS,2,8th Pass,56,"Rs 1,88,47,587 ~ 1 Crore+","Rs 1,72,00,000 ~ 1 Crore+",0,MAHARASHTRA,Satara
2073,KADAM SURYAJIRAO ALIAS CHIMANRAO SHANKARAO,IND,0,Graduate,64,"Rs 2,55,64,111 ~ 2 Crore+",Rs 0 ~ ,0,MAHARASHTRA,Satara
2074,KHATAKE BAJARANG SUBHEDAR,RSPS,0,12th Pass,38,"Rs 37,00,000 ~ 37 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Satara
2075,DESHMUKH SUBHASH SURESHCHANDRA   Winner ,BJP,0,10th Pass,46,"Rs 3,74,95,282 ~ 3 Crore+","Rs 64,522 ~ 64 Thou+",1,MAHARASHTRA,Sholapur
2076,AVAR PRAMOD DATTATRAYA,IND,0,Literate,40,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Sholapur
2077,NAGMANI KISAN JAKKAN,IND,0,Not Given,40,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Sholapur
2078,SARVADE RAHUL VITTHALRAO,BSP,0,Graduate,0,"Rs 45,000 ~ 45 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Sholapur
2079,PARANJAPE PRAKASH VISHVANATH   Winner ,SHS,0,Graduate,56,"Rs 59,05,573 ~ 59 Lacs+","Rs 13,82,266 ~ 13 Lacs+",1,MAHARASHTRA,Thane
2080,COM. ARUN VELASKAR,IND,1,10th Pass,42,"Rs 5,14,841 ~ 5 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Thane
2081,DAVKHARE VASANT SHANKARRAO,NCP,0,Graduate,54,"Rs 3,08,92,402 ~ 3 Crore+",Rs 0 ~ ,0,MAHARASHTRA,Thane
2082,DHOTRE BHANUDAS SAKHARAM,HJP,0,12th Pass,53,Nil,"Rs 2,16,678 ~ 2 Lacs+",0,MAHARASHTRA,Thane
2083,KARMAVEER RAMNARAYAN YADAV,SP,9,Literate,48,"Rs 6,55,000 ~ 6 Lacs+","Rs 1,800 ~ 1 Thou+",0,MAHARASHTRA,Thane
2084,LANDGE SANTOSH GOVIND,PRCP,0,10th Pass,34,Nil,Rs 0 ~ ,0,MAHARASHTRA,Thane
2085,PAWAR SAMBHAJI MARUTI,BSP,0,10th Pass,48,"Rs 58,51,000 ~ 58 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Thane
2086,RAJPUT MANGALSING UKHARDU,IND,0,10th Pass,40,"Rs 11,29,222 ~ 11 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,MAHARASHTRA,Thane
2087,RAMSING BOOTPOLISHWALA,IND,0,Illiterate,31,"Rs 6,15,200 ~ 6 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Thane
2088,VADHVINDE MAHENDRA KERU,IND,0,5th Pass,49,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Thane
2089,WAGMARE SURESH GANAPAT   Winner ,BJP,0,Graduate,42,"Rs 4,41,000 ~ 4 Lacs+","Rs 4,47,393 ~ 4 Lacs+",1,MAHARASHTRA,Wardha
2090,CHIDAM NARAYANRAO RAMJI,GGP,0,Literate,59,"Rs 98,640 ~ 98 Thou+",Rs 0 ~ ,0,MAHARASHTRA,Wardha
2091,PRABHATAI RAU,INC,0,Post Graduate,69,"Rs 98,83,244 ~ 98 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Wardha
2092,RAUT JAGANNATHRAO NILKANTHRAO,SVRP,0,Graduate,44,"Rs 1,30,000 ~ 1 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Wardha
2093,SOMRAJ SHESHRAOJI TELKHEDE (PATIL),BSP,0,Graduate,35,"Rs 21,53,000 ~ 21 Lacs+","Rs 25,000 ~ 25 Thou+",0,MAHARASHTRA,Wardha
2094,UBALE SHRIKRUSHNA CHAMPATRAO,Ambedkarist Republican Party,0,Graduate,55,"Rs 15,50,000 ~ 15 Lacs+","Rs 1,60,000 ~ 1 Lacs+",0,MAHARASHTRA,Wardha
2095,YESHWANT NAMDEORAO ZADE,CPM,1,Graduate,42,"Rs 2,49,972 ~ 2 Lacs+","Rs 15,000 ~ 15 Thou+",0,MAHARASHTRA,Wardha
2096,GAWALI (PATIL) KU.  BHAVANA PUNDLIKRAO   Winner ,SHS,1,Graduate,29,"Rs 1,88,08,750 ~ 1 Crore+","Rs 7,48,904 ~ 7 Lacs+",1,MAHARASHTRA,Washim
2097,BENIWALE SALIM GANGUBHAI,IND,0,Literate,30,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,MAHARASHTRA,Washim
