Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
998,Dhurendra Ram,IND,0,8th Pass,47,"Rs 1,56,500 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Maharajganj
999,Gautam Prasad,IND,0,12th Pass,30,"Rs 87,526 ~ 87 Thou+","Rs 3,21,803 ~ 3 Lacs+",0,BIHAR,Maharajganj
1000,Prabhunath Singh,JD(U), 2 ,12th Pass,56,"Rs 44,47,753 ~ 44 Lacs+","Rs 3,90,606 ~ 3 Lacs+",0,BIHAR,Maharajganj
1001,Pradeep Manjhi,IND,0,5th Pass,32,"Rs 1,70,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Maharajganj
1002,Rabindra Nath Mishra,BSP,0,Post Graduate,54,"Rs 60,93,095 ~ 60 Lacs+","Rs 56,00,000 ~ 56 Lacs+",0,BIHAR,Maharajganj
1003,Rajesh Kumar Singh,IND,0,12th Pass,26,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Maharajganj
1004,RameshSinghKushwaha,LTSD, 4 ,8th Pass,49,"Rs 14,51,300 ~ 14 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,BIHAR,Maharajganj
1005,Satendra Kumar Sahani,CPI(ML)(L),0,Graduate,41,"Rs 18,47,500 ~ 18 Lacs+","Rs 2,08,500 ~ 2 Lacs+",0,BIHAR,Maharajganj
1006,Tarkeswar Singh,INC, 7 ,Graduate,51,"Rs 43,86,101 ~ 43 Lacs+","Rs 8,03,889 ~ 8 Lacs+",0,BIHAR,Maharajganj
1007,BIPIN KUMAR PASWAN,NBNP,0,8th Pass,26,"Rs 5,10,000 ~ 5 Lacs+",Rs 0 ~ ,1,BIHAR,Munger
1008,BRAHMANAND MANDAL,IND, 1 ,Graduate,55,"Rs 2,39,000 ~ 2 Lacs+","Rs 7,00,000 ~ 7 Lacs+",0,BIHAR,Munger
1009,KUNDAN KUMAR,BJJD, 1 ,Literate,33,"Rs 3,48,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Munger
1010,LOKNATH KUSHWAHA,BMF, 1 ,Literate,64,"Rs 50,000 ~ 50 Thou+",Rs 38 ~ ,0,BIHAR,Munger
1011,MANNU MAHTO,BSP,0,Literate,32,"Rs 13,25,000 ~ 13 Lacs+",Rs 0 ~ ,0,BIHAR,Munger
1012,NARESH MAHTO,IND,0,12th Pass,36,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,BIHAR,Munger
1013,PRAMOD KUMAR,IND,0,Post Graduate,42,"Rs 5,25,131 ~ 5 Lacs+","Rs 10,500 ~ 10 Thou+",0,BIHAR,Munger
1014,PRAMOD KUMAR SINGH,Akhil Bharatiya Desh Bhakt Morcha,0,Graduate,40,"Rs 3,84,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Munger
1015,RADHIKA RAMAN SINGH,IND,0,Graduate,58,"Rs 10,00,000 ~ 10 Lacs+",Rs 0 ~ ,0,BIHAR,Munger
1016,RAJENDRA PRASAD SINGH,IND,0,Graduate,59,"Rs 6,46,000 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Munger
1017,RAM BADAN ROY,RJD, 1 ,Post Graduate,54,"Rs 50,86,010 ~ 50 Lacs+","Rs 8,57,332 ~ 8 Lacs+",0,BIHAR,Munger
1018,RAM LAKHAN SINGH,INC, 1 ,Post Graduate,51,"Rs 1,48,24,621 ~ 1 Crore+","Rs 2,05,773 ~ 2 Lacs+",0,BIHAR,Munger
1019,RAMDEO SINGH YADAV,IND, 4 ,Graduate,59,"Rs 46,74,507 ~ 46 Lacs+","Rs 4,59,782 ~ 4 Lacs+",0,BIHAR,Munger
1020,RAMENDRA MOHAN RAJESH,RSWD, 1 ,Post Graduate,37,"Rs 6,71,331 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Munger
1021,SHAILENDRA KUMAR,IND,0,12th Pass,40,"Rs 6,04,000 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Munger
1022,SHANKAR LAL CHOKHANI,IND,0,10th Pass,51,"Rs 22,573 ~ 22 Thou+",Rs 0 ~ ,0,BIHAR,Munger
1023,SURYODAY PASWAN,IND,0,Graduate,35,"Rs 5,000 ~ 5 Thou+",Rs 0 ~ ,0,BIHAR,Munger
1024,UCHIT KUMAR,IND, 2 ,12th Pass,36,Nil,Rs 0 ~ ,0,BIHAR,Munger
1025,UMA SHANKAR BHAGAT ALIAS TUNTUN BHAIYA,IND,0,10th Pass,46,"Rs 13,51,00,660 ~ 13 Crore+","Rs 3,63,98,744 ~ 3 Crore+",0,BIHAR,Munger
1026,CAPTAIN JAI NARAYAN PRASAD NISHAD   Winner ,JD(U),0,12th Pass,78,"Rs 1,51,48,831 ~ 1 Crore+","Rs 43,37,141 ~ 43 Lacs+",1,BIHAR,Muzaffarpur
1027,AHMAD RAZA,IND,0,Literate,31,"Rs 1,50,150 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1028,ASHOK KUMAR LALAN,IND,0,Not Given,37,"Rs 1,07,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1029,BHAGWANLAL SAHNI,LJP, 4 ,Doctorate,57,"Rs 4,80,629 ~ 4 Lacs+","Rs 70,000 ~ 70 Thou+",0,BIHAR,Muzaffarpur
1030,DEVENDRA RAKESH,BJKVP, 2 ,Post Graduate,49,"Rs 4,38,30,000 ~ 4 Crore+","Rs 6,000 ~ 6 Thou+",0,BIHAR,Muzaffarpur
1031,DINESH KUMAR KUSHWAHA,RKSP,0,Graduate,32,"Rs 2,82,000 ~ 2 Lacs+","Rs 5,55,872 ~ 5 Lacs+",0,BIHAR,Muzaffarpur
1032,GEORGE FERNANDES,IND,0,10th Pass,78,"Rs 9,54,39,798 ~ 9 Crore+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1033,JITENDRA YADAV,CPI(ML)(L), 2 ,12th Pass,35,"Rs 4,11,000 ~ 4 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Muzaffarpur
1034,MAHENDRA PRASAD,RPP,0,Doctorate,63,"Rs 6,69,318 ~ 6 Lacs+","Rs 6,09,494 ~ 6 Lacs+",0,BIHAR,Muzaffarpur
1035,MD. RAHAMTULLAHA,Akhil Bharatiya Jan Sangh,0,10th Pass,37,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1036,MD. SALEEM,RVNP,0,Literate,36,"Rs 1,24,400 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1037,MITHILESH KUMAR,RSWD,0,10th Pass,40,"Rs 23,95,484 ~ 23 Lacs+","Rs 5,86,997 ~ 5 Lacs+",0,BIHAR,Muzaffarpur
1038,MOHAMMAD SHAMIM,RDMP,0,Graduate,31,"Rs 1,05,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1039,NEELU SINGH,PTSS,0,Post Graduate,36,"Rs 3,76,406 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1040,RAM DAYAL RAM,AIFB,0,8th Pass,48,"Rs 5,48,768 ~ 5 Lacs+","Rs 20,000 ~ 20 Thou+",0,BIHAR,Muzaffarpur
1041,REYAJ AHMAD ATISH,JGP, 1 ,Graduate,62,"Rs 27,30,000 ~ 27 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,BIHAR,Muzaffarpur
1042,SADANAND KISHORE THAKUR,IND,0,Graduate,38,"Rs 7,617 ~ 7 Thou+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1043,SAMEER KUMAR,BSP, 1 ,Graduate,41,"Rs 2,98,98,500 ~ 2 Crore+","Rs 1,72,73,000 ~ 1 Crore+",0,BIHAR,Muzaffarpur
1044,SHAMBHU SAHNI,IND, 1 ,12th Pass,37,"Rs 2,86,000 ~ 2 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Muzaffarpur
1045,TARKESHWAR PASWAN,IND, 2 ,Literate,38,"Rs 22,500 ~ 22 Thou+",Rs 0 ~ ,0,BIHAR,Muzaffarpur
1046,VIJENDRA CHAUDHARY,IND, 2 ,Graduate,42,"Rs 63,21,000 ~ 63 Lacs+","Rs 3,85,000 ~ 3 Lacs+",0,BIHAR,Muzaffarpur
1047,KAUSHALENDRA KUMAR   Winner ,JD(U),0,12th Pass,44,"Rs 71,33,058 ~ 71 Lacs+","Rs 2,27,065 ~ 2 Lacs+",1,BIHAR,Nalanda
1048,AMARKANT SAH,RPP,0,Post Graduate,44,"Rs 92,470 ~ 92 Thou+",Rs 0 ~ ,0,BIHAR,Nalanda
1049,ANIL SINGH,LTSD,0,Graduate,46,"Rs 66,11,312 ~ 66 Lacs+","Rs 1,99,437 ~ 1 Lacs+",0,BIHAR,Nalanda
1050,ARUN KUMAR,IND, 2 ,12th Pass,46,"Rs 11,06,200 ~ 11 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1051,CHANDERMANI KUMAR MANI,IND,0,Graduate,53,"Rs 95,49,302 ~ 95 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1052,DEV KISHORE RAI,BSP,0,Post Graduate,55,"Rs 13,36,000 ~ 13 Lacs+","Rs 32,500 ~ 32 Thou+",0,BIHAR,Nalanda
1053,DEVENDRA PRATAP,EKSP,0,Post Graduate,37,"Rs 44,500 ~ 44 Thou+",Rs 0 ~ ,0,BIHAR,Nalanda
1054,HARICHARAN PRASAD,BMF,0,10th Pass,39,"Rs 58,000 ~ 58 Thou+",Rs 0 ~ ,0,BIHAR,Nalanda
1055,JITENDRA KUMAR,IND,0,Doctorate,31,"Rs 89,000 ~ 89 Thou+",Rs 0 ~ ,0,BIHAR,Nalanda
1056,KAPILDEO SINGH,IND,0,Post Graduate,58,"Rs 8,33,291 ~ 8 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1057,KAUSHALE KUMAR @ KAUSHALENDRA SINGH,IND,0,Graduate,34,"Rs 5,45,100 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1058,KUMAR RAJESH,IND,0,Graduate,25,Rs 2 ~ ,Rs 0 ~ ,0,BIHAR,Nalanda
1059,NARESH PASWAN,IND,0,Graduate,42,"Rs 18,00,000 ~ 18 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1060,PRIYRANJAN KUMAR,BJJD,0,12th Pass,27,"Rs 1,42,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1061,RAMSWAROOP PRASAD,INC, 1 ,Doctorate,70,"Rs 1,08,66,962 ~ 1 Crore+",Rs 0 ~ ,0,BIHAR,Nalanda
1062,RANJEET KUMAR,BPD,0,Doctorate,32,"Rs 7,66,000 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1063,REKHA KUMARI,AD,0,12th Pass,27,"Rs 1,65,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1064,SANTOSH KUMAR,IND,0,12th Pass,34,"Rs 15,89,172 ~ 15 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,BIHAR,Nalanda
1065,SARYUG PRASAD SAHASTH,IND, 2 ,8th Pass,59,"Rs 3,25,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1066,SASHI YADAV,CPI(ML)(L), 1 ,12th Pass,35,"Rs 7,500 ~ 7 Thou+",Rs 0 ~ ,0,BIHAR,Nalanda
1067,SATISH KUMAR,LJP,0,Graduate,51,"Rs 66,15,000 ~ 66 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1068,SAUDAGAR RAM,BSKP, 1 ,Literate,64,"Rs 37,902 ~ 37 Thou+","Rs 40,000 ~ 40 Thou+",0,BIHAR,Nalanda
1069,UJAWAL KANT HUNKAR,MUL,0,Graduate,44,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,BIHAR,Nalanda
1070,VIJAY KUMAR,JPS,0,10th Pass,28,"Rs 1,47,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1071,VIJAY KUMAR PATEL,LM,0,12th Pass,27,"Rs 3,90,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Nalanda
1072,BholaSingh   Winner ,BJP,0,Doctorate,70,"Rs 38,93,000 ~ 38 Lacs+","Rs 3,60,000 ~ 3 Lacs+",1,BIHAR,Nawada
1073,AKhilesh Singh,IND, 27 ,10th Pass,38,"Rs 7,62,287 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1074,AnilMehta,IND, 12 ,Graduate,36,"Rs 49,31,596 ~ 49 Lacs+","Rs 2,62,669 ~ 2 Lacs+",0,BIHAR,Nawada
1075,BeenaDevi,LJP,0,8th Pass,36,"Rs 77,67,867 ~ 77 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1076,ChanchalaDevi,IND,0,Literate,39,"Rs 1,10,050 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1077,Durga Prasad Dhar,IND,0,12th Pass,29,"Rs 5,75,000 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1078,Ganesh Shankar Vidyarthi,CPM,0,Graduate,45,"Rs 22,13,057 ~ 22 Lacs+","Rs 10,00,000 ~ 10 Lacs+",0,BIHAR,Nawada
1079,Kailash Pal,BSKP,0,12th Pass,48,"Rs 1,31,10,000 ~ 1 Crore+","Rs 2,60,052 ~ 2 Lacs+",0,BIHAR,Nawada
1080,Kaushal Yadav,IND, 7 ,Post Graduate,39,"Rs 1,21,24,546 ~ 1 Crore+","Rs 53,080 ~ 53 Thou+",0,BIHAR,Nawada
1081,Masih Udin,BSP, 2 ,Graduate Professional,36,"Rs 76,00,000 ~ 76 Lacs+","Rs 30,000 ~ 30 Thou+",0,BIHAR,Nawada
1082,NavinKumar Verma,IND,0,Graduate,38,"Rs 1,47,435 ~ 1 Lacs+","Rs 18,000 ~ 18 Thou+",0,BIHAR,Nawada
1083,Raj Ballabh Prasad,IND, 2 ,10th Pass,46,"Rs 1,70,61,000 ~ 1 Crore+","Rs 2,00,000 ~ 2 Lacs+",0,BIHAR,Nawada
1084,Rajendar Singh,IND,0,Not Given,60,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,BIHAR,Nawada
1085,Rajendra Vishal,IND,0,8th Pass,44,"Rs 8,71,000 ~ 8 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1086,RajKishore Raj,IND,0,Graduate,43,"Rs 2,85,500 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1087,Shambhu Prasad,IND, 6 ,10th Pass,41,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1088,Surendra Kumar Chaudhary,SBSP,0,Post Graduate,45,"Rs 9,00,000 ~ 9 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,BIHAR,Nawada
1089,Umakant Rahi,Shoshit Samaj Dal,0,Post Graduate,37,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Nawada
1090,Vidyapati Singh,LTSD,0,10th Pass,46,"Rs 89,71,857 ~ 89 Lacs+","Rs 29,86,423 ~ 29 Lacs+",0,BIHAR,Nawada
1091,DR. SANJAY JAISWAL   Winner ,BJP, 2 ,Post Graduate,44,"Rs 1,09,50,474 ~ 1 Crore+","Rs 11,69,173 ~ 11 Lacs+",1,BIHAR,Paschim Champaran
1092,ANIRUDH PRASAD ALIAS SADHU YADAV,INC, 5 ,Graduate,46,"Rs 1,23,10,143 ~ 1 Crore+","Rs 64,800 ~ 64 Thou+",0,BIHAR,Paschim Champaran
1093,FAIYAZUL AZAM,JD(S),0,Doctorate,71,"Rs 64,15,000 ~ 64 Lacs+","Rs 3,47,414 ~ 3 Lacs+",0,BIHAR,Paschim Champaran
1094,MANOJ KUMAR,RDMP, 2 ,Post Graduate,44,"Rs 39,33,172 ~ 39 Lacs+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Paschim Champaran
1095,NAFIS AHAMAD,IND,0,10th Pass,35,"Rs 1,15,505 ~ 1 Lacs+","Rs 47,300 ~ 47 Thou+",0,BIHAR,Paschim Champaran
1096,RAMASHRAY SINGH,CPM, 2 ,Graduate,65,"Rs 6,87,354 ~ 6 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Paschim Champaran
1097,SHAMBHU PRASAD GUPTA,BSP, 2 ,8th Pass,50,"Rs 27,43,000 ~ 27 Lacs+","Rs 5,00,687 ~ 5 Lacs+",0,BIHAR,Paschim Champaran
1098,SHRIMAN MISHRA,IND,0,Not Given,41,"Rs 5,13,000 ~ 5 Lacs+","Rs 25,000 ~ 25 Thou+",0,BIHAR,Paschim Champaran
1099,SYED IRSHAD AKHTER,IND,0,10th Pass,32,"Rs 1,55,000 ~ 1 Lacs+","Rs 43,500 ~ 43 Thou+",0,BIHAR,Paschim Champaran
1100,RANJAN  PRASAD YADAV   Winner ,JD(U), 1 ,Doctorate,64,"Rs 1,53,19,000 ~ 1 Crore+",Rs 0 ~ ,1,BIHAR,Pataliputra
1101,AWADHESH SHARMA,IND,0,Not Given,51,"Rs 8,56,000 ~ 8 Lacs+","Rs 2,75,000 ~ 2 Lacs+",0,BIHAR,Pataliputra
1102,DR. KRISHNADHAR SINGH,BJKD,0,Doctorate,56,"Rs 39,64,000 ~ 39 Lacs+",Rs 0 ~ ,0,BIHAR,Pataliputra
1103,DURGESH NANDAN SINGH,IND,0,Graduate Professional,25,"Rs 23,000 ~ 23 Thou+",Rs 0 ~ ,0,BIHAR,Pataliputra
1104,HARENDRA KUMAR PATEL,BSP,0,10th Pass,49,"Rs 52,03,000 ~ 52 Lacs+",Rs 0 ~ ,0,BIHAR,Pataliputra
1105,HASAN MANZOOR HASHMI,ANC, 3 ,10th Pass,70,"Rs 44,000 ~ 44 Thou+",Rs 0 ~ ,0,BIHAR,Pataliputra
1106,KIRAN DEVI,RKJP,0,Not Given,35,"Rs 2,10,000 ~ 2 Lacs+",Rs 0 ~ ,0,BIHAR,Pataliputra
1107,KUNDAN KUMAR,RWS,0,12th Pass,26,"Rs 5,22,600 ~ 5 Lacs+",Rs 0 ~ ,0,BIHAR,Pataliputra
1108,LALU  PRASAD,RJD, 7 ,Graduate Professional,60,"Rs 3,20,94,746 ~ 3 Crore+","Rs 16,26,689 ~ 16 Lacs+",0,BIHAR,Pataliputra
1109,MOHAMMAD AFTAB ALAM,LTSD, 1 ,Graduate,49,"Rs 37,71,696 ~ 37 Lacs+","Rs 14,54,619 ~ 14 Lacs+",0,BIHAR,Pataliputra
1110,MOHAMMAD SADRUDDIN,AIFB,0,8th Pass,41,"Rs 19,86,879 ~ 19 Lacs+",Rs 0 ~ ,0,BIHAR,Pataliputra
1111,PANCHA DEVI,JGP,0,Literate,42,"Rs 1,50,000 ~ 1 Lacs+","Rs 24,888 ~ 24 Thou+",0,BIHAR,Pataliputra
1112,PRABHUNATH YADAV,IJP,0,Graduate,33,"Rs 51,00,000 ~ 51 Lacs+","Rs 28,000 ~ 28 Thou+",0,BIHAR,Pataliputra
1113,RAMESHWAR PRASAD,CPI(ML)(L), 5 ,8th Pass,61,"Rs 10,33,677 ~ 10 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,BIHAR,Pataliputra
1114,SUNIL KUMAR SINGH,IND,0,Post Graduate,40,"Rs 93,92,726 ~ 93 Lacs+",Rs 0 ~ ,0,BIHAR,Pataliputra
1115,VIJAY SINGH YADAV,INC,0,12th Pass,55,"Rs 4,55,44,336 ~ 4 Crore+","Rs 16,33,744 ~ 16 Lacs+",0,BIHAR,Pataliputra
1116,SHATRUGHAN SINHA   Winner ,BJP,0,Graduate,62,"Rs 15,00,33,976 ~ 15 Crore+","Rs 2,58,78,099 ~ 2 Crore+",1,BIHAR,Patna Sahib
1117,ANJANI KUMAR,IND,0,Post Graduate,34,"Rs 30,95,000 ~ 30 Lacs+",Rs 0 ~ ,0,BIHAR,Patna Sahib
1118,DEEPAK KUMAR SINGH,IND,0,Doctorate,31,"Rs 38,81,941 ~ 38 Lacs+","Rs 3,61,691 ~ 3 Lacs+",0,BIHAR,Patna Sahib
1119,DR. DIWAKER TEJASWI,BUDM,0,Doctorate,40,"Rs 57,15,000 ~ 57 Lacs+","Rs 3,50,000 ~ 3 Lacs+",0,BIHAR,Patna Sahib
1120,HASSAN FAIZI HASHMI,ANC, 3 ,Graduate,40,"Rs 36,000 ~ 36 Thou+","Rs 5,13,000 ~ 5 Lacs+",0,BIHAR,Patna Sahib
1121,HEMANT KUMAR SINGH,IND,0,Graduate,52,"Rs 38,30,000 ~ 38 Lacs+","Rs 5,25,000 ~ 5 Lacs+",0,BIHAR,Patna Sahib
1122,KUMAR RAJIV,IND,0,Others,38,"Rs 4,55,000 ~ 4 Lacs+",Rs 0 ~ ,0,BIHAR,Patna Sahib
1123,ON MASUMI,LTSD,0,12th Pass,37,"Rs 3,75,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Patna Sahib
1124,PANKAJ KUMAR SHARMA,IND,0,Graduate,36,"Rs 33,54,611 ~ 33 Lacs+","Rs 20,00,000 ~ 20 Lacs+",0,BIHAR,Patna Sahib
1125,PRAMOD KUMAR GUPTA,IND,0,8th Pass,41,"Rs 8,30,000 ~ 8 Lacs+",Rs 0 ~ ,0,BIHAR,Patna Sahib
1126,RAM BHAJAN SINGH NISHAD,IND,0,Graduate,40,"Rs 19,45,724 ~ 19 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,BIHAR,Patna Sahib
1127,RAM NARAYAN RAI,CPI(ML)(L),0,12th Pass,60,"Rs 21,53,636 ~ 21 Lacs+",Rs 0 ~ ,0,BIHAR,Patna Sahib
1128,SANJAY VERMA,IND,0,Graduate,42,"Rs 52,44,282 ~ 52 Lacs+",Rs 0 ~ ,0,BIHAR,Patna Sahib
1129,SHEKHAR SUMAN,INC,0,Graduate,52,"Rs 7,19,21,001 ~ 7 Crore+","Rs 7,53,84,735 ~ 7 Crore+",0,BIHAR,Patna Sahib
1130,VIDHAN CHANDRA RANA,IND,0,Graduate,33,Nil,Rs 0 ~ ,0,BIHAR,Patna Sahib
1131,VIJAY KUMAR,RJD,0,12th Pass,52,"Rs 2,47,35,299 ~ 2 Crore+","Rs 3,15,000 ~ 3 Lacs+",0,BIHAR,Patna Sahib
1132,UDAY SINGH ALIAS PAPPU SINGH   Winner ,BJP, 2 ,12th Pass,57,"Rs 41,91,30,669 ~ 41 Crore+","Rs 14,10,120 ~ 14 Lacs+",1,BIHAR,Purnia
1133,ABDUL SATTAR,IND,0,Graduate,57,"Rs 3,23,000 ~ 3 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1134,ALIMUDDIN ANSARI,IND,0,10th Pass,54,"Rs 8,10,360 ~ 8 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1135,ANIL KUMAR BHARTI,RVNP,0,Not Given,33,"Rs 57,30,000 ~ 57 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1136,JAGDISH PRASAD YADAV,IND,0,Graduate,63,"Rs 9,50,522 ~ 9 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1137,JIVACHH PASWAN,IND,0,10th Pass,39,"Rs 4,48,000 ~ 4 Lacs+","Rs 53,000 ~ 53 Thou+",0,BIHAR,Purnia
1138,KAUSHALYA DEVI,IND,0,12th Pass,39,"Rs 8,08,450 ~ 8 Lacs+","Rs 89,000 ~ 89 Thou+",0,BIHAR,Purnia
1139,MADHAVI SARKAR,CPI(ML)(L), 3 ,12th Pass,50,"Rs 21,71,600 ~ 21 Lacs+","Rs 5,45,184 ~ 5 Lacs+",0,BIHAR,Purnia
1140,MD. AISUR RAHMAN,IND,0,Post Graduate,43,"Rs 18,00,518 ~ 18 Lacs+","Rs 3,000 ~ 3 Thou+",0,BIHAR,Purnia
1141,PRAMOD NARAYAN PODDAR,IND,0,Graduate,52,"Rs 26,55,000 ~ 26 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1142,SHANKAR JHA,LJP, 4 ,Graduate,48,"Rs 8,04,38,733 ~ 8 Crore+","Rs 1,96,23,457 ~ 1 Crore+",0,BIHAR,Purnia
1143,SHANTI PRIYA,IND,0,10th Pass,49,"Rs 79,29,237 ~ 79 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1144,SHIEKH AKBAR ALI,IND,0,5th Pass,26,"Rs 1,03,000 ~ 1 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1145,SUNIL KUMAR,IND,0,Graduate,30,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,BIHAR,Purnia
1146,UPENDRA NATH SAGAR,IND,0,Graduate,60,"Rs 49,55,038 ~ 49 Lacs+",Rs 0 ~ ,0,BIHAR,Purnia
1147,RADHA MOHAN SINGH   Winner ,BJP,0,Graduate,59,"Rs 76,29,444 ~ 76 Lacs+","Rs 1,84,731 ~ 1 Lacs+",1,BIHAR,Purvi Champaran
1148,AKHILESH PD. SINGH,RJD,0,Doctorate,40,"Rs 3,34,64,000 ~ 3 Crore+","Rs 27,69,000 ~ 27 Lacs+",0,BIHAR,Purvi Champaran
1149,ARVIND KR. GUPTA,INC,0,Post Graduate,29,"Rs 14,42,35,785 ~ 14 Crore+",Rs 0 ~ ,0,BIHAR,Purvi Champaran
1150,GAGANDEO YADAV,BSP,0,10th Pass,59,"Rs 1,28,15,340 ~ 1 Crore+","Rs 10,93,030 ~ 10 Lacs+",0,BIHAR,Purvi Champaran
1151,JHAGARU MAHATO,IND,0,8th Pass,48,"Rs 6,86,700 ~ 6 Lacs+",Rs 0 ~ ,0,BIHAR,Purvi Champaran
1152,MD. MURTAZA ANSARI(DR. LAL),IND, 1 ,Post Graduate,40,"Rs 8,04,500 ~ 8 Lacs+","Rs 1,77,000 ~ 1 Lacs+",0,BIHAR,Purvi Champaran
1153,NAGENDRA SAHANI,LTSD, 4 ,Post Graduate,33,"Rs 16,36,500 ~ 16 Lacs+",Rs 0 ~ ,0,BIHAR,Purvi Champaran
1154,PARASNATH PANDEY,IND,0,8th Pass,48,"Rs 26,00,000 ~ 26 Lacs+",Rs 0 ~ ,0,BIHAR,Purvi Champaran
1155,RAMCHANDRA PD.,CPI, 1 ,Others,51,"Rs 10,25,589 ~ 10 Lacs+","Rs 4,34,220 ~ 4 Lacs+",0,BIHAR,Purvi Champaran
1156,SURESH KR. RAI,BJKVP,0,Graduate,41,"Rs 34,51,000 ~ 34 Lacs+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Purvi Champaran
1157,UMESH KR. SINGH,Samajwadi Janata Party (Rashtriya),0,Graduate Professional,43,"Rs 7,35,170 ~ 7 Lacs+",Rs 0 ~ ,0,BIHAR,Purvi Champaran
1158,MAHESWER HAZARI   Winner ,JD(U),0,Post Graduate,38,"Rs 69,64,921 ~ 69 Lacs+","Rs 10,54,356 ~ 10 Lacs+",1,BIHAR,Samastipur
1159,DR. ASHOK KUMAR,INC,0,Graduate Professional,54,"Rs 35,63,403 ~ 35 Lacs+","Rs 25,46,415 ~ 25 Lacs+",0,BIHAR,Samastipur
1160,JEEBACHH PASWAN,CPI(ML)(L), 4 ,12th Pass,41,"Rs 6,800 ~ 6 Thou+","Rs 50,000 ~ 50 Thou+",0,BIHAR,Samastipur
1161,RAJA RAM DAS,IND,0,10th Pass,56,"Rs 60,05,665 ~ 60 Lacs+",Rs 0 ~ ,0,BIHAR,Samastipur
